Entity	 X(m)	 Y(m)	 Z(m)	Node ID	
Mesh Node 2062	0.52	0.6	0.	10786	
Mesh Node 2063	0.52	0.52	0.	10785	
Mesh Node 2064	0.52	0.61	0.	10816	
Mesh Node 2065	0.52	0.62	0.	1009	
Mesh Node 2066	0.52	0.47	0.	4219	
Mesh Node 2067	0.52	0.51	0.	10835	
Mesh Node 2068	0.52	0.48	0.	4259	
Mesh Node 2069	0.52	0.5	0.	993	
Mesh Node 2070	0.52	0.49	0.	4149	
Mesh Node 2071	0.53	0.45	0.	4074	
Mesh Node 2072	0.53	0.46	0.	4075	
Mesh Node 2073	0.53	0.54	0.	10754	
Mesh Node 2074	0.53	0.55	0.	10755	
Mesh Node 2075	0.53	0.56	0.	10844	
Mesh Node 2076	0.53	0.57	0.	10756	
Mesh Node 2077	0.53	0.58	0.	10757	
Mesh Node 2078	0.53	0.59	0.	10764	
Mesh Node 2079	0.53	0.6	0.	10777	
Mesh Node 2080	0.53	0.53	0.	10763	
Mesh Node 2081	0.53	0.61	0.	10817	
Mesh Node 2082	0.53	0.62	0.	1010	
Mesh Node 2083	0.53	0.47	0.	4093	
Mesh Node 2084	0.53	0.51	0.	10804	
Mesh Node 2085	0.53	0.52	0.	10772	
Mesh Node 2086	0.53	0.48	0.	4199	
Mesh Node 2087	0.53	0.49	0.	4150	
Mesh Node 2088	0.53	0.5	0.	992	
Mesh Node 2089	0.54	0.55	0.	10737	
Mesh Node 2090	0.54	0.56	0.	10739	
Mesh Node 2091	0.54	0.57	0.	10740	
Mesh Node 2092	0.54	0.45	0.	4045	
Mesh Node 2093	0.54	0.54	0.	10744	
Mesh Node 2094	0.54	0.58	0.	10745	
Mesh Node 2095	0.54	0.62	0.	1011	
Mesh Node 2096	0.54	0.46	0.	4059	
Mesh Node 2097	0.54	0.53	0.	10753	
Mesh Node 2098	0.54	0.59	0.	10845	
Mesh Node 2099	0.54	0.6	0.	10779	
Mesh Node 2100	0.54	0.61	0.	10818	
Mesh Node 2101	0.54	0.52	0.	10826	
Mesh Node 2102	0.54	0.47	0.	4073	
Mesh Node 2103	0.54	0.51	0.	10803	
Mesh Node 2104	0.54	0.48	0.	4106	
Mesh Node 2105	0.54	0.49	0.	4151	
Mesh Node 2106	0.54	0.5	0.	991	
Mesh Node 2107	0.55	0.56	0.	10728	
Mesh Node 2108	0.55	0.57	0.	10733	
Mesh Node 2109	0.55	0.58	0.	10738	
Mesh Node 2110	0.55	0.55	0.	10732	
Mesh Node 2111	0.55	0.59	0.	10758	
Mesh Node 2112	0.55	0.6	0.	10780	
Mesh Node 2113	0.55	0.61	0.	10819	
Mesh Node 2114	0.55	0.62	0.	1012	
Mesh Node 2115	0.55	0.45	0.	4033	
Mesh Node 2116	0.55	0.46	0.	4194	
Mesh Node 2117	0.55	0.47	0.	4076	
Mesh Node 2118	0.55	0.48	0.	4107	
Mesh Node 2119	0.55	0.49	0.	4152	
Mesh Node 2120	0.55	0.5	0.	990	
Mesh Node 2121	0.55	0.51	0.	10802	
Mesh Node 2122	0.55	0.52	0.	10770	
Mesh Node 2123	0.55	0.53	0.	10752	
Mesh Node 2124	0.55	0.54	0.	10832	
Mesh Node 2125	0.56	0.56	0.	10726	
Mesh Node 2126	0.56	0.57	0.	10729	
Mesh Node 2127	0.56	0.58	0.	10741	
Mesh Node 2128	0.56	0.59	0.	10759	
Mesh Node 2129	0.56	0.6	0.	10833	
Mesh Node 2130	0.56	0.61	0.	10820	
Mesh Node 2131	0.56	0.62	0.	1013	
Mesh Node 2132	0.56	0.55	0.	10727	
Mesh Node 2133	0.56	0.45	0.	4013	
Mesh Node 2134	0.56	0.51	0.	10801	
Mesh Node 2135	0.56	0.52	0.	10840	
Mesh Node 2136	0.56	0.53	0.	10839	
Mesh Node 2137	0.56	0.54	0.	10827	
Mesh Node 2138	0.56	0.46	0.	4046	
Mesh Node 2139	0.56	0.47	0.	4077	
Mesh Node 2140	0.56	0.48	0.	4108	
Mesh Node 2141	0.56	0.49	0.	4153	
Mesh Node 2142	0.56	0.5	0.	989	
Mesh Node 2143	0.57	0.58	0.	10843	
Mesh Node 2144	0.57	0.59	0.	10760	
Mesh Node 2145	0.57	0.6	0.	10781	
Mesh Node 2146	0.57	0.61	0.	10821	
Mesh Node 2147	0.57	0.62	0.	1014	
Mesh Node 2148	0.57	0.57	0.	10730	
Mesh Node 2149	0.57	0.45	0.	4034	
Mesh Node 2150	0.57	0.51	0.	10800	
Mesh Node 2151	0.57	0.52	0.	10837	
Mesh Node 2152	0.57	0.53	0.	10751	
Mesh Node 2153	0.57	0.54	0.	10735	
Mesh Node 2154	0.57	0.55	0.	10731	
Mesh Node 2155	0.57	0.56	0.	10842	
Mesh Node 2156	0.57	0.46	0.	4047	
Mesh Node 2157	0.57	0.47	0.	4198	
Mesh Node 2158	0.57	0.48	0.	4207	
Mesh Node 2159	0.57	0.49	0.	4154	
Mesh Node 2160	0.57	0.5	0.	988	
Mesh Node 2161	0.58	0.62	0.	1015	
Mesh Node 2162	0.58	0.59	0.	10746	
Mesh Node 2163	0.58	0.6	0.	10830	
Mesh Node 2164	0.58	0.61	0.	10822	
Mesh Node 2165	0.58	0.45	0.	4048	
Mesh Node 2166	0.58	0.52	0.	10829	
Mesh Node 2167	0.58	0.53	0.	10838	
Mesh Node 2168	0.58	0.54	0.	10743	
Mesh Node 2169	0.58	0.57	0.	10734	
Mesh Node 2170	0.58	0.58	0.	10742	
Mesh Node 2171	0.58	0.46	0.	4060	
Mesh Node 2172	0.58	0.47	0.	4079	
Mesh Node 2173	0.58	0.48	0.	4109	
Mesh Node 2174	0.58	0.49	0.	4155	
Mesh Node 2175	0.58	0.51	0.	10799	
Mesh Node 2176	0.58	0.55	0.	10736	
Mesh Node 2177	0.58	0.56	0.	10834	
Mesh Node 2178	0.58	0.5	0.	987	
Mesh Node 2179	0.59	0.6	0.	10782	
Mesh Node 2180	0.59	0.61	0.	10823	
Mesh Node 2181	0.59	0.62	0.	1016	
Mesh Node 2182	0.59	0.45	0.	4080	
Mesh Node 2183	0.59	0.59	0.	10761	
Mesh Node 2184	0.59	0.46	0.	4078	
Mesh Node 2185	0.59	0.47	0.	4094	
Mesh Node 2186	0.59	0.48	0.	4209	
Mesh Node 2187	0.59	0.49	0.	4156	
Mesh Node 2188	0.59	0.51	0.	10798	
Mesh Node 2189	0.59	0.52	0.	10768	
Mesh Node 2190	0.59	0.53	0.	10762	
Mesh Node 2191	0.59	0.54	0.	10750	
Mesh Node 2192	0.59	0.55	0.	10749	
Mesh Node 2193	0.59	0.56	0.	10846	
Mesh Node 2194	0.59	0.57	0.	10748	
Mesh Node 2195	0.59	0.58	0.	10747	
Mesh Node 2196	0.59	0.5	0.	986	
Mesh Node 2197	0.6	0.62	0.	1017	
Mesh Node 2198	0.6	0.45	0.	4193	
Mesh Node 2199	0.6	0.61	0.	10824	
Mesh Node 2200	0.6	0.46	0.	4110	
Mesh Node 2201	0.6	0.47	0.	4205	
Mesh Node 2202	0.6	0.48	0.	4124	
Mesh Node 2203	0.6	0.49	0.	4157	
Mesh Node 2204	0.6	0.51	0.	10797	
Mesh Node 2205	0.6	0.52	0.	10784	
Mesh Node 2206	0.6	0.53	0.	10769	
Mesh Node 2207	0.6	0.54	0.	10831	
Mesh Node 2208	0.6	0.55	0.	10766	
Mesh Node 2209	0.6	0.56	0.	10836	
Mesh Node 2210	0.6	0.57	0.	10765	
Mesh Node 2211	0.6	0.58	0.	10841	
Mesh Node 2212	0.6	0.59	0.	10767	
Mesh Node 2213	0.6	0.6	0.	10783	
Mesh Node 2214	0.6	0.5	0.	985	
Mesh Node 2215	0.61	0.62	0.	1018	
Mesh Node 2216	0.61	0.45	0.	4162	
Mesh Node 2217	0.61	0.46	0.	4161	
Mesh Node 2218	0.61	0.47	0.	4160	
Mesh Node 2219	0.61	0.48	0.	4159	
Mesh Node 2220	0.61	0.49	0.	4158	
Mesh Node 2221	0.61	0.51	0.	10796	
Mesh Node 2222	0.61	0.52	0.	10795	
Mesh Node 2223	0.61	0.53	0.	10794	
Mesh Node 2224	0.61	0.54	0.	10793	
Mesh Node 2225	0.61	0.55	0.	10792	
Mesh Node 2226	0.61	0.56	0.	10791	
Mesh Node 2227	0.61	0.57	0.	10790	
Mesh Node 2228	0.61	0.58	0.	10789	
Mesh Node 2229	0.61	0.61	0.	10825	
Mesh Node 2230	0.61	0.59	0.	10788	
Mesh Node 2231	0.61	0.5	0.	984	
Mesh Node 2232	0.61	0.6	0.	10787	
Mesh Node 2233	0.62	0.45	0.	1658	
Mesh Node 2234	0.62	0.46	0.	1657	
Mesh Node 2235	0.62	0.47	0.	1656	
Mesh Node 2236	0.62	0.48	0.	1655	
Mesh Node 2237	0.62	0.49	0.	1654	
Mesh Node 2238	0.62	0.51	0.	1006	
Mesh Node 2239	0.62	0.52	0.	1005	
Mesh Node 2240	0.62	0.53	0.	1004	
Mesh Node 2241	0.62	0.54	0.	1003	
Mesh Node 2242	0.62	0.55	0.	1002	
Mesh Node 2243	0.62	0.56	0.	1001	
Mesh Node 2244	0.62	0.57	0.	1000	
Mesh Node 2245	0.62	0.58	0.	999	
Mesh Node 2246	0.62	0.5	0.	982	
Mesh Node 2247	0.62	0.59	0.	998	
Mesh Node 2248	0.62	0.6	0.	997	
Mesh Node 2249	0.62	0.61	0.	996	
Mesh Node 2250	0.62	0.62	0.	995	
Mesh Node 2251	0.37	-0.36	0.	9054	
Mesh Node 2252	0.37	-0.35	0.	9065	
Mesh Node 2253	0.37	-0.34	0.	9085	
Mesh Node 2254	0.37	-0.33	0.	9108	
Mesh Node 2255	0.37	-0.32	0.	9141	
Mesh Node 2256	0.37	-0.31	0.	9172	
Mesh Node 2257	0.37	-0.37	0.	9049	
Mesh Node 2258	0.37	-0.3	0.	9209	
Mesh Node 2259	0.37	-0.29	0.	9251	
Mesh Node 2260	0.37	-0.55	0.	10451	
Mesh Node 2261	0.37	-0.54	0.	10407	
Mesh Node 2262	0.37	-0.53	0.	10443	
Mesh Node 2263	0.37	0.15	0.	8431	
Mesh Node 2264	0.37	0.16	0.	8460	
Mesh Node 2265	0.37	0.17	0.	8377	
Mesh Node 2266	0.37	0.18	0.	8430	
Mesh Node 2267	0.37	0.19	0.	8469	
Mesh Node 2268	0.37	0.2	0.	8378	
Mesh Node 2269	0.37	0.21	0.	8429	
Mesh Node 2270	0.37	-0.52	0.	10400	
Mesh Node 2271	0.37	0.22	0.	8153	
Mesh Node 2272	0.37	-0.1	0.	2869	
Mesh Node 2273	0.37	-9.e-002	0.	3414	
Mesh Node 2274	0.37	-8.e-002	0.	2906	
Mesh Node 2275	0.37	-7.e-002	0.	3306	
Mesh Node 2276	0.37	-6.e-002	0.	2966	
Mesh Node 2277	0.37	-5.e-002	0.	3381	
Mesh Node 2278	0.37	-4.e-002	0.	3350	
Mesh Node 2279	0.37	-3.e-002	0.	3347	
Mesh Node 2280	0.37	0.23	0.	8399	
Mesh Node 2281	0.37	0.4	0.	2152	
Mesh Node 2282	0.37	0.41	0.	1736	
Mesh Node 2283	0.37	0.42	0.	1755	
Mesh Node 2284	0.37	0.43	0.	1783	
Mesh Node 2285	0.37	0.44	0.	1811	
Mesh Node 2286	0.37	-0.51	0.	10323	
Mesh Node 2287	0.37	-0.28	0.	9303	
Mesh Node 2288	0.37	-0.27	0.	9539	
Mesh Node 2289	0.37	-0.26	0.	9427	
Mesh Node 2290	0.37	-2.e-002	0.	3369	
Mesh Node 2291	0.37	0.24	0.	8268	
Mesh Node 2292	0.37	-1.e-002	0.	3204	
Mesh Node 2293	0.37	-0.5	0.	1114	
Mesh Node 2294	0.37	-0.25	0.	1162	
Mesh Node 2295	0.37	-0.62	0.	1090	
Mesh Node 2296	0.37	0.25	0.	1234	
Mesh Node 2297	0.37	5.9165e-033	0.	1258	
Mesh Node 2298	0.37	-0.61	0.	10355	
Mesh Node 2299	0.37	-0.49	0.	9473	
Mesh Node 2300	0.37	-0.24	0.	3251	
Mesh Node 2301	0.37	-0.23	0.	3171	
Mesh Node 2302	0.37	-0.22	0.	3116	
Mesh Node 2303	0.37	-0.21	0.	3067	
Mesh Node 2304	0.37	-0.2	0.	3023	
Mesh Node 2305	0.37	-0.19	0.	2983	
Mesh Node 2306	0.37	-0.18	0.	3328	
Mesh Node 2307	0.37	-0.17	0.	2921	
Mesh Node 2308	0.37	-0.16	0.	2895	
Mesh Node 2309	0.37	-0.15	0.	2876	
Mesh Node 2310	0.37	1.e-002	0.	8315	
Mesh Node 2311	0.37	2.e-002	0.	8233	
Mesh Node 2312	0.37	3.e-002	0.	8177	
Mesh Node 2313	0.37	4.e-002	0.	8125	
Mesh Node 2314	0.37	5.e-002	0.	8076	
Mesh Node 2315	0.37	6.e-002	0.	8034	
Mesh Node 2316	0.37	7.e-002	0.	7998	
Mesh Node 2317	0.37	8.e-002	0.	7963	
Mesh Node 2318	0.37	9.e-002	0.	7939	
Mesh Node 2319	0.37	0.1	0.	7916	
Mesh Node 2320	0.37	0.26	0.	2083	
Mesh Node 2321	0.37	0.27	0.	2202	
Mesh Node 2322	0.37	0.28	0.	1952	
Mesh Node 2323	0.37	0.29	0.	1905	
Mesh Node 2324	0.37	0.3	0.	1866	
Mesh Node 2325	0.37	0.31	0.	1829	
Mesh Node 2326	0.37	0.32	0.	1797	
Mesh Node 2327	0.37	0.33	0.	1767	
Mesh Node 2328	0.37	0.34	0.	1743	
Mesh Node 2329	0.37	0.35	0.	1724	
Mesh Node 2330	0.37	-0.6	0.	10415	
Mesh Node 2331	0.37	-0.59	0.	10388	
Mesh Node 2332	0.37	-0.48	0.	9385	
Mesh Node 2333	0.37	-0.58	0.	10242	
Mesh Node 2334	0.37	-0.57	0.	10221	
Mesh Node 2335	0.37	-0.56	0.	10386	
Mesh Node 2336	0.37	-0.47	0.	9328	
Mesh Node 2337	0.37	-0.46	0.	9547	
Mesh Node 2338	0.37	-0.45	0.	9576	
Mesh Node 2339	0.37	-0.44	0.	9615	
Mesh Node 2340	0.37	-0.43	0.	9542	
Mesh Node 2341	0.37	-0.42	0.	9516	
Mesh Node 2342	0.37	-0.41	0.	9093	
Mesh Node 2343	0.37	-0.4	0.	9531	
Mesh Node 2344	0.37	-0.39	0.	9055	
Mesh Node 2345	0.37	0.14	0.	7898	
Mesh Node 2346	0.37	-0.11	0.	2857	
Mesh Node 2347	0.37	0.39	0.	1706	
Mesh Node 2348	0.37	-0.14	0.	2862	
Mesh Node 2349	0.37	0.11	0.	7902	
Mesh Node 2350	0.37	0.36	0.	1710	
Mesh Node 2351	0.37	-0.38	0.	9048	
Mesh Node 2352	0.37	0.13	0.	7894	
Mesh Node 2353	0.37	-0.12	0.	3339	
Mesh Node 2354	0.37	0.38	0.	1702	
Mesh Node 2355	0.37	-0.13	0.	2856	
Mesh Node 2356	0.37	0.12	0.	7897	
Mesh Node 2357	0.37	0.37	0.	1705	
Mesh Node 2358	0.37993	-0.34	0.	9076	
Mesh Node 2359	0.37996	-0.35	0.	9057	
Mesh Node 2360	0.37998	-0.36	0.	9050	
Mesh Node 2361	0.37999	-0.37	0.	9046	
Mesh Node 2362	0.38	-0.33	0.	9530	
Mesh Node 2363	0.38	-0.32	0.	9142	
Mesh Node 2364	0.38	-0.31	0.	9173	
Mesh Node 2365	0.38	-0.3	0.	9210	
Mesh Node 2366	0.38	0.39	0.	1707	
Mesh Node 2367	0.38	-0.29	0.	9528	
Mesh Node 2368	0.38	0.38	0.	1703	
Mesh Node 2369	0.38	-0.11	0.	2858	
Mesh Node 2370	0.38	-0.12	0.	2854	
Mesh Node 2371	0.38	0.13	0.	7895	
Mesh Node 2372	0.38	0.37	0.	1704	
Mesh Node 2373	0.38	-0.13	0.	2855	
Mesh Node 2374	0.38	0.12	0.	7896	
Mesh Node 2375	0.38	0.14	0.	7899	
Mesh Node 2376	0.38	-0.14	0.	2859	
Mesh Node 2377	0.38	0.11	0.	7900	
Mesh Node 2378	0.38	0.36	0.	1708	
Mesh Node 2379	0.38	-0.28	0.	9582	
Mesh Node 2380	0.38	-0.27	0.	9493	
Mesh Node 2381	0.38	-0.55	0.	10214	
Mesh Node 2382	0.38	-0.54	0.	10433	
Mesh Node 2383	0.38	-0.53	0.	10258	
Mesh Node 2384	0.38	-0.52	0.	10287	
Mesh Node 2385	0.38	-0.51	0.	10324	
Mesh Node 2386	0.38	-0.26	0.	9428	
Mesh Node 2387	0.38	0.15	0.	7909	
Mesh Node 2388	0.38	0.16	0.	7929	
Mesh Node 2389	0.38	0.17	0.	7952	
Mesh Node 2390	0.38	0.18	0.	7981	
Mesh Node 2391	0.38	0.19	0.	8017	
Mesh Node 2392	0.38	0.2	0.	8055	
Mesh Node 2393	0.38	0.21	0.	8100	
Mesh Node 2394	0.38	0.22	0.	8154	
Mesh Node 2395	0.38	0.23	0.	8206	
Mesh Node 2396	0.38	0.24	0.	8269	
Mesh Node 2397	0.38	-0.1	0.	2870	
Mesh Node 2398	0.38	-9.e-002	0.	2887	
Mesh Node 2399	0.38	-8.e-002	0.	2907	
Mesh Node 2400	0.38	-7.e-002	0.	2936	
Mesh Node 2401	0.38	-6.e-002	0.	2967	
Mesh Node 2402	0.38	-5.e-002	0.	3003	
Mesh Node 2403	0.38	-4.e-002	0.	3044	
Mesh Node 2404	0.38	-3.e-002	0.	3092	
Mesh Node 2405	0.38	-2.e-002	0.	3145	
Mesh Node 2406	0.38	-1.e-002	0.	3205	
Mesh Node 2407	0.38	0.4	0.	1717	
Mesh Node 2408	0.38	0.41	0.	1737	
Mesh Node 2409	0.38	0.42	0.	2149	
Mesh Node 2410	0.38	0.43	0.	1784	
Mesh Node 2411	0.38	0.44	0.	1812	
Mesh Node 2412	0.38	-0.62	0.	1089	
Mesh Node 2413	0.38	-0.5	0.	1113	
Mesh Node 2414	0.38	-0.25	0.	1161	
Mesh Node 2415	0.38	0.25	0.	1233	
Mesh Node 2416	0.38	6.4095e-033	0.	1257	
Mesh Node 2417	0.38	-0.61	0.	10354	
Mesh Node 2418	0.38	-0.6	0.	10301	
Mesh Node 2419	0.38	-0.59	0.	10271	
Mesh Node 2420	0.38	-0.58	0.	10432	
Mesh Node 2421	0.38	-0.57	0.	10220	
Mesh Node 2422	0.38	-0.56	0.	10201	
Mesh Node 2423	0.38	-0.49	0.	9472	
Mesh Node 2424	0.38	-0.48	0.	9597	
Mesh Node 2425	0.38	-0.47	0.	9327	
Mesh Node 2426	0.38	-0.46	0.	9275	
Mesh Node 2427	0.38	-0.43	0.	9154	
Mesh Node 2428	0.38	-0.42	0.	9121	
Mesh Node 2429	0.38	-0.41	0.	9092	
Mesh Node 2430	0.38	-0.4	0.	9070	
Mesh Node 2431	0.38	-0.24	0.	3250	
Mesh Node 2432	0.38	0.26	0.	2082	
Mesh Node 2433	0.38	1.e-002	0.	8314	
Mesh Node 2434	0.38	-0.23	0.	3170	
Mesh Node 2435	0.38	0.27	0.	2165	
Mesh Node 2436	0.38	-0.22	0.	3115	
Mesh Node 2437	0.38	-0.21	0.	3066	
Mesh Node 2438	0.38	-0.2	0.	3022	
Mesh Node 2439	0.38	-0.19	0.	3417	
Mesh Node 2440	0.38	-0.18	0.	3415	
Mesh Node 2441	0.38	-0.17	0.	2920	
Mesh Node 2442	0.38	-0.16	0.	2894	
Mesh Node 2443	0.38	-0.15	0.	3397	
Mesh Node 2444	0.38	2.e-002	0.	8374	
Mesh Node 2445	0.38	3.e-002	0.	8453	
Mesh Node 2446	0.38	4.e-002	0.	8124	
Mesh Node 2447	0.38	5.e-002	0.	8439	
Mesh Node 2448	0.38	6.e-002	0.	8376	
Mesh Node 2449	0.38	7.e-002	0.	7997	
Mesh Node 2450	0.38	8.e-002	0.	8394	
Mesh Node 2451	0.38	9.e-002	0.	7938	
Mesh Node 2452	0.38	0.1	0.	8403	
Mesh Node 2453	0.38	0.28	0.	2252	
Mesh Node 2454	0.38	0.29	0.	2208	
Mesh Node 2455	0.38	0.3	0.	2181	
Mesh Node 2456	0.38	0.31	0.	2263	
Mesh Node 2457	0.38	0.32	0.	2187	
Mesh Node 2458	0.38	0.33	0.	2238	
Mesh Node 2459	0.38	0.34	0.	2118	
Mesh Node 2460	0.38	0.35	0.	2150	
Mesh Node 2461	0.38001	-0.38	0.	9047	
Mesh Node 2462	0.38002	-0.39	0.	9051	
Mesh Node 2463	0.38011	-0.44	0.	9185	
Mesh Node 2464	0.38012	-0.45	0.	9228	
Mesh Node 2465	0.38983	-0.34999	0.	9061	
Mesh Node 2466	0.38985	-0.35999	0.	9052	
Mesh Node 2467	0.38986	-0.33999	0.	9087	
Mesh Node 2468	0.38987	-0.33	0.	9109	
Mesh Node 2469	0.39	-0.32	0.	9143	
Mesh Node 2470	0.39	0.41	0.	2235	
Mesh Node 2471	0.39	-0.31	0.	9174	
Mesh Node 2472	0.39	0.42	0.	2236	
Mesh Node 2473	0.39	0.4	0.	1719	
Mesh Node 2474	0.39	0.43	0.	2196	
Mesh Node 2475	0.39	-0.3	0.	9211	
Mesh Node 2476	0.39	0.39	0.	1714	
Mesh Node 2477	0.39	0.44	0.	1813	
Mesh Node 2478	0.39	-0.29	0.	9252	
Mesh Node 2479	0.39	-1.e-001	0.	2872	
Mesh Node 2480	0.39	-0.11	0.	2866	
Mesh Node 2481	0.39	0.13	0.	8433	
Mesh Node 2482	0.39	0.37	0.	2180	
Mesh Node 2483	0.39	0.38	0.	1709	
Mesh Node 2484	0.39	-0.38	0.	9550	
Mesh Node 2485	0.39	-0.37	0.	9592	
Mesh Node 2486	0.39	-0.13	0.	2861	
Mesh Node 2487	0.39	-0.12	0.	2860	
Mesh Node 2488	0.39	0.12	0.	7901	
Mesh Node 2489	0.39	0.14	0.	7906	
Mesh Node 2490	0.39	0.36	0.	1715	
Mesh Node 2491	0.39	-0.14	0.	2867	
Mesh Node 2492	0.39	0.11	0.	7907	
Mesh Node 2493	0.39	0.15	0.	7911	
Mesh Node 2494	0.39	-0.55	0.	10442	
Mesh Node 2495	0.39	-0.54	0.	10405	
Mesh Node 2496	0.39	-0.53	0.	10459	
Mesh Node 2497	0.39	-0.15	0.	2874	
Mesh Node 2498	0.39	-9.e-002	0.	3407	
Mesh Node 2499	0.39	-8.e-002	0.	2908	
Mesh Node 2500	0.39	-7.e-002	0.	3388	
Mesh Node 2501	0.39	-6.e-002	0.	2968	
Mesh Node 2502	0.39	-5.e-002	0.	3421	
Mesh Node 2503	0.39	0.16	0.	8427	
Mesh Node 2504	0.39	0.17	0.	8352	
Mesh Node 2505	0.39	0.18	0.	8448	
Mesh Node 2506	0.39	0.19	0.	8432	
Mesh Node 2507	0.39	0.2	0.	8385	
Mesh Node 2508	0.39	0.21	0.	8446	
Mesh Node 2509	0.39	-4.e-002	0.	3316	
Mesh Node 2510	0.39	0.22	0.	8359	
Mesh Node 2511	0.39	-0.52	0.	10391	
Mesh Node 2512	0.39	-3.e-002	0.	3344	
Mesh Node 2513	0.39	0.1	0.	7914	
Mesh Node 2514	0.39	0.23	0.	8207	
Mesh Node 2515	0.39	0.35	0.	1722	
Mesh Node 2516	0.39	-2.e-002	0.	3367	
Mesh Node 2517	0.39	-0.51	0.	10325	
Mesh Node 2518	0.39	-0.28	0.	9304	
Mesh Node 2519	0.39	-0.27	0.	9359	
Mesh Node 2520	0.39	-0.26	0.	9429	
Mesh Node 2521	0.39	0.24	0.	8270	
Mesh Node 2522	0.39	-1.e-002	0.	3206	
Mesh Node 2523	0.39	-0.62	0.	1088	
Mesh Node 2524	0.39	-0.5	0.	1112	
Mesh Node 2525	0.39	-0.25	0.	1160	
Mesh Node 2526	0.39	0.25	0.	1232	
Mesh Node 2527	0.39	6.9025e-033	0.	1256	
Mesh Node 2528	0.39	-0.61	0.	10353	
Mesh Node 2529	0.39	-0.49	0.	9471	
Mesh Node 2530	0.39	-0.24	0.	3249	
Mesh Node 2531	0.39	-0.23	0.	3169	
Mesh Node 2532	0.39	-0.22	0.	3114	
Mesh Node 2533	0.39	-0.21	0.	3065	
Mesh Node 2534	0.39	-0.2	0.	3021	
Mesh Node 2535	0.39	-0.19	0.	3410	
Mesh Node 2536	0.39	-0.18	0.	3351	
Mesh Node 2537	0.39	-0.17	0.	2919	
Mesh Node 2538	0.39	-0.16	0.	3322	
Mesh Node 2539	0.39	0.26	0.	2081	
Mesh Node 2540	0.39	0.27	0.	2006	
Mesh Node 2541	0.39	0.28	0.	1951	
Mesh Node 2542	0.39	0.29	0.	1904	
Mesh Node 2543	0.39	0.3	0.	1865	
Mesh Node 2544	0.39	0.31	0.	2217	
Mesh Node 2545	0.39	0.32	0.	1796	
Mesh Node 2546	0.39	0.33	0.	1766	
Mesh Node 2547	0.39	0.34	0.	1742	
Mesh Node 2548	0.39	-0.6	0.	10450	
Mesh Node 2549	0.39	1.e-002	0.	8313	
Mesh Node 2550	0.39	2.e-002	0.	8232	
Mesh Node 2551	0.39	3.e-002	0.	8176	
Mesh Node 2552	0.39	4.e-002	0.	8123	
Mesh Node 2553	0.39	5.e-002	0.	8075	
Mesh Node 2554	0.39	6.e-002	0.	8033	
Mesh Node 2555	0.39	7.e-002	0.	7996	
Mesh Node 2556	0.39	8.e-002	0.	7962	
Mesh Node 2557	0.39	9.e-002	0.	7937	
Mesh Node 2558	0.39	-0.59	0.	10458	
Mesh Node 2559	0.39	-0.58	0.	10406	
Mesh Node 2560	0.39	-0.57	0.	10219	
Mesh Node 2561	0.39	-0.56	0.	10395	
Mesh Node 2562	0.39	-0.4	0.	9069	
Mesh Node 2563	0.39005	-0.39	0.	9058	
Mesh Node 2564	0.39007	-0.47998	0.	9536	
Mesh Node 2565	0.39013	-0.42001	0.	9120	
Mesh Node 2566	0.39013	-0.46997	0.	9533	
Mesh Node 2567	0.39016	-0.41001	0.	9091	
Mesh Node 2568	0.3902	-0.43001	0.	9153	
Mesh Node 2569	0.39022	-0.45998	0.	9504	
Mesh Node 2570	0.39023	-0.43999	0.	9184	
Mesh Node 2571	0.39026	-0.45001	0.	9610	
Mesh Node 2572	0.3998	-0.34999	0.	9074	
Mesh Node 2573	0.39984	-0.34001	0.	9088	
Mesh Node 2574	0.39985	-0.33001	0.	9111	
Mesh Node 2575	0.39986	-0.31	0.	9506	
Mesh Node 2576	0.39986	-0.32002	0.	9515	
Mesh Node 2577	0.39988	-0.36	0.	9062	
Mesh Node 2578	0.39995	-0.29999	0.	9553	
Mesh Node 2579	0.4	0.41	0.	1738	
Mesh Node 2580	0.4	0.42	0.	1756	
Mesh Node 2581	0.4	0.43	0.	1785	
Mesh Node 2582	0.4	0.4	0.	1730	
Mesh Node 2583	0.4	0.44	0.	1814	
Mesh Node 2584	0.4	-0.29	0.	9253	
Mesh Node 2585	0.4	-1.e-001	0.	2881	
Mesh Node 2586	0.4	0.13	0.	7913	
Mesh Node 2587	0.4	0.14	0.	7912	
Mesh Node 2588	0.4	0.36	0.	1723	
Mesh Node 2589	0.4	0.37	0.	2135	
Mesh Node 2590	0.4	0.38	0.	1721	
Mesh Node 2591	0.4	0.39	0.	1720	
Mesh Node 2592	0.4	-0.38	0.	9067	
Mesh Node 2593	0.4	-0.37	0.	9066	
Mesh Node 2594	0.4	-0.14	0.	2875	
Mesh Node 2595	0.4	-0.13	0.	3321	
Mesh Node 2596	0.4	-0.12	0.	2873	
Mesh Node 2597	0.4	-0.11	0.	3290	
Mesh Node 2598	0.4	0.11	0.	7915	
Mesh Node 2599	0.4	0.12	0.	8366	
Mesh Node 2600	0.4	0.15	0.	7923	
Mesh Node 2601	0.4	-0.15	0.	2882	
Mesh Node 2602	0.4	0.35	0.	1731	
Mesh Node 2603	0.4	0.1	0.	7924	
Mesh Node 2604	0.4	-0.28	0.	9305	
Mesh Node 2605	0.4	-0.27	0.	9360	
