Node Number	Directional Deformation (m)
14987	-2.8216e-006
14991	-2.9241e-006
15227	-2.9313e-006
15045	-2.9384e-006
15083	-2.9452e-006
15126	-2.9517e-006
129	-2.8685e-006
166	-2.9581e-006
15170	-2.877e-006
15106	-2.8853e-006
15070	-2.8934e-006
15226	-2.9014e-006
15005	-2.9091e-006
14986	-2.9167e-006
15204	-3.0119e-006
15223	-3.019e-006
15192	-3.0259e-006
15218	-3.0326e-006
15127	-3.039e-006
128	-2.9574e-006
165	-3.0453e-006
15169	-2.9657e-006
15183	-2.9738e-006
15069	-2.9818e-006
15205	-2.9896e-006
15212	-2.9972e-006
15177	-3.0047e-006
14992	-3.1003e-006
15013	-3.1072e-006
15046	-3.114e-006
15084	-3.1205e-006
15128	-3.1269e-006
127	-3.0469e-006
164	-3.133e-006
15168	-3.055e-006
15105	-3.0629e-006
15068	-3.0707e-006
15032	-3.0784e-006
15004	-3.0859e-006
14985	-3.0932e-006
15197	-3.1891e-006
15014	-3.1959e-006
15047	-3.2026e-006
15210	-3.209e-006
15129	-3.2152e-006
126	-3.1368e-006
163	-3.2213e-006
15167	-3.1448e-006
15229	-3.1526e-006
15201	-3.1602e-006
15231	-3.1677e-006
15209	-3.175e-006
15216	-3.1821e-006
14993	-3.2785e-006
15015	-3.2851e-006
15048	-3.2916e-006
15085	-3.298e-006
15130	-3.3041e-006
125	-3.2273e-006
162	-3.31e-006
15166	-3.235e-006
15104	-3.2426e-006
15067	-3.2501e-006
15031	-3.2574e-006
15003	-3.2646e-006
14984	-3.2716e-006
15181	-3.3683e-006
15202	-3.3748e-006
15224	-3.3812e-006
15187	-3.3874e-006
15131	-3.3934e-006
124	-3.3182e-006
161	-3.3992e-006
15165	-3.3257e-006
15222	-3.3332e-006
15185	-3.3405e-006
15193	-3.3477e-006
15233	-3.3547e-006
15184	-3.3616e-006
14994	-3.4585e-006
15016	-3.4649e-006
15049	-3.4712e-006
15086	-3.4773e-006
15132	-3.4832e-006
123	-3.4095e-006
160	-3.4889e-006
15164	-3.4169e-006
15103	-3.4241e-006
15066	-3.4313e-006
15030	-3.4383e-006
15002	-3.4452e-006
14983	-3.4519e-006
15182	-3.5491e-006
15017	-3.5554e-006
15236	-3.5616e-006
15217	-3.5675e-006
15133	-3.5733e-006
122	-3.5012e-006
159	-3.5789e-006
15163	-3.5084e-006
15230	-3.5155e-006
15237	-3.5225e-006
15221	-3.5294e-006
15203	-3.5361e-006
14982	-3.5427e-006
14995	-3.6402e-006
15018	-3.6463e-006
15050	-3.6524e-006
15087	-3.6582e-006
15134	-3.6639e-006
121	-3.5932e-006
158	-3.6694e-006
15162	-3.6003e-006
15102	-3.6072e-006
15065	-3.6141e-006
15029	-3.6208e-006
15001	-3.6274e-006
14981	-3.6339e-006
15234	-3.7316e-006
15188	-3.7376e-006
15232	-3.7435e-006
15225	-3.7492e-006
15135	-3.7548e-006
120	-3.6857e-006
157	-3.7602e-006
15161	-3.6925e-006
15101	-3.6993e-006
15064	-3.706e-006
15028	-3.7126e-006
15000	-3.719e-006
14980	-3.7254e-006
14996	-3.8233e-006
15019	-3.8292e-006
15051	-3.835e-006
15088	-3.8406e-006
15136	-3.8461e-006
119	-3.7784e-006
156	-3.8514e-006
15160	-3.7851e-006
15100	-3.7918e-006
15063	-3.7983e-006
15027	-3.8047e-006
14999	-3.811e-006
14979	-3.8172e-006
15198	-3.9153e-006
15220	-3.9212e-006
15052	-3.9268e-006
15089	-3.9323e-006
15137	-3.9377e-006
118	-3.8714e-006
155	-3.9429e-006
15159	-3.878e-006
15099	-3.8845e-006
15062	-3.8909e-006
15026	-3.8972e-006
14998	-3.9033e-006
15240	-3.9094e-006
14978	-4.0019e-006
14997	-4.0077e-006
15020	-4.0134e-006
15053	-4.0189e-006
15090	-4.0243e-006
15138	-4.0296e-006
14990	-3.9959e-006
117	-3.9647e-006
154	-4.0347e-006
15158	-3.9712e-006
15098	-3.9775e-006
15061	-3.9837e-006
15025	-3.9899e-006
15008	-4.1003e-006
14989	-4.0946e-006
15021	-4.1059e-006
15189	-4.1113e-006
15190	-4.1166e-006
15009	-4.0888e-006
15139	-4.1218e-006
116	-4.0583e-006
153	-4.1268e-006
15157	-4.0646e-006
15213	-4.0708e-006
15060	-4.0769e-006
15024	-4.0829e-006
15022	-4.1876e-006
15196	-4.1932e-006
15023	-4.1819e-006
15036	-4.1987e-006
15037	-4.1761e-006
15055	-4.204e-006
15091	-4.2092e-006
15140	-4.2142e-006
15057	-4.1702e-006
115	-4.1521e-006
152	-4.2191e-006
15156	-4.1582e-006
15097	-4.1643e-006
15058	-4.2753e-006
15056	-4.2808e-006
15239	-4.2863e-006
15059	-4.2696e-006
15054	-4.2917e-006
15074	-4.2969e-006
15191	-4.302e-006
15141	-4.3069e-006
15075	-4.2638e-006
114	-4.2461e-006
151	-4.3118e-006
15155	-4.2521e-006
15206	-4.258e-006
15094	-4.3688e-006
15093	-4.3743e-006
15179	-4.3796e-006
15092	-4.3849e-006
15219	-4.39e-006
15095	-4.3633e-006
15235	-4.395e-006
15142	-4.3999e-006
15096	-4.3577e-006
113	-4.3404e-006
15110	-4.3519e-006
150	-4.4046e-006
15154	-4.3462e-006
15149	-4.4626e-006
15148	-4.4679e-006
15147	-4.4732e-006
15146	-4.4783e-006
15145	-4.4834e-006
15144	-4.4883e-006
15143	-4.493e-006
15150	-4.4572e-006
15151	-4.4516e-006
112	-4.4347e-006
15152	-4.4461e-006
149	-4.4976e-006
15153	-4.4404e-006
110	-4.5293e-006
137	-4.5348e-006
138	-4.5404e-006
139	-4.5458e-006
140	-4.5512e-006
141	-4.5565e-006
142	-4.5618e-006
143	-4.5669e-006
144	-4.5719e-006
145	-4.5769e-006
146	-4.5817e-006
147	-4.5864e-006
136	-4.5909e-006
210	-6.9114e-006
211	-6.915e-006
212	-6.9187e-006
213	-6.9223e-006
214	-6.9259e-006
215	-6.9295e-006
216	-6.933e-006
217	-6.9366e-006
218	-6.9401e-006
209	-6.9078e-006
219	-6.9435e-006
220	-6.9469e-006
197	-6.9503e-006
14924	-7.0064e-006
14925	-7.01e-006
14926	-7.0135e-006
14927	-7.0171e-006
14928	-7.0207e-006
14929	-7.0243e-006
14930	-7.0278e-006
14931	-7.0313e-006
14932	-7.0348e-006
14962	-7.0382e-006
14933	-7.0416e-006
208	-7.045e-006
231	-7.0028e-006
14895	-7.1084e-006
14898	-7.112e-006
14899	-7.1155e-006
14967	-7.1191e-006
14900	-7.1226e-006
14954	-7.126e-006
14902	-7.1295e-006
14912	-7.1048e-006
14913	-7.1329e-006
14934	-7.1363e-006
14923	-7.1013e-006
207	-7.1396e-006
230	-7.0977e-006
14877	-7.2068e-006
14878	-7.2103e-006
14956	-7.2138e-006
14879	-7.2173e-006
14880	-7.2208e-006
14890	-7.2242e-006
14889	-7.2033e-006
14901	-7.2276e-006
14935	-7.231e-006
14922	-7.1962e-006
14897	-7.1997e-006
229	-7.1926e-006
206	-7.2343e-006
14955	-7.3016e-006
14964	-7.3051e-006
14968	-7.3086e-006
14867	-7.3121e-006
14872	-7.3155e-006
14876	-7.2981e-006
14881	-7.319e-006
14903	-7.3224e-006
14936	-7.3257e-006
228	-7.2875e-006
14921	-7.2911e-006
14896	-7.2946e-006
205	-7.3291e-006
14857	-7.4034e-006
14862	-7.4069e-006
14866	-7.4103e-006
227	-7.3824e-006
14861	-7.3999e-006
14882	-7.4137e-006
14904	-7.4171e-006
14937	-7.4205e-006
14920	-7.3859e-006
14893	-7.3895e-006
14875	-7.393e-006
14865	-7.3965e-006
204	-7.4238e-006
14976	-7.4982e-006
14858	-7.5016e-006
226	-7.4773e-006
14919	-7.4808e-006
14963	-7.4843e-006
14972	-7.4878e-006
14965	-7.4913e-006
14856	-7.4947e-006
14869	-7.5051e-006
14883	-7.5085e-006
14961	-7.5118e-006
14938	-7.5152e-006
203	-7.5185e-006
14860	-7.5896e-006
14859	-7.593e-006
14864	-7.5861e-006
14863	-7.5964e-006
225	-7.5722e-006
14918	-7.5757e-006
14892	-7.5791e-006
14874	-7.5826e-006
14970	-7.5998e-006
14884	-7.6032e-006
14966	-7.6066e-006
14939	-7.61e-006
202	-7.6133e-006
14871	-7.6809e-006
14870	-7.6844e-006
14959	-7.6878e-006
14868	-7.6912e-006
224	-7.667e-006
14917	-7.6705e-006
14960	-7.674e-006
14975	-7.6775e-006
14971	-7.6946e-006
14885	-7.698e-006
14957	-7.7014e-006
14940	-7.7047e-006
201	-7.708e-006
14888	-7.7723e-006
14873	-7.7757e-006
14887	-7.7792e-006
14974	-7.7826e-006
14886	-7.786e-006
14973	-7.7894e-006
223	-7.7619e-006
14894	-7.7688e-006
14916	-7.7654e-006
14891	-7.7928e-006
14906	-7.7961e-006
14941	-7.7995e-006
200	-7.8028e-006
222	-7.8567e-006
14915	-7.8602e-006
14911	-7.8637e-006
14910	-7.8671e-006
14969	-7.8706e-006
14909	-7.874e-006
14908	-7.8774e-006
14907	-7.8808e-006
14958	-7.8842e-006
14905	-7.8876e-006
14914	-7.8909e-006
14942	-7.8943e-006
199	-7.8976e-006
221	-7.9516e-006
14953	-7.955e-006
14952	-7.9585e-006
14951	-7.9619e-006
14950	-7.9654e-006
14949	-7.9688e-006
14948	-7.9722e-006
14947	-7.9756e-006
14946	-7.979e-006
14945	-7.9824e-006
14944	-7.9857e-006
14943	-7.989e-006
198	-7.9923e-006
185	-8.0464e-006
196	-8.0499e-006
195	-8.0533e-006
194	-8.0568e-006
193	-8.0602e-006
192	-8.0636e-006
191	-8.067e-006
190	-8.0704e-006
189	-8.0738e-006
188	-8.0772e-006
187	-8.0805e-006
186	-8.0838e-006
184	-8.0871e-006
269	0.
270	0.
271	0.
272	0.
273	0.
274	0.
275	0.
14	0.
25	0.
14784	0.
14720	0.
14721	0.
14722	0.
14723	0.
14724	0.
14725	0.
24	0.
14783	0.
14716	0.
14695	0.
14787	0.
14840	0.
14829	0.
14688	0.
23	0.
14782	0.
14715	0.
14684	0.
14655	0.
14656	0.
14804	0.
14657	0.
22	0.
14781	0.
14802	0.
14654	0.
14650	0.
14634	0.
14799	0.
14628	0.
21	0.
14780	0.
14714	0.
14683	0.
14649	0.
14624	0.
14606	0.
14607	0.
14600	0.
14605	0.
20	0.
14779	0.
14825	0.
14848	0.
14816	0.
14601	0.
14623	0.
14604	0.
14627	0.
14647	0.
19	0.
14778	0.
14713	0.
14682	0.
14648	0.
14817	0.
14646	0.
14653	0.
18	0.
14777	0.
14712	0.
14844	0.
14680	0.
14803	0.
14679	0.
14681	0.
14687	0.
17	0.
14710	0.
14776	0.
14841	0.
14828	0.
14795	0.
14711	0.
14786	0.
16	0.
14719	0.
14775	0.
14771	0.
14770	0.
14769	0.
14768	0.
14772	0.
15	0.
14773	0.
14774	0.
2	0.
233	0.
234	0.
235	0.
236	0.
237	0.
238	0.
239	0.
276	0.
277	0.
278	0.
279	0.
280	0.
281	0.
282	0.
283	0.
284	0.
285	0.
286	0.
287	0.
288	0.
289	0.
290	0.
291	0.
292	0.
257	0.
14742	0.
14741	0.
14726	0.
14727	0.
14728	0.
14729	0.
14730	0.
14731	0.
14732	0.
14733	0.
14734	0.
14735	0.
14736	0.
14737	0.
14738	0.
14739	0.
14740	0.
268	0.
14743	0.
14717	0.
267	0.
14696	0.
14788	0.
14819	0.
14820	0.
14689	0.
14812	0.
14690	0.
14845	0.
14691	0.
14838	0.
14814	0.
14836	0.
14692	0.
14693	0.
14694	0.
14800	0.
14744	0.
14685	0.
266	0.
14839	0.
14658	0.
14793	0.
14659	0.
14818	0.
14660	0.
14851	0.
14661	0.
14662	0.
14663	0.
14849	0.
14664	0.
14666	0.
14667	0.
14697	0.
14745	0.
265	0.
14665	0.
14651	0.
14635	0.
14808	0.
14813	0.
14824	0.
14790	0.
14827	0.
14629	0.
14801	0.
14630	0.
14631	0.
14632	0.
14835	0.
14633	0.
14636	0.
14668	0.
14698	0.
14746	0.
264	0.
14625	0.
14834	0.
14608	0.
14609	0.
14610	0.
14846	0.
14611	0.
14792	0.
14612	0.
14613	0.
14614	0.
14807	0.
14615	0.
14599	0.
14598	0.
14811	0.
14597	0.
14791	0.
14596	0.
14595	0.
14594	0.
14842	0.
14593	0.
14855	0.
14592	0.
14602	0.
14637	0.
14843	0.
14699	0.
14747	0.
263	0.
14837	0.
14622	0.
14830	0.
14621	0.
14620	0.
14619	0.
14618	0.
14833	0.
14617	0.
14616	0.
14832	0.
14603	0.
14626	0.
14638	0.
14853	0.
14785	0.
14748	0.
262	0.
14815	0.
14645	0.
14806	0.
14644	0.
14643	0.
14642	0.
14794	0.
14641	0.
14640	0.
14639	0.
14821	0.
14798	0.
14822	0.
14652	0.
14670	0.
14700	0.
14749	0.
261	0.
14854	0.
14678	0.
14847	0.
14677	0.
14850	0.
14676	0.
14826	0.
14675	0.
14852	0.
14674	0.
14673	0.
14672	0.
14671	0.
14669	0.
14686	0.
14701	0.
14750	0.
260	0.
14810	0.
14709	0.
14831	0.
14708	0.
14789	0.
14707	0.
14823	0.
14706	0.
14809	0.
14705	0.
14796	0.
14704	0.
14797	0.
14703	0.
14702	0.
14718	0.
14751	0.
259	0.
14767	0.
14766	0.
14805	0.
14765	0.
14764	0.
14763	0.
14762	0.
14761	0.
14760	0.
14759	0.
14758	0.
14757	0.
14756	0.
14755	0.
14754	0.
14753	0.
14752	0.
258	0.
240	0.
241	0.
242	0.
243	0.
244	0.
245	0.
246	0.
247	0.
248	0.
249	0.
250	0.
251	0.
252	0.
253	0.
254	0.
255	0.
256	0.
232	0.
515	0.
516	0.
517	0.
518	0.
519	0.
520	0.
521	0.
522	0.
523	0.
524	0.
525	0.
526	0.
527	0.
528	0.
529	0.
530	0.
531	0.
532	0.
533	0.
534	0.
535	0.
536	0.
537	0.
538	0.
539	0.
503	0.
550	0.
13106	0.
13064	0.
13042	0.
13043	0.
13044	0.
13045	0.
13063	0.
13046	0.
13047	0.
13048	0.
13049	0.
13050	0.
13051	0.
13052	0.
13053	0.
13054	0.
13055	0.
13056	0.
13057	0.
13058	0.
13059	0.
13060	0.
13061	0.
13062	0.
514	0.
549	0.
13065	0.
13105	0.
13039	0.
513	0.
13038	0.
13013	0.
13012	0.
13146	0.
13164	0.
13155	0.
13123	0.
13163	0.
13130	0.
13120	0.
13006	0.
13007	0.
13008	0.
13121	0.
13009	0.
13154	0.
13131	0.
13145	0.
13010	0.
13151	0.
13011	0.
13014	0.
548	0.
13066	0.
13104	0.
13037	0.
13003	0.
512	0.
13118	0.
13172	0.
12972	0.
13135	0.
12973	0.
12974	0.
12975	0.
13169	0.
13144	0.
12976	0.
12977	0.
12978	0.
12979	0.
12980	0.
12981	0.
13149	0.
12982	0.
13150	0.
12984	0.
547	0.
13015	0.
13067	0.
13103	0.
511	0.
12983	0.
13114	0.
12971	0.
12968	0.
12967	0.
12953	0.
12954	0.
13111	0.
12945	0.
13161	0.
12946	0.
13141	0.
12947	0.
13133	0.
12948	0.
13115	0.
12949	0.
12950	0.
12951	0.
13124	0.
12952	0.
13142	0.
12985	0.
13016	0.
546	0.
13068	0.
13102	0.
13036	0.
13002	0.
12966	0.
510	0.
12942	0.
12941	0.
13138	0.
12925	0.
13117	0.
13158	0.
13122	0.
12926	0.
12927	0.
12928	0.
12929	0.
12930	0.
12931	0.
12932	0.
13167	0.
12933	0.
12921	0.
13108	0.
13175	0.
12920	0.
13153	0.
12919	0.
12918	0.
12917	0.
13152	0.
12916	0.
12915	0.
12914	0.
12913	0.
12912	0.
12922	0.
13110	0.
12955	0.
12986	0.
13017	0.
13069	0.
545	0.
509	0.
13101	0.
13107	0.
13170	0.
13109	0.
12940	0.
13148	0.
12939	0.
13140	0.
12938	0.
13166	0.
12937	0.
12936	0.
12935	0.
13168	0.
12934	0.
13157	0.
12923	0.
12924	0.
12943	0.
12944	0.
12956	0.
13173	0.
13136	0.
13070	0.
12964	0.
544	0.
508	0.
13100	0.
13035	0.
13001	0.
12965	0.
13139	0.
12963	0.
13132	0.
12962	0.
13165	0.
12961	0.
13126	0.
13147	0.
13125	0.
12960	0.
13113	0.
12959	0.
13127	0.
12958	0.
12957	0.
12969	0.
12970	0.
12988	0.
13018	0.
13071	0.
543	0.
507	0.
13099	0.
13034	0.
13000	0.
12998	0.
12997	0.
12996	0.
13174	0.
12995	0.
13129	0.
12994	0.
13159	0.
12993	0.
12992	0.
12991	0.
13116	0.
12990	0.
13171	0.
13119	0.
12989	0.
12987	0.
13004	0.
12999	0.
13019	0.
13005	0.
13072	0.
542	0.
13032	0.
506	0.
13098	0.
13137	0.
13031	0.
13030	0.
13156	0.
13029	0.
13112	0.
13028	0.
13134	0.
13027	0.
13026	0.
13025	0.
13162	0.
13024	0.
13160	0.
13023	0.
13022	0.
13021	0.
13020	0.
13033	0.
13143	0.
13040	0.
13128	0.
541	0.
13041	0.
505	0.
13097	0.
13093	0.
13092	0.
13091	0.
13090	0.
13089	0.
13088	0.
13087	0.
13086	0.
13085	0.
13084	0.
13083	0.
13082	0.
13081	0.
13080	0.
13079	0.
13078	0.
13077	0.
13076	0.
13075	0.
13074	0.
13073	0.
13094	0.
540	0.
13095	0.
504	0.
13096	0.
477	0.
479	0.
480	0.
481	0.
482	0.
483	0.
484	0.
485	0.
486	0.
487	0.
488	0.
489	0.
490	0.
491	0.
492	0.
493	0.
494	0.
495	0.
496	0.
497	0.
498	0.
499	0.
500	0.
501	0.
502	0.
478	0.
836	0.
837	0.
838	0.
839	0.
840	0.
841	0.
842	0.
843	0.
844	0.
845	0.
846	0.
800	0.
824	0.
825	0.
11472	0.
811	0.
11462	0.
11463	0.
11464	0.
11465	0.
11466	0.
11467	0.
11468	0.
11469	0.
11470	0.
11471	0.
11434	0.
826	0.
810	0.
11430	0.
11461	0.
11433	0.
11423	0.
11426	0.
11427	0.
11485	0.
11428	0.
11484	0.
11429	0.
11435	0.
827	0.
809	0.
11414	0.
11460	0.
11425	0.
11407	0.
11410	0.
