Node Number	Normal Stress (Pa)
6165	0.28963
6166	2.6535e-003
6167	-0.26361
6168	-0.22809
6169	-0.27128
6170	-0.32819
6171	-0.30786
6172	-0.29776
6173	-0.20925
6174	-0.27867
6175	-0.22651
6176	2.2888e-002
6177	-0.30905
6178	-0.2881
6179	0.28042
6180	0.2595
6181	0.23609
6182	0.19839
6183	0.21115
6184	0.18563
6185	0.16037
6186	0.12448
6187	0.13608
6188	0.11336
6189	9.2627e-002
6190	7.4171e-002
6191	5.1042e-002
6192	5.8139e-002
6193	4.4556e-002
6194	2.8574e-002
6195	3.3342e-002
6196	2.0583e-002
6197	2.4332e-002
6198	1.7295e-002
6199	9.8243e-003
6200	1.1954e-002
6201	6.4522e-003
6202	8.0036e-003
6203	5.1328e-003
6204	-0.23728
6205	-0.27977
6206	1.1721e-003
6207	2.0139e-003
6208	-9.7602e-004
6209	1.6437e-004
6210	-2.2183e-003
6211	-4.8983e-003
6212	-9.0334e-003
6213	-7.6712e-003
6214	-1.035e-002
6215	-1.2753e-002
6216	-1.5445e-002
6217	-1.4701e-002
6218	-1.601e-002
6219	-1.5345e-002
6220	-1.6009e-002
6221	-1.3128e-002
6222	-1.4392e-002
6223	-1.1563e-002
6224	-5.0585e-003
6225	-7.5148e-003
6226	-2.3479e-003
6227	6.9557e-003
6228	3.707e-003
6229	1.0278e-002
6230	1.6866e-002
6231	3.0048e-002
6232	7.5228e-002
6233	6.5094e-002
6234	9.6867e-002
6235	0.12005
6236	0.10827
6237	0.14423
6238	0.13201
6239	0.1563
6240	0.17967
6241	0.19929
6242	0.20886
6243	0.20967
6244	0.20104
6245	-5.5451e-002
6246	3.3164e-002
6247	-0.10078
6248	-8.8552e-002
6249	-0.10555
6250	-0.13819
6251	-0.12277
6252	-0.18392
6253	-0.15812
6254	-0.21415
6255	-0.34227
6256	-0.30177
6257	-0.3791
6258	-0.33769
6259	-0.32966
6260	-0.2891
6261	-0.20262
6262	-0.20793
6263	0.24477
6264	0.1974
6265	0.15426
6266	0.11399
6267	7.5254e-002
6268	5.5942e-002
6269	3.6624e-002
6270	-3.6002e-003
6271	-4.7579e-002
6272	-9.8304e-002
6273	-0.12713
6274	-0.15928
6275	-0.23517
6276	-0.32812
6277	-0.41072
6278	-0.21918
6279	-0.17155
6280	-0.21873
6281	0.29788
6282	3.0491e-003
6283	-0.26383
6284	-0.2431
6285	-0.2806
6286	-0.33185
6287	-0.31929
6288	-0.30041
6289	-0.22893
6290	-0.19703
6291	-0.2626
6292	-0.27547
6293	-0.24515
6294	2.5495e-002
6295	1.6496e-002
6296	0.17032
6297	-0.29609
6298	-0.24203
6299	-0.31028
6300	-0.31866
6301	-0.18506
6302	-0.20049
6303	0.29757
6304	0.3084
6305	0.28592
6306	0.24731
6307	0.26067
6308	0.21982
6309	0.23367
6310	0.20592
6311	0.13894
6312	0.12667
6313	0.10374
6314	7.3954e-002
6315	8.3234e-002
6316	5.7399e-002
6317	6.5345e-002
6318	5.0119e-002
6319	3.749e-002
6320	2.3038e-002
6321	2.7295e-002
6322	1.6033e-002
6323	1.9297e-002
6324	1.3208e-002
6325	6.9459e-003
6326	8.7055e-003
6327	5.4597e-003
6328	2.2731e-003
6329	3.1563e-003
6330	-0.28831
6331	1.9615e-003
6332	2.227e-003
6333	9.0761e-004
6334	1.5108e-003
6335	-6.4416e-004
6336	1.8073e-004
6337	-1.5439e-003
6338	-3.4858e-003
6339	-6.4809e-003
6340	-5.4945e-003
6341	-7.4336e-003
6342	-9.1725e-003
6343	-1.1119e-002
6344	-1.0581e-002
6345	-1.1527e-002
6346	-1.1881e-002
6347	-1.1042e-002
6348	-1.1523e-002
6349	-9.4395e-003
6350	-1.0352e-002
6351	-6.9518e-003
6352	-8.3076e-003
6353	-3.6121e-003
6354	-5.3844e-003
6355	-1.6568e-003
6356	5.0458e-003
6357	2.7066e-003
6358	9.828e-003
6359	7.4365e-003
6360	1.2173e-002
6361	3.3498e-002
6362	6.2148e-002
6363	5.1869e-002
6364	8.4752e-002
6365	7.3112e-002
6366	0.11
6367	9.7046e-002
6368	0.13783
6369	0.12359
6370	0.1681
6371	0.15265
6372	0.20039
6373	0.18398
6374	0.23351
6375	0.21685
6376	0.24936
6377	0.28662
6378	0.27716
6379	0.28481
6380	0.29018
6381	0.26515
6382	2.9013e-002
6383	-4.2322e-002
6384	-4.1821e-002
6385	-4.3109e-002
6386	-6.2616e-002
6387	-0.10754
6388	-0.22416
6389	-0.18045
6390	-0.32016
6391	-0.26919
6392	-0.37115
6393	-0.33146
6394	-0.32734
6395	-0.29854
6396	-0.30083
6397	-0.2316
6398	-0.2353
6399	0.33476
6400	0.30505
6401	0.27732
6402	0.25137
6403	0.20387
6404	0.12133
6405	8.3548e-002
6406	6.4889e-002
6407	4.623e-002
6408	2.7166e-002
6409	7.6709e-003
6410	-3.435e-002
6411	-8.2912e-002
6412	-0.11103
6413	-0.14226
6414	-0.22009
6415	-0.32148
6416	-0.2096
6417	-0.24834
6418	-0.27674
6419	-0.25914
6420	-0.28581
6421	1.8367e-002
6422	0.13047
6423	-0.31137
6424	-0.22429
6425	-0.2843
6426	-0.25959
6427	1.5337e-003
6428	-0.32378
6429	-0.30847
6430	0.36677
6431	-0.31935
6432	-0.30631
6433	-0.2219
6434	-0.23503
6435	0.34888
6436	0.35847
6437	0.32637
6438	0.33814
6439	0.31369
6440	0.28616
6441	0.2415
6442	0.25665
6443	0.21104
6444	0.22626
6445	0.19598
6446	0.15264
6447	0.16669
6448	0.13911
6449	0.1138
6450	8.0876e-002
6451	9.114e-002
6452	6.2549e-002
6453	7.1346e-002
6454	5.4485e-002
6455	3.4527e-002
6456	4.0495e-002
6457	2.4498e-002
6458	2.9206e-002
6459	2.0366e-002
6460	1.3665e-002
6461	6.8692e-003
6462	8.76e-003
6463	3.9925e-003
6464	5.2942e-003
6465	2.0545e-003
6466	2.9245e-003
6467	-0.27451
6468	-0.26884
6469	-0.30125
6470	-0.29439
6471	1.5248e-003
6472	6.6199e-004
6473	1.0631e-003
6474	1.7641e-004
