Node Number	Normal Stress (Pa)
23793	-0.2076
23794	-0.17475
23795	-0.26164
23796	-0.22223
23797	-0.32886
23798	-0.28102
23799	-0.4134
23800	-0.35549
23801	-0.50516
23802	-0.45403
23803	-0.28593
23804	-0.2756
23805	-0.58222
23806	-0.66301
23807	-0.58428
23808	-0.32161
23809	-0.32037
23810	-0.66508
23811	-0.74883
23812	-0.53315
23813	-0.57788
23814	-0.668
23815	-0.7861
23816	-0.56932
23817	-0.6344
23818	-0.46015
23819	-0.49722
23820	-0.36012
23821	-0.3762
23822	-0.41739
23823	-0.27534
23824	-0.28124
23825	-0.20435
23826	-0.20333
23827	-0.14392
23828	-0.13871
23829	-9.0889e-002
23830	-8.2471e-002
23831	-4.3012e-002
23832	-3.2037e-002
23833	-9.7096e-002
23834	7.2248e-004
23835	1.4463e-002
23836	4.0335e-002
23837	5.8229e-002
23838	7.5691e-002
23839	9.9157e-002
23840	2.1079e-002
23841	0.10627
23842	0.13672
23843	0.13066
23844	0.17114
23845	0.14586
23846	0.20059
23847	0.1491
23848	0.22134
23849	9.4673e-002
23850	0.13686
23851	0.2281
23852	0.12721
23853	0.21835
23854	0.19589
23855	0.21497
23856	0.30953
23857	0.36216
23858	0.4205
23859	0.53171
23860	0.51422
23861	0.64163
23862	0.38215
23863	0.54712
23864	0.66156
23865	0.54335
23866	0.64031
23867	0.46324
23868	0.52148
23869	0.60178
23870	0.49066
23871	0.5574
23872	0.45142
23873	0.45604
23874	0.51226
23875	0.42069
23876	0.46841
23877	0.3862
23878	0.42721
23879	0.35338
23880	0.38885
23881	0.32253
23882	0.3535
23883	0.29367
23884	0.32087
23885	0.26676
23886	0.29083
23887	0.26528
23888	0.24169
23889	0.26309
23890	0.24155
23891	0.21833
23892	0.23746
23893	0.19654
23894	0.21372
23895	0.1982
23896	0.17621
23897	0.1917
23898	0.15721
23899	0.17122
23900	0.13945
23901	0.15215
23902	0.12283
23903	0.13436
23904	0.10728
23905	0.11776
23906	9.2735e-002
23907	0.10226
23908	7.9158e-002
23909	8.7801e-002
23910	6.6519e-002
23911	7.434e-002
23912	5.4807e-002
23913	6.1848e-002
23914	5.8513e-002
23915	4.4031e-002
23916	4.7643e-002
23917	5.0319e-002
23918	3.4218e-002
23919	3.9767e-002
23920	2.5418e-002
23921	3.0227e-002
23922	2.8648e-002
23923	2.176e-002
23924	1.7707e-002
23925	7.4248e-003
23926	6.7503e-003
23927	5.1752e-003
23928	5.1457e-003
23929	4.0583e-003
23930	5.984e-003
23931	7.5789e-003
23932	4.2564e-003
23933	3.425e-003
23934	3.3374e-003
23935	2.7624e-003
23936	5.1674e-003
23937	2.4094e-003
23938	2.086e-003
23939	1.4916e-003
23940	1.4104e-003
23941	2.6504e-003
23942	7.4919e-004
23943	6.0174e-004
23944	-1.7569e-003
23945	-1.035e-003
23946	-1.0345e-003
23947	-1.9074e-003
23948	-2.4039e-003
23949	-1.5343e-003
23950	-2.9695e-003
23951	-1.9758e-003
23952	-3.6646e-003
23953	-3.4503e-003
23954	-2.3566e-003
23955	-3.8447e-003
23956	-2.6743e-003
23957	-4.972e-003
23958	-4.1531e-003
23959	-2.9292e-003
23960	-4.3773e-003
23961	-3.1215e-003
23962	-4.5206e-003
23963	-3.2537e-003
23964	-4.5867e-003
23965	-3.3282e-003
23966	-6.1924e-003
23967	-4.5808e-003
23968	-3.3482e-003
23969	-6.2447e-003
23970	-4.5086e-003
23971	-3.3179e-003
23972	-4.1889e-003
23973	-4.3759e-003
23974	-3.1231e-003
23975	-3.9539e-003
23976	-2.9678e-003
23977	-3.6773e-003
23978	-5.2031e-003
23979	-2.7797e-003
23980	-2.5638e-003
23981	-3.3654e-003
23982	-2.6609e-003
23983	-2.0665e-003
23984	-3.0245e-003
23985	-2.2807e-003
23986	-1.7942e-003
23987	-3.3767e-003
23988	-1.8904e-003
23989	-1.5122e-003
23990	-1.4962e-003
23991	-1.225e-003
23992	-1.1047e-003
23993	-9.372e-004
23994	-7.228e-004
23995	-6.5375e-004
23996	-3.5787e-004
23997	-3.7976e-004
23998	-1.8046e-005
23999	-1.2084e-004
24000	-2.7807e-004
24001	2.8758e-004
24002	1.168e-004
24003	5.4856e-004
24004	3.2606e-004
24005	7.5267e-004
24006	4.9869e-004
24007	8.8529e-004
24008	6.2479e-004
24009	1.0988e-003
24010	9.2873e-004
24011	6.9227e-004
24012	8.6183e-004
24013	6.8619e-004
24014	-0.30126
24015	-0.30481
24016	-0.29722
24017	-0.28424
24018	-0.29181
24019	-0.28697
24020	-0.3188
24021	-0.31905
24022	1.918e-003
24023	1.2397e-003
24024	1.0965e-003
24025	2.8032e-003
24026	1.7729e-003
24027	3.9348e-003
24028	2.6883e-003
24029	5.3562e-003
24030	3.8878e-003
24031	7.113e-003
24032	5.419e-003
24033	9.2526e-003
24034	7.3305e-003
24035	1.1823e-002
24036	9.6725e-003
24037	1.0717e-002
24038	1.4873e-002
24039	1.2495e-002
24040	1.8451e-002
24041	1.5851e-002
24042	1.6647e-002
24043	2.2603e-002
24044	1.9788e-002
24045	2.7375e-002
24046	2.4357e-002
24047	3.281e-002
24048	2.9605e-002
24049	3.8948e-002
24050	3.5575e-002
24051	4.5823e-002
24052	4.2308e-002
24053	5.3464e-002
24054	4.9839e-002
24055	4.8294e-002
24056	6.1897e-002
24057	5.8196e-002
24058	7.1138e-002
24059	6.7404e-002
24060	8.1195e-002
24061	7.7474e-002
24062	9.2068e-002
24063	8.8416e-002
24064	0.10375
24065	0.10022
24066	0.11622
24067	0.11288
24068	0.10596
24069	0.12945
24070	0.12636
24071	0.14339
24072	0.14064
24073	0.13119
24074	0.15799
24075	0.15564
24076	0.17319
24077	0.17133
24078	0.18891
24079	0.18762
24080	0.20506
24081	0.20441
24082	0.18903
24083	0.22154
24084	0.22162
24085	0.23824
24086	0.23913
24087	0.25503
24088	0.25681
24089	0.27178
24090	0.27453
24091	0.28836
24092	0.29214
24093	0.30462
24094	0.3095
24095	0.28408
24096	0.3204
24097	0.32645
24098	0.33556
24099	0.34282
24100	0.31419
24101	0.34994
24102	0.35845
24103	0.3634
24104	0.37318
24105	0.37578
24106	0.38686
24107	0.39934
24108	0.38695
24109	-0.26394
24110	-0.26383
24111	-0.27179
24112	-0.25584
24113	6.5947e-004
24114	5.88e-004
24115	7.3432e-004
24116	6.1676e-004
24117	7.9885e-003
24118	1.0503e-002
24119	5.6295e-003
24120	0.39712
24121	0.38121
24122	-0.28649
24123	-0.29732
24124	0.4431
24125	0.4507
24126	0.46828
24127	0.43454
24128	0.4172
24129	8.4255e-003
24130	5.9963e-003
24131	1.1187e-002
24132	3.7517e-004
24133	2.9613e-004
24134	-0.28873
24135	-0.27607
24136	0.45927
24137	0.43378
24138	0.43604
24139	0.42284
24140	0.41042
24141	0.40681
24142	0.39665
24143	0.38169
24144	0.37291
24145	0.34886
24146	0.36571
24147	0.33577
24148	0.31329
24149	0.33133
24150	0.29683
24151	0.29489
24152	0.27631
24153	0.23921
24154	0.22097
24155	0.23808
24156	0.2575
24157	0.2577
24158	0.20311
24159	0.18575
24160	0.20044
24161	0.21902
24162	0.18246
24163	0.16898
24164	0.14865
24165	0.15289
24166	0.13755
24167	0.11819
24168	0.10935
24169	0.12302
24170	8.4695e-002
24171	7.3741e-002
24172	7.959e-002
24173	9.1484e-002
24174	9.6569e-002
24175	6.3703e-002
24176	5.457e-002
24177	5.8737e-002
24178	6.8677e-002
24179	4.9752e-002
24180	4.6324e-002
24181	3.4527e-002
24182	3.8935e-002
24183	3.2369e-002
24184	2.2702e-002
24185	2.1542e-002
24186	2.6587e-002
24187	1.3473e-002
24188	1.0345e-002
24189	1.0481e-002
24190	1.3891e-002
24191	1.7188e-002
24192	7.6604e-003
24193	7.7503e-003
24194	3.9507e-003
24195	2.6413e-003
24196	2.1756e-003
24197	3.5626e-003
24198	5.6364e-003
24199	1.6581e-003
24200	9.5147e-004
24201	4.6054e-004
24202	1.1588e-003
24203	4.7359e-004
24204	2.9473e-005
24205	-0.31323
24206	-0.30683
24207	-0.31348
24208	-0.29454
24209	-0.30077
24210	0.47541
24211	0.45648
24212	1.1691e-002
24213	8.7249e-003
24214	6.2654e-003
24215	3.037e-004
24216	1.0508e-004
24217	1.4178e-004
24218	1.7857e-004
24219	2.6038e-005
24220	-2.4147e-004
24221	-1.8657e-004
24222	4.1236e-004
24223	4.4973e-004
24224	2.797e-004
24225	2.3662e-004
24226	4.3178e-004
24227	3.7081e-004
24228	2.5738e-004
24229	2.8357e-004
24230	2.0785e-004
24231	2.7619e-004
24232	1.4005e-005
24233	-1.4273e-004
24234	-3.4432e-005
24235	5.8277e-005
24236	1.5529e-004
24237	-3.1072e-004
24238	-4.8624e-004
24239	-2.4166e-004
24240	-1.3521e-004
24241	-3.5163e-004
24242	-6.6595e-004
24243	-5.7443e-004
24244	-1.0257e-003
24245	-8.4675e-004
24246	-7.891e-004
24247	-1.1999e-003
24248	-1.3666e-003
24249	-9.8185e-004
24250	-1.523e-003
24251	-1.6663e-003
24252	-1.1388e-003
24253	-1.7936e-003
24254	-1.902e-003
24255	-1.246e-003
24256	-3.2414e-003
24257	-1.9887e-003
24258	-2.0507e-003
24259	-1.2891e-003
24260	-2.0897e-003
24261	-2.0853e-003
24262	-1.2549e-003
24263	-2.0613e-003
24264	-1.9979e-003
24265	-1.132e-003
24266	-1.7588e-003
24267	-1.8976e-003
24268	-1.3629e-003
24269	-1.1063e-003
24270	-7.6747e-004
24271	-9.1337e-004
24272	-1.5806e-003
24273	-8.1232e-004
24274	-4.8362e-004
24275	-4.061e-004
24276	-5.9803e-004
24277	-1.2392e-004
24278	2.6197e-004
24279	3.6451e-005
24280	1.1452e-004
24281	-1.9376e-004
24282	-4.8312e-004
24283	6.6797e-004
24284	1.087e-003
24285	5.3624e-004
24286	2.8114e-004
24287	1.511e-003
24288	1.931e-003
24289	1.0584e-003
24290	7.9713e-004
24291	2.3377e-003
24292	2.7211e-003
24293	1.5594e-003
24294	1.3146e-003
24295	1.7871e-003
24296	4.6468e-003
24297	3.0717e-003
24298	1.4967e-002
24299	1.8505e-002
24300	1.4452e-002
24301	3.131e-002
24302	3.5777e-002
24303	2.6569e-002
24304	6.4135e-002
24305	6.9669e-002
24306	5.736e-002
24307	9.7324e-002
24308	9.1179e-002
24309	8.2982e-002
24310	0.10629
24311	0.11274
24312	0.14001
24313	0.14705
24314	0.12929
24315	0.18671
24316	0.20888
24317	0.20089
24318	0.17904
24319	0.16615
24320	0.23286
24321	0.25024
24322	0.25886
24323	0.22455
24324	0.35184
24325	0.38897
24326	0.37982
24327	0.3426
24328	0.31803
24329	0.4211
24330	0.42987
24331	0.579
24332	0.57703
24333	0.52463
24334	0.64261
24335	0.6377
24336	0.79961
24337	0.75475
24338	0.69873
24339	0.96866
24340	0.75284
24341	0.78897
24342	0.9172
24343	0.58434
24344	0.30611
24345	0.46472
24346	0.30959
24347	0.30034
24348	0.40933
24349	0.44372
24350	0.36824
24351	0.27607
24352	0.17856
24353	0.16019
24354	0.11705
24355	2.5438e-002
24356	-2.3619e-002
24357	3.6099e-002
24358	8.4263e-002
24359	7.1969e-002
24360	-7.7258e-002
24361	-0.13769
24362	-6.9286e-002
24363	-1.4534e-002
24364	-0.13107
24365	-0.20923
24366	-0.29623
24367	-0.41326
24368	-0.29732
24369	-0.7525
24370	-0.99912
24371	-0.86985
24372	-0.60111
24373	-0.56229
24374	-0.30766
24375	-0.33506
24376	-0.39612
24377	-0.24161
24378	-0.18938
24379	-0.20563
24380	-0.26252
24381	-0.14727
24382	-0.11262
24383	-0.12348
24384	-0.16036
24385	-8.3167e-002
24386	-5.7433e-002
24387	-6.5726e-002
24388	-9.2495e-002
24389	-3.4536e-002
24390	-1.375e-002
24391	-2.0857e-002
24392	-2.8192e-002
24393	-4.2109e-002
24394	5.5121e-003
24395	1.7036e-002
24396	2.3715e-002
24397	1.1266e-002
24398	-1.3034e-003
24399	7.5336e-002
24400	9.2388e-002
24401	8.5267e-002
24402	6.8447e-002
24403	5.8353e-002
24404	0.1097
24405	0.11967
24406	0.12745
24407	0.11644
24408	0.10228
24409	0.15621
24410	0.14579
24411	0.1649
24412	0.2284
24413	0.25222
24414	0.24088
24415	0.21784
24416	0.20603
24417	0.27771
24418	0.30509
24419	0.29189
24420	0.26549
24421	0.33461
24422	0.36657
24423	0.35105
24424	0.32032
24425	0.40129
24426	0.4207
24427	0.43914
24428	0.3844
24429	-0.31756
24430	-0.31362
24431	-0.31677
24432	-0.31791
24433	-0.28773
24434	-0.29594
24435	-0.2869
24436	-1.8491e-005
24437	-1.9014e-004
24438	-0.29083
24439	-0.29512
24440	-0.31283
24441	-0.31251
24442	0.44193
24443	0.48367
24444	0.46037
24445	0.40381
24446	0.36888
24447	0.33676
24448	0.30712
24449	0.27967
24450	0.25415
24451	0.23032
24452	0.20797
24453	0.18692
24454	0.19616
24455	0.16699
24456	0.17568
24457	0.148
24458	0.12981
24459	0.13759
24460	0.11225
24461	9.5163e-002
24462	7.8379e-002
24463	6.1715e-002
24464	4.4967e-002
24465	5.1621e-002
24466	2.7897e-002
24467	3.4576e-002
24468	1.022e-002
24469	-8.41e-003
24470	-2.843e-002
24471	-5.0402e-002
24472	-0.10335
24473	-7.5055e-002
24474	-0.13657
24475	-0.17661
24476	-0.22654
24477	-0.28992
24478	-0.3675
24479	-0.42857
24480	-0.47329
24481	-0.97497
24482	-0.8525
24483	-0.68154
24484	-1.1306
24485	-1.0014
24486	-0.84774
24487	-0.46227
24488	-0.30642
24489	-0.42345
24490	-0.20371
24491	-0.12664
24492	-0.20479
24493	-6.2672e-002
24494	-6.5618e-003
24495	4.5184e-002
24496	9.4923e-002
24497	0.14389
24498	0.19311
24499	0.1316
24500	0.24364
24501	0.29621
24502	0.22526
24503	0.35236
24504	0.27253
24505	0.41307
24506	0.3209
24507	0.47723
24508	0.54347
24509	0.60233
24510	0.61541
24511	0.466
24512	0.85126
24513	1.3383
24514	1.2212
24515	1.0054
24516	1.0675
24517	0.93268
24518	0.88782
24519	0.81779
24520	0.72182
24521	0.71691
24522	0.64064
24523	0.5712
24524	0.51106
24525	0.5188
24526	0.45842
24527	0.46719
24528	0.41195
24529	0.37057
24530	0.30001
24531	0.33348
24532	0.30891
24533	0.26963
24534	0.27825
24535	0.24193
24536	0.21656
24537	0.19322
24538	0.17168
24539	0.15175
24540	0.1588
24541	0.13327
24542	0.1161
24543	0.12254
24544	0.10015
24545	8.5334e-002
24546	7.1605e-002
24547	7.7138e-002
24548	5.8929e-002
24549	4.73e-002
24550	5.2154e-002
24551	3.6735e-002
24552	4.1202e-002
24553	2.7277e-002
24554	1.8998e-002
24555	2.2536e-002
24556	1.2001e-002
24557	6.4296e-003
24558	2.4689e-003
24559	3.9701e-003
24560	9.1093e-004
24561	8.8431e-004
24562	2.4121e-003
24563	8.381e-004
24564	2.3084e-003
24565	7.7846e-004
24566	2.167e-003
24567	7.068e-004
24568	1.9914e-003
24569	6.2536e-004
24570	5.3631e-004
24571	4.4194e-004
24572	3.4456e-004
24573	2.4636e-004
24574	1.4942e-004
24575	5.5621e-005
24576	-3.3393e-005
24577	-1.1624e-004
24578	-1.918e-004
24579	-2.5923e-004
24580	-3.1795e-004
24581	-3.6762e-004
24582	-4.081e-004
24583	-1.0348e-003
24584	-4.3948e-004
24585	-4.6195e-004
24586	-1.205e-003
24587	-4.7591e-004
24588	-4.8181e-004
24589	-1.2823e-003
24590	-4.8019e-004
24591	-4.7166e-004
24592	-1.2763e-003
24593	-4.5683e-004
24594	-4.3637e-004
24595	-1.1995e-003
24596	-4.1096e-004
24597	-3.8125e-004
24598	-1.0657e-003
24599	-3.4789e-004
24600	-3.1153e-004
24601	-8.8906e-004
24602	-2.7282e-004
24603	-2.3238e-004
24604	-6.8364e-004
24605	-1.9084e-004
24606	-1.4884e-004
24607	-4.6317e-004
24608	-1.0705e-004
24609	-6.6151e-005
24610	-2.6908e-005
24611	9.8406e-006
24612	4.3124e-005
24613	7.1793e-005
24614	1.4014e-004
24615	9.442e-005
24616	1.0917e-004
24617	1.1354e-004
24618	1.0396e-004
24619	7.4701e-005
24620	1.8211e-005
24621	-8.0616e-005
24622	-2.5226e-004
24623	-4.5765e-004
24624	-6.0661e-004
24625	-6.3069e-004
24626	-4.6146e-004
24627	-3.8706e-005
24628	6.9304e-004
24629	1.7875e-003
24630	3.2989e-003
24631	5.2828e-003
24632	5.3727e-003
24633	7.7964e-003
24634	1.0898e-002
24635	1.4648e-002
24636	1.9105e-002
24637	1.7946e-002
24638	2.4327e-002
24639	3.0369e-002
24640	2.8212e-002
24641	3.7285e-002
24642	4.5121e-002
24643	4.1693e-002
24644	5.3919e-002
24645	6.3712e-002
24646	7.4527e-002
24647	8.6378e-002
24648	9.9271e-002
24649	0.1132
24650	0.10436
24651	0.12814
24652	0.14406
24653	0.13297
24654	0.16092
24655	0.17864
24656	0.16516
24657	0.19715
24658	0.21635
24659	0.23614
24660	0.25638
24661	0.27694
24662	0.29766
24663	0.27713
24664	0.31838
24665	0.33891
24666	0.31643
24667	0.35909
24668	0.3787
24669	0.35465
24670	0.39756
24671	0.41548
24672	0.39036
24673	0.43226
24674	0.44772
24675	0.4221
24676	0.46168
24677	0.47397
24678	0.44848
24679	0.48445
24680	0.49299
24681	0.49949
24682	0.50386
24683	0.48056
24684	-0.30723
24685	-0.29956
24686	-0.28993
24687	-0.28772
24688	-0.27738
24689	-0.27727
24690	-0.30217
24691	-0.30744
24692	-0.30733
24693	-0.29966
24694	-0.29745
24695	-0.30173
24696	-0.30701
24697	0.3227
24698	-4.5837e-002
24699	-4.5001e-002
24700	-3.2648e-002
24701	-4.36e-003
24702	-6.9273e-003
24703	-0.17108
24704	-0.17423
24705	-0.1653
24706	0.47493
24707	-1.2877e-002
24708	5.7194e-003
24709	-4.9804e-003
24710	-5.8734e-002
24711	-3.6206e-002
24712	-8.9182e-002
24713	-7.0448e-002
24714	-4.0411e-002
24715	-7.292e-003
24716	-0.2259
24717	0.18492
24718	-0.24513
24719	-0.23476
24720	-0.37544
24721	-0.40624
24722	2.6323e-002
24723	3.5736e-002
24724	3.0505e-002
24725	0.28715
24726	-4.3475e-002
24727	-3.125e-002
24728	-4.5594e-002
24729	-2.8469e-002
24730	-2.6779e-002
24731	-3.2289e-002
24732	2.781e-002
24733	-8.1925e-002
24734	6.1449e-002
24735	4.5488e-002
24736	-0.26693
24737	-2.3357e-002
24738	-0.10991
24739	-5.9631e-002
24740	-7.3641e-002
24741	-2.6611e-002
24742	0.16984
24743	0.14035
24744	4.1073e-002
24745	-0.21575
24746	-0.21583
24747	-0.20406
24748	-0.25725
24749	-0.253
24750	-0.13106
24751	7.1906e-002
24752	-0.1908
24753	-0.21321
24754	-0.23393
24755	-0.22969
24756	-0.23829
24757	-0.44955
24758	-0.42653
24759	-0.41727
24760	-0.12776
24761	-0.13835
24762	0.15152
24763	0.15565
24764	0.13381
24765	0.12988
24766	0.12166
24767	1.5692e-002
24768	6.1275e-002
24769	-0.28397
24770	0.13298
24771	-0.14649
24772	-0.15724
24773	-0.1621
24774	1.3702e-002
24775	8.813e-002
24776	9.7642e-002
24777	-0.14465
24778	-0.13195
24779	-0.13811
24780	7.6085e-003
24781	7.0337e-003
24782	-0.15605
24783	4.5048e-003
24784	4.5313e-002
24785	-7.8504e-003
24786	-9.7927e-003
24787	-2.1745e-002
24788	-3.9137e-002
24789	6.9523e-002
24790	0.173
24791	0.15644
24792	0.17159
24793	0.15827
24794	-0.17401
24795	-8.2533e-003
24796	-1.186e-002
24797	-2.3854e-002
24798	-0.17965
24799	-0.17534
24800	1.8326e-002
24801	3.3059e-002
24802	-1.3423e-002
24803	-0.25151
24804	-5.0098e-002
24805	-2.6496e-002
24806	-8.7227e-002
24807	0.2869
24808	0.2608
24809	-0.22694
24810	-0.24139
24811	-0.24743
24812	1.8439e-002
24813	-0.15967
24814	-0.15826
24815	0.21674
24816	-3.8812e-002
24817	-2.9881e-002
24818	9.7908e-002
24819	0.11283
24820	4.734e-002
24821	0.20158
24822	-0.14561
24823	0.1684
24824	5.3491e-002
24825	2.2816e-002
24826	3.2178e-003
24827	-0.13155
24828	-0.14214
24829	8.9145e-002
24830	9.8505e-002
24831	1.3966e-003
24832	-1.0066e-002
24833	7.6957e-002
24834	-4.5331e-003
24835	-2.3246e-003
24836	-0.16792
24837	-0.15289
24838	0.41046
24839	-6.4849e-002
24840	-9.1351e-002
24841	0.16384
24842	0.17165
24843	-0.22743
24844	-0.22969
24845	-0.37062
24846	-0.23713
24847	-0.16926
24848	-0.16774
24849	0.13944
24850	-0.24042
24851	7.8465e-003
24852	-0.1604
24853	-0.15302
24854	9.8362e-002
24855	0.10562
24856	-0.18844
24857	-0.19865
24858	-0.18323
24859	-2.7138e-002
24860	5.9162e-003
24861	-0.12279
24862	-0.11781
24863	2.5198e-002
24864	1.8829e-002
24865	-0.18545
24866	-0.1828
24867	3.3799e-003
24868	-3.1803e-002
24869	-5.1101e-002
24870	-6.48e-002
24871	-1.5455e-003
24872	-2.2004e-002
24873	0.21224
24874	-0.282
24875	-5.3878e-003
24876	4.4205e-002
24877	4.0105e-002
24878	-0.31409
24879	0.112
24880	-1.8997e-002
24881	-0.27426
24882	3.5916e-002
24883	8.2702e-002
24884	7.7118e-002
24885	-0.11744
24886	0.13732
24887	-0.17747
24888	-0.17571
24889	0.17754
24890	0.23547
24891	1.2546e-002
24892	-9.0112e-003
24893	-1.8944e-002
24894	0.12053
24895	3.8361e-003
24896	3.6373e-003
24897	-0.178
24898	-0.17279
24899	-2.4468e-004
24900	2.3624e-004
24901	2.9135e-002
24902	1.2444e-002
24903	-0.10414
24904	4.6056e-002
24905	5.1349e-002
24906	-2.2589e-002
24907	7.1583e-002
24908	8.1132e-002
24909	-0.1929
24910	-0.2041
24911	-0.10641
24912	-0.22032
24913	-4.7718e-002
24914	-0.16786
24915	-0.24972
24916	-0.19431
24917	-0.19167
24918	-0.20339
24919	-0.18672
24920	-0.20208
24921	7.4965e-002
24922	5.1854e-002
24923	-2.8462e-002
24924	4.1703e-003
24925	1.1782e-002
24926	1.1995e-002
24927	1.7198e-002
24928	0.26656
24929	4.123e-002
24930	2.678e-002
24931	1.0895e-002
24932	-3.3799e-004
24933	2.1904e-002
24934	0.1509
24935	0.17146
24936	-0.16953
24937	-0.17833
24938	4.2149e-002
24939	5.0934e-002
24940	-3.016e-003
24941	-0.23477
24942	9.774e-003
24943	-9.9662e-003
24944	7.4549e-002
24945	9.477e-002
24946	-0.21471
24947	-0.21531
24948	0.29943
24949	-1.2185e-002
24950	-5.2793e-003
24951	-0.29495
24952	3.7313e-003
24953	9.0129e-002
24954	0.11171
24955	-1.4458e-002
24956	-9.1332e-002
24957	-6.843e-002
24958	0.10881
24959	-0.12529
24960	-0.13144
24961	1.325e-002
24962	-0.17185
24963	-0.1779
24964	-0.15755
24965	-0.16451
24966	-0.17056
24967	3.5458e-002
24968	-0.1064
24969	7.7583e-002
24970	-7.5316e-002
24971	-9.0743e-002
24972	-7.3299e-002
24973	-7.4341e-002
24974	-8.0299e-002
24975	-8.0605e-002
24976	-8.8238e-002
24977	-4.1182e-003
24978	0.15656
24979	-5.7371e-002
24980	-1.4076e-002
24981	0.11495
24982	0.11407
24983	0.13521
24984	-0.3063
24985	-4.3051e-002
24986	-7.9508e-002
24987	-7.7104e-002
24988	1.8458e-002
24989	-8.7305e-002
24990	-0.15115
24991	3.8104e-002
24992	7.6184e-003
24993	1.3749e-002
24994	-0.11747
24995	0.24107
24996	-5.068e-002
24997	4.2215e-002
24998	-3.9009e-003
24999	-1.2331e-002
25000	-9.3548e-002
25001	-7.9259e-002
25002	0.15535
25003	0.14632
25004	-4.5479e-002
25005	-2.0407e-002
25006	-0.10709
25007	-7.4115e-002
25008	-5.6651e-002
25009	1.3005e-003
25010	-0.22757
25011	-0.12142
25012	6.1706e-004
25013	-0.23124
25014	-0.22403
25015	0.2237
25016	-1.6419e-002
25017	-1.6435e-002
25018	-0.15655
25019	0.24007
25020	5.2441e-004
25021	3.8331e-004
25022	-2.1023e-002
25023	-0.4547
25024	-4.3172e-002
25025	-6.2324e-002
25026	9.6197e-002
25027	-3.1374e-002
25028	-0.15812
25029	-0.14461
25030	-0.22356
25031	-0.21461
25032	3.3589e-003
25033	-0.252
25034	-0.1768
25035	-0.23696
25036	-8.1207e-002
25037	6.2101e-003
25038	-6.0948e-003
25039	-8.374e-003
25040	0.17865
25041	-6.8346e-002
25042	-0.21455
25043	-0.21405
25044	-0.20696
25045	-8.6116e-002
25046	2.4093e-002
25047	5.425e-002
25048	-0.26011
25049	0.18519
25050	9.3054e-002
25051	0.18247
25052	3.3645e-002
25053	0.16699
25054	-0.11798
25055	4.1089e-003
25056	4.5936e-003
25057	-6.9657e-002
25058	-1.4055e-002
25059	-1.9326e-002
1	0.55476
52	-2.8792
53	0.50664
54	0.46284
55	0.42293
56	0.38643
57	0.35294
58	0.32209
59	0.29359
60	0.26715
61	0.24252
62	0.21949
63	0.19785
64	0.17743
65	0.15805
66	0.13955
67	0.12177
68	0.10456
69	8.7751e-002
70	7.1177e-002
71	5.4647e-002
72	3.7946e-002
73	2.0819e-002
74	2.965e-003
75	-1.5999e-002
76	-3.6553e-002
77	-5.933e-002
78	-8.5177e-002
79	-0.11526
80	-0.15127
81	-0.19574
82	-0.25253
83	-0.32929
84	-0.43559
85	-0.61581
86	-0.93824
347	4.1682e-005
348	-1.2782e-004
349	-6.7686e-004
350	-1.343e-003
351	-1.9261e-003
352	-2.3193e-003
353	-2.4505e-003
354	-2.2629e-003
355	-1.7034e-003
356	-7.1786e-004
357	7.5084e-004
358	2.7636e-003
359	5.3846e-003
360	8.6806e-003
361	1.272e-002
362	1.7571e-002
363	2.33e-002
364	2.9971e-002
365	3.7646e-002
366	4.6377e-002
367	5.6212e-002
368	6.7189e-002
369	7.9336e-002
370	9.2671e-002
371	0.1072
372	0.1229
373	0.13976
374	0.15773
375	0.17676
376	0.19676
377	0.21765
378	0.2393
379	0.26159
380	0.28436
381	0.30746
382	0.33069
383	0.35388
384	0.37679
385	0.39923
386	0.42097
387	0.44178
388	0.46144
389	0.47973
390	0.49643
391	0.51135
392	0.52431
393	0.53514
394	0.5437
395	0.54989
396	0.55361
397	-2.2994e-004
398	-1.6798e-004
399	-1.7436e-004
400	-1.651e-004
401	-1.5561e-004
402	-1.4287e-004
403	-1.2823e-004
404	-1.1188e-004
405	-9.4295e-005
406	-7.5909e-005
407	-5.7147e-005
408	-3.8423e-005
409	-2.0109e-005
410	-2.548e-006
411	1.3974e-005
412	2.9213e-005
413	4.2981e-005
414	5.5142e-005
415	6.5601e-005
416	7.4319e-005
417	8.1279e-005
418	8.6517e-005
419	9.0079e-005
420	9.2051e-005
421	9.2519e-005
422	9.1602e-005
423	8.9408e-005
424	8.607e-005
425	8.1705e-005
426	7.645e-005
427	7.0425e-005
428	6.3761e-005
429	5.6579e-005
430	4.9005e-005
431	4.116e-005
432	3.3168e-005
433	2.5155e-005
434	1.7255e-005
435	9.6061e-006
436	2.3638e-006
437	-4.2991e-006
438	-1.0182e-005
439	-1.5048e-005
440	-1.8597e-005
441	-2.0464e-005
442	-2.0094e-005
443	-1.6961e-005
444	-9.253e-006
445	4.3367e-008
446	1.2772e-005
447	3.1471
448	9.259e-004
449	4.0603e-003
450	8.9263e-003
451	1.5307e-002
452	2.3043e-002
453	3.2013e-002
454	4.213e-002
455	5.3338e-002
456	6.5609e-002
457	7.8939e-002
458	9.3352e-002
459	0.10889
460	0.12562
461	0.14365
462	0.16308
463	0.18408
464	0.20683
465	0.23156
466	0.25855
467	0.28814
468	0.32076
469	0.35692
470	0.39728
471	0.44269
472	0.49425
473	0.55345
