Node Number	Directional Deformation (m)
5630	8.6853e-004
5631	8.3657e-004
5632	1.7573e-003
5633	1.8304e-003
5634	1.0803e-003
5635	1.0205e-003
5636	1.2004e-003
5637	1.2608e-003
5638	1.4438e-003
5639	1.3824e-003
5640	1.568e-003
5641	1.694e-003
5642	1.6308e-003
5643	1.8218e-003
5644	1.7578e-003
5645	1.9506e-003
5646	2.0796e-003
5647	2.0151e-003
5648	2.2074e-003
5649	2.1437e-003
5650	2.3321e-003
5651	2.4506e-003
5652	2.3924e-003
5653	2.4422e-003
5654	2.374e-003
5655	2.4082e-003
5656	2.3005e-003
5657	2.3375e-003
5658	2.2211e-003
5659	2.2614e-003
5660	2.1343e-003
5661	2.179e-003
5662	2.0399e-003
5663	4.8432e-004
5664	5.3529e-004
5665	1.6798e-004
5666	2.0473e-004
5667	2.2213e-004
5668	2.3945e-004
5669	2.7391e-004
5670	2.9095e-004
5671	3.0855e-004
5672	3.4499e-004
5673	3.648e-004
5674	1.9906e-003
5675	3.8641e-004
5676	9.0046e-004
5677	1.8534e-003
5678	4.6078e-004
5679	7.2402e-004
5680	1.9062e-003
5681	1.0237e-003
5682	1.9309e-003
5683	3.8499e-004
5684	1.4435e-004
5685	1.8288e-004
5686	2.262e-004
5687	2.7392e-004
5688	2.4944e-004
5689	3.2552e-004
5690	3.8043e-004
5691	4.3801e-004
5692	4.9766e-004
5693	5.588e-004
5694	6.209e-004
5695	5.8972e-004
5696	6.8353e-004
5697	7.4631e-004
5698	8.0896e-004
5699	8.7128e-004
5700	8.4016e-004
5701	1.7035e-003
5702	1.7769e-003
5703	9.9272e-004
5704	9.3222e-004
5705	1.1136e-003
5706	1.0531e-003
5707	1.2347e-003
5708	1.3567e-003
5709	1.2956e-003
5710	1.48e-003
5711	1.4182e-003
5712	1.6049e-003
5713	1.5423e-003
5714	1.7314e-003
5715	1.6679e-003
5716	1.8593e-003
5717	1.9878e-003
5718	2.1161e-003
5719	2.052e-003
5720	2.2428e-003
5721	2.3659e-003
5722	2.4832e-003
5723	2.4254e-003
5724	2.5612e-003
5725	2.5909e-003
5726	2.4997e-003
5727	2.4351e-003
5728	2.4674e-003
5729	2.3666e-003
5730	2.4008e-003
5731	2.2921e-003
5732	2.3296e-003
5733	2.2115e-003
5734	2.2523e-003
5735	2.1225e-003
5736	2.0181e-003
5737	5.1247e-004
5738	5.6639e-004
5739	1.111e-004
5740	1.2991e-004
5741	1.4768e-004
5742	1.6419e-004
5743	2.1105e-004
5744	2.4115e-004
5745	2.5609e-004
5746	2.714e-004
5747	3.035e-004
5748	3.2105e-004
5749	3.401e-004
5750	3.6132e-004
5751	2.0003e-003
5752	1.7995e-003
5753	4.8734e-004
5754	6.5726e-004
5755	9.1075e-005
5756	9.0249e-004
5757	1.8236e-003
5758	9.6281e-004
5759	1.327e-003
5760	1.0838e-003
5761	1.8783e-003
5762	3.7219e-004
5763	1.2048e-004
5764	1.549e-004
5765	1.9412e-004
5766	2.3783e-004
5767	2.1535e-004
5768	2.8559e-004
5769	2.6115e-004
5770	3.3688e-004
5771	3.9112e-004
5772	4.4775e-004
5773	5.062e-004
5774	4.7673e-004
5775	5.6598e-004
5776	5.3592e-004
5777	6.2662e-004
5778	6.8776e-004
5779	7.4909e-004
5780	8.1038e-004
5781	7.7974e-004
5782	1.6478e-003
5783	1.7222e-003
5784	1.0246e-003
5785	9.6365e-004
5786	1.0855e-003
5787	1.2684e-003
5788	1.2073e-003
5789	1.3913e-003
5790	1.3298e-003
5791	1.5153e-003
5792	1.4532e-003
5793	1.6408e-003
5794	1.5779e-003
5795	1.7676e-003
5796	1.704e-003
5797	1.8955e-003
5798	1.8315e-003
5799	2.0238e-003
5800	2.1515e-003
5801	2.0877e-003
5802	2.2771e-003
5803	2.3988e-003
5804	2.3385e-003
5805	2.5143e-003
5806	2.4574e-003
5807	2.621e-003
5808	2.6129e-003
5809	2.6413e-003
5810	2.5544e-003
5811	2.4937e-003
5812	2.43e-003
5813	2.3615e-003
5814	2.3959e-003
5815	2.2875e-003
5816	2.325e-003
5817	2.2048e-003
5818	2.2476e-003
5819	2.0344e-003
5820	5.4157e-004
5821	5.9901e-004
5822	1.1294e-004
5823	1.2875e-004
5824	1.5766e-004
5825	1.7092e-004
5826	1.8438e-004
5827	1.9725e-004
5828	2.1034e-004
5829	2.2343e-004
5830	2.366e-004
5831	2.6464e-004
5832	2.8019e-004
5833	2.9777e-004
5834	7.8187e-005
5835	8.4111e-004
5836	1.5184e-003
5837	1.7666e-003
5838	7.0804e-004
5839	4.3101e-004
5840	6.9714e-005
5841	5.8824e-005
5842	9.5056e-005
5843	1.2533e-004
5844	1.6048e-004
5845	2.0024e-004
5846	1.7973e-004
5847	2.4426e-004
5848	2.2167e-004
5849	2.9204e-004
5850	3.4308e-004
5851	3.9682e-004
5852	3.6959e-004
5853	4.5273e-004
5854	4.2449e-004
5855	5.1031e-004
5856	5.691e-004
5857	6.2871e-004
5858	5.9881e-004
5859	6.8882e-004
5860	7.4917e-004
5861	8.096e-004
5862	7.7938e-004
5863	1.591e-003
5864	1.6657e-003
5865	9.3344e-004
5866	8.7179e-004
5867	1.0562e-003
5868	9.949e-004
5869	1.1788e-003
5870	1.1175e-003
5871	1.3016e-003
5872	1.2401e-003
5873	1.4252e-003
5874	1.3633e-003
5875	1.5498e-003
5876	1.6757e-003
5877	1.7391e-003
5878	1.9307e-003
5879	1.8667e-003
5880	2.0586e-003
5881	2.1856e-003
5882	2.1223e-003
5883	2.3103e-003
5884	2.4307e-003
5885	2.5446e-003
5886	2.6496e-003
5887	2.7424e-003
5888	2.6613e-003
5889	2.6885e-003
5890	2.6336e-003
5891	2.5492e-003
5892	2.5775e-003
5893	2.4905e-003
5894	2.4289e-003
5895	2.4595e-003
5896	2.3617e-003
5897	2.3955e-003
5898	2.2879e-003
5899	2.3255e-003
5900	2.2078e-003
5901	2.0974e-003
5902	5.7105e-004
5903	6.3089e-004
5904	6.6534e-005
5905	9.7266e-005
5906	1.4792e-004
5907	1.5945e-004
5908	1.7046e-004
5909	1.8154e-004
5910	1.9256e-004
5911	2.0394e-004
5912	2.1581e-004
5913	2.4179e-004
5914	2.5821e-004
5915	2.7752e-004
5916	3.286e-004
5917	8.3913e-004
5918	1.4604e-003
5919	1.6856e-003
5920	1.8602e-003
5921	3.7822e-004
5922	5.4398e-004
5923	7.141e-004
5924	1.9729e-003
5925	9.6341e-004
5926	3.0508e-005
5927	8.4002e-004
5928	1.3327e-003
5929	1.7068e-003
5930	2.8098e-003
5931	4.1311e-004
5932	5.1661e-004
5933	5.876e-004
5934	1.8598e-003
5935	4.2279e-004
5936	1.2085e-003
5937	7.8191e-004
5938	4.677e-005
5939	3.8023e-005
5940	6.7858e-005
5941	5.6658e-005
5942	9.3944e-005
5943	1.2502e-004
5944	1.0881e-004
5945	1.609e-004
5946	1.4232e-004
5947	2.4568e-004
5948	2.9366e-004
5949	2.692e-004
5950	3.4468e-004
5951	3.1877e-004
5952	3.9821e-004
5953	3.7112e-004
5954	4.5375e-004
5955	5.1084e-004
5956	5.3982e-004
5957	6.2807e-004
5958	5.9848e-004
5959	6.8758e-004
5960	7.4739e-004
5961	1.5319e-003
5962	9.642e-004
5963	9.0226e-004
5964	1.0876e-003
5965	1.026e-003
5966	1.2108e-003
5967	1.1492e-003
5968	1.3343e-003
5969	1.2725e-003
5970	1.4584e-003
5971	1.5835e-003
5972	1.5208e-003
5973	1.7097e-003
5974	1.8369e-003
5975	1.7732e-003
5976	1.9008e-003
5977	2.0923e-003
5978	2.0285e-003
5979	2.2187e-003
5980	2.3425e-003
5981	2.281e-003
5982	2.4617e-003
5983	2.5743e-003
5984	2.6777e-003
5985	2.7693e-003
5986	2.7581e-003
5987	2.7839e-003
5988	2.7061e-003
5989	2.7321e-003
5990	2.6538e-003
5991	2.6798e-003
5992	2.6011e-003
5993	2.5475e-003
5994	2.4924e-003
5995	2.5198e-003
5996	2.4335e-003
5997	2.463e-003
5998	2.3696e-003
5999	2.402e-003
6000	2.2974e-003
6001	2.3343e-003
6002	2.2123e-003
6003	2.2531e-003
6004	2.1075e-003
6005	2.1538e-003
6006	1.9704e-003
6007	1.7605e-003
6008	8.0924e-004
6009	1.7368e-003
6010	1.8679e-003
6011	4.2484e-004
6012	6.0126e-004
6013	6.5912e-004
6014	1.939e-003
6015	1.8975e-003
6016	4.0691e-005
6017	5.5879e-005
6018	8.2833e-005
6019	1.0605e-004
6020	1.2652e-004
6021	1.3628e-004
6022	1.4528e-004
6023	1.6384e-004
6024	1.7359e-004
6025	1.8324e-004
6026	2.0565e-004
6027	2.1964e-004
6028	2.3767e-004
6029	2.785e-004
6030	3.0471e-004
6031	3.4555e-004
6032	8.5787e-004
6033	9.0588e-004
6034	2.4045e-005
6035	7.7751e-004
6036	1.4007e-003
6037	1.6251e-003
6038	1.803e-003
6039	2.8353e-003
6040	5.2647e-004
6041	4.4361e-004
6042	5.7589e-004
6043	7.5184e-004
6044	1.8562e-003
6045	1.7627e-003
6046	4.8234e-004
6047	1.272e-003
6048	1.6447e-003
6049	1.0261e-003
6050	6.3348e-004
6051	4.7855e-004
6052	5.4855e-004
6053	1.6538e-003
6054	1.1474e-003
6055	1.6686e-003
6056	7.0842e-004
6057	5.1698e-004
6058	1.6112e-003
6059	8.1141e-004
6060	1.6493e-003
6061	9.2447e-004
6062	1.0138e-005
6063	5.9189e-006
6064	2.1947e-005
6065	1.5436e-005
6066	2.9634e-005
6067	6.0478e-005
6068	4.8872e-005
6069	8.749e-005
6070	7.3294e-005
6071	1.0285e-004
6072	1.5636e-004
6073	1.3733e-004
6074	1.7639e-004
6075	2.1959e-004
6076	2.6645e-004
6077	3.1643e-004
6078	3.6902e-004
6079	4.5172e-004
6080	5.0871e-004
6081	4.8005e-004
6082	5.3761e-004
6083	5.9607e-004
6084	6.8483e-004
6085	6.5513e-004
6086	7.1461e-004
6087	1.5469e-003
6088	8.7028e-004
6089	8.0765e-004
6090	9.9483e-004
6091	9.3266e-004
6092	1.0568e-003
6093	1.1806e-003
6094	1.3044e-003
6095	1.4286e-003
6096	1.6165e-003
6097	1.5536e-003
6098	1.6795e-003
6099	1.8064e-003
6100	1.9979e-003
6101	1.9339e-003
6102	2.0614e-003
6103	2.2508e-003
6104	2.1881e-003
6105	2.3737e-003
6106	2.3127e-003
6107	2.4919e-003
6108	2.4335e-003
6109	2.5485e-003
6110	2.6555e-003
6111	2.752e-003
6112	1.7034e-003
6113	2.8713e-003
6114	2.7966e-003
6115	2.8215e-003
6116	2.7468e-003
6117	2.7716e-003
6118	2.722e-003
6119	2.6487e-003
6120	2.6729e-003
6121	2.6243e-003
6122	2.5758e-003
6123	2.5265e-003
6124	2.4749e-003
6125	2.3871e-003
6126	2.4183e-003
6127	2.3525e-003
6128	2.2694e-003
6129	2.1509e-003
6130	1.8983e-003
6131	7.1611e-004
6132	4.7324e-004
6133	6.3488e-004
6134	6.9328e-004
6135	1.8216e-003
6136	1.7857e-003
6137	1.8619e-005
6138	4.6298e-005
6139	6.9578e-005
6140	8.9423e-005
6141	1.067e-004
6142	1.148e-004
6143	1.2227e-004
6144	1.3e-004
6145	1.3744e-004
6146	1.4523e-004
6147	1.5305e-004
6148	1.7169e-004
6149	1.8305e-004
6150	1.9642e-004
6151	2.3267e-004
6152	2.9816e-004
6153	4.0036e-004
6154	8.5551e-004
6155	1.3393e-003
6156	1.563e-003
6157	5.9467e-004
6158	5.0815e-004
6159	6.1169e-004
6160	1.7519e-003
6161	1.6632e-003
6162	3.7219e-004
6163	1.5319e-003
6164	1.0017e-003
6165	-1.4632e-005
6166	7.7456e-004
6167	1.2108e-003
6168	1.5822e-003
6169	1.0872e-003
6170	6.9441e-004
6171	5.4686e-004
6172	5.8316e-004
6173	1.5789e-003
6174	8.9258e-004
6175	1.6085e-003
6176	2.9275e-003
6177	7.8517e-004
6178	7.9761e-004
6179	-1.3896e-005
6180	-9.1614e-006
6181	3.9975e-007
6182	2.4653e-005
6183	1.5193e-005
6184	3.5411e-005
6185	6.1048e-005
6186	1.0928e-004
6187	9.1927e-005
6188	1.2774e-004
6189	1.6805e-004
6190	2.1239e-004
6191	2.853e-004
6192	2.6022e-004
6193	3.1101e-004
6194	3.916e-004
6195	3.6422e-004
6196	4.4755e-004
6197	4.1937e-004
6198	4.7603e-004
6199	5.63e-004
6200	5.3379e-004
6201	6.2188e-004
6202	5.9237e-004
6203	6.515e-004
6204	1.4847e-003
6205	9.1371e-004
6206	9.0045e-004
6207	8.3767e-004
6208	1.0254e-003
6209	9.63e-004
6210	1.0876e-003
6211	1.2117e-003
6212	1.3981e-003
6213	1.3359e-003
6214	1.4605e-003
6215	1.5858e-003
6216	1.7752e-003
6217	1.7119e-003
6218	1.8388e-003
6219	2.1567e-003
6220	2.0934e-003
6221	2.282e-003
6222	2.2196e-003
6223	2.3435e-003
6224	2.5213e-003
6225	2.4634e-003
6226	2.5774e-003
6227	2.7323e-003
6228	2.6832e-003
6229	2.7784e-003
6230	2.8607e-003
6231	2.9033e-003
6232	2.783e-003
6233	2.8067e-003
6234	2.7366e-003
6235	2.6916e-003
6236	2.7138e-003
6237	2.6481e-003
6238	2.6695e-003
6239	2.6267e-003
6240	2.5848e-003
6241	2.5429e-003
6242	2.4746e-003
6243	2.4986e-003
6244	2.4476e-003
6245	2.084e-003
6246	2.2502e-003
6247	1.8127e-003
6248	1.9415e-003
6249	1.6934e-003
6250	1.3488e-003
6251	1.4599e-003
6252	1.1256e-003
6253	1.2379e-003
6254	1.0136e-003
6255	6.4238e-004
6256	7.5496e-004
6257	5.3848e-004
6258	5.6794e-004
6259	5.3926e-004
6260	7.3587e-004
6261	1.7058e-003
6262	1.6742e-003
6263	1.4094e-005
6264	3.7704e-005
6265	5.7416e-005
6266	7.4054e-005
6267	8.8344e-005
6268	9.4944e-005
6269	1.0101e-004
6270	1.1289e-004
6271	1.2512e-004
6272	1.3975e-004
6273	1.4866e-004
6274	1.5934e-004
6275	1.8942e-004
6276	2.4231e-004
6277	3.2567e-004
6278	1.646e-003
6279	1.4187e-003
6280	1.0987e-003
6281	-1.4424e-005
6282	7.1117e-004
6283	1.2767e-003
6284	1.4995e-003
6285	1.0271e-003
6286	6.6724e-004
6287	5.7829e-004
6288	6.5035e-004
6289	1.5498e-003
6290	1.4975e-003
6291	9.8515e-004
6292	1.1488e-003
6293	1.5196e-003
6294	2.9545e-003
6295	2.9516e-003
6296	2.4172e-003
6297	8.6916e-004
6298	1.5481e-003
6299	6.1836e-004
6300	7.6296e-004
6301	1.3084e-003
6302	1.2024e-003
6303	-3.6427e-005
6304	-3.5655e-005
6305	-3.6021e-005
6306	-2.6912e-005
6307	-3.1326e-005
6308	-1.3834e-005
6309	-2.1114e-005
6310	-5.1486e-006
6311	5.9725e-005
6312	7.6697e-005
6313	1.1433e-004
6314	1.7891e-004
6315	1.5638e-004
6316	2.2655e-004
6317	2.023e-004
6318	2.5153e-004
6319	3.035e-004
6320	3.8549e-004
6321	3.577e-004
6322	4.4213e-004
6323	4.1364e-004
6324	4.709e-004
6325	5.5851e-004
6326	5.2912e-004
6327	5.8804e-004
6328	6.7724e-004
6329	6.4742e-004
6330	9.6773e-004
6331	8.0457e-004
6332	7.4118e-004
6333	9.306e-004
6334	8.677e-004
6335	1.0558e-003
6336	9.9327e-004
6337	1.1181e-003
6338	1.2426e-003
6339	1.4294e-003
6340	1.3671e-003
6341	1.4919e-003
6342	1.6173e-003
6343	1.8069e-003
6344	1.7435e-003
6345	1.8704e-003
6346	1.9976e-003
6347	2.1876e-003
6348	2.1245e-003
6349	2.3122e-003
6350	2.2502e-003
6351	2.4336e-003
6352	2.3734e-003
6353	2.5499e-003
6354	2.4925e-003
6355	2.6055e-003
6356	2.7589e-003
6357	2.7103e-003
6358	2.8468e-003
6359	2.8044e-003
6360	2.8856e-003
6361	2.9308e-003
6362	2.8601e-003
6363	2.8835e-003
6364	2.8144e-003
6365	2.837e-003
6366	2.7705e-003
6367	2.7922e-003
6368	2.729e-003
6369	2.7494e-003
6370	2.6901e-003
6371	2.7091e-003
6372	2.6541e-003
6373	2.6716e-003
6374	2.6207e-003
6375	2.6369e-003
6376	2.6044e-003
6377	2.5559e-003
6378	2.5727e-003
6379	2.5166e-003
6380	2.5376e-003
6381	2.4902e-003
6382	2.2542e-003
6383	1.8671e-003
6384	1.9909e-003
6385	1.7456e-003
6386	1.513e-003
6387	1.2861e-003
6388	9.2895e-004
6389	1.0469e-003
6390	6.9833e-004
6391	8.1511e-004
6392	5.8964e-004
6393	6.4064e-004
6394	6.0975e-004
6395	8.4712e-004
6396	7.8308e-004
6397	1.5925e-003
6398	1.5592e-003
6399	-2.7149e-005
6400	-1.3368e-005
6401	-8.9639e-007
6402	1.0404e-005
6403	2.9992e-005
6404	5.9825e-005
6405	7.1349e-005
6406	7.6576e-005
6407	8.1389e-005
