Node Number	Directional Deformation (m)
5623	4.9617e-003
5624	4.812e-003
5625	4.6649e-003
5626	4.5208e-003
5627	4.5925e-003
5628	4.3801e-003
5629	4.2425e-003
5630	4.1079e-003
5631	4.1749e-003
5632	2.209e-003
5633	2.0727e-003
5634	3.7279e-003
5635	3.8329e-003
5636	3.5161e-003
5637	3.4093e-003
5638	3.0857e-003
5639	3.1941e-003
5640	2.8674e-003
5641	2.6474e-003
5642	2.7576e-003
5643	2.4262e-003
5644	2.5369e-003
5645	2.2045e-003
5646	1.9829e-003
5647	2.0937e-003
5648	1.7621e-003
5649	1.8724e-003
5650	1.5429e-003
5651	1.3273e-003
5652	1.4344e-003
5653	1.2729e-003
5654	1.3263e-003
5655	1.3e-003
5656	1.3844e-003
5657	1.3554e-003
5658	1.4491e-003
5659	1.4161e-003
5660	1.5243e-003
5661	1.4849e-003
5662	1.613e-003
5663	4.5564e-003
5664	4.454e-003
5665	5.8062e-003
5666	5.6168e-003
5667	5.5217e-003
5668	5.4257e-003
5669	5.2319e-003
5670	5.1355e-003
5671	5.0387e-003
5672	4.85e-003
5673	4.7572e-003
5674	1.6624e-003
5675	4.665e-003
5676	4.0413e-003
5677	1.9867e-003
5678	4.5548e-003
5679	4.0015e-003
5680	1.8115e-003
5681	3.4348e-003
5682	1.7033e-003
5683	4.5936e-003
5684	5.9353e-003
5685	5.8035e-003
5686	5.6632e-003
5687	5.5172e-003
5688	5.5911e-003
5689	5.3678e-003
5690	5.2169e-003
5691	5.0663e-003
5692	4.917e-003
5693	4.77e-003
5694	4.6259e-003
5695	4.6976e-003
5696	4.4847e-003
5697	4.3467e-003
5698	4.2115e-003
5699	4.0788e-003
5700	4.1448e-003
5701	2.2649e-003
5702	2.1268e-003
5703	3.872e-003
5704	3.9754e-003
5705	3.6636e-003
5706	3.768e-003
5707	3.4532e-003
5708	3.2409e-003
5709	3.3473e-003
5710	3.0267e-003
5711	3.134e-003
5712	2.8109e-003
5713	2.919e-003
5714	2.594e-003
5715	2.7026e-003
5716	2.3762e-003
5717	2.1583e-003
5718	1.9409e-003
5719	2.0496e-003
5720	1.7246e-003
5721	1.5101e-003
5722	1.2983e-003
5723	1.404e-003
5724	1.1146e-003
5725	1.0913e-003
5726	1.1613e-003
5727	1.2093e-003
5728	1.1857e-003
5729	1.2607e-003
5730	1.2354e-003
5731	1.3195e-003
5732	1.2899e-003
5733	1.387e-003
5734	1.3526e-003
5735	1.4688e-003
5736	1.577e-003
5737	4.4491e-003
5738	4.3416e-003
5739	6.0547e-003
5740	5.9617e-003
5741	5.8685e-003
5742	5.7766e-003
5743	5.4965e-003
5744	5.3087e-003
5745	5.2156e-003
5746	5.1226e-003
5747	4.9403e-003
5748	4.8508e-003
5749	4.7631e-003
5750	4.6772e-003
5751	1.578e-003
5752	2.0421e-003
5753	4.4533e-003
5754	4.1179e-003
5755	6.1474e-003
5756	4.0129e-003
5757	1.9578e-003
5758	3.5233e-003
5759	2.8696e-003
5760	3.2973e-003
5761	1.7951e-003
5762	4.5769e-003
5763	6.0295e-003
5764	5.8998e-003
5765	5.7616e-003
5766	5.6173e-003
5767	5.6903e-003
5768	5.4693e-003
5769	5.5439e-003
5770	5.3196e-003
5771	5.1697e-003
5772	5.0209e-003
5773	4.8741e-003
5774	4.9473e-003
5775	4.7299e-003
5776	4.8017e-003
5777	4.5886e-003
5778	4.4501e-003
5779	4.3144e-003
5780	4.1812e-003
5781	4.2475e-003
5782	2.3246e-003
5783	2.1844e-003
5784	3.8072e-003
5785	3.9102e-003
5786	3.7037e-003
5787	3.3908e-003
5788	3.4955e-003
5789	3.1802e-003
5790	3.2857e-003
5791	2.9681e-003
5792	3.0743e-003
5793	2.7548e-003
5794	2.8616e-003
5795	2.5408e-003
5796	2.6479e-003
5797	2.3263e-003
5798	2.4335e-003
5799	2.1122e-003
5800	1.8988e-003
5801	2.0054e-003
5802	1.6869e-003
5803	1.4771e-003
5804	1.5817e-003
5805	1.27e-003
5806	1.3732e-003
5807	1.0661e-003
5808	1.009e-003
5809	9.881e-004
5810	1.0508e-003
5811	1.0935e-003
5812	1.139e-003
5813	1.1909e-003
5814	1.1648e-003
5815	1.2513e-003
5816	1.2204e-003
5817	1.3264e-003
5818	1.2864e-003
5819	1.5047e-003
5820	4.3434e-003
5821	4.229e-003
5822	6.0186e-003
5823	5.9271e-003
5824	5.7453e-003
5825	5.6556e-003
5826	5.5638e-003
5827	5.4731e-003
5828	5.382e-003
5829	5.2912e-003
5830	5.202e-003
5831	5.0258e-003
5832	4.9389e-003
5833	4.8516e-003
5834	6.2014e-003
5835	4.1151e-003
5836	2.5282e-003
5837	2.022e-003
5838	3.9762e-003
5839	4.4428e-003
5840	6.2396e-003
5841	6.2928e-003
5842	6.1233e-003
5843	5.9956e-003
5844	5.8592e-003
5845	5.7165e-003
5846	5.7887e-003
5847	5.5698e-003
5848	5.6437e-003
5849	5.4211e-003
5850	5.272e-003
5851	5.1237e-003
5852	5.1978e-003
5853	4.9772e-003
5854	5.0503e-003
5855	4.833e-003
5856	4.6915e-003
5857	4.5528e-003
5858	4.6219e-003
5859	4.4168e-003
5860	4.2832e-003
5861	4.1516e-003
5862	4.2172e-003
5863	2.3876e-003
5864	2.2461e-003
5865	3.9477e-003
5866	4.0496e-003
5867	3.7428e-003
5868	3.8454e-003
5869	3.5365e-003
5870	3.6398e-003
5871	3.3288e-003
5872	3.4328e-003
5873	3.1198e-003
5874	3.2244e-003
5875	2.9097e-003
5876	2.6989e-003
5877	2.5933e-003
5878	2.2764e-003
5879	2.3819e-003
5880	2.0659e-003
5881	1.8564e-003
5882	1.961e-003
5883	1.6488e-003
5884	1.4434e-003
5885	1.241e-003
5886	1.0418e-003
5887	8.4674e-004
5888	9.0438e-004
5889	8.8582e-004
5890	9.2319e-004
5891	9.7879e-004
5892	9.6036e-004
5893	1.0186e-003
5894	1.063e-003
5895	1.0411e-003
5896	1.117e-003
5897	1.0896e-003
5898	1.1832e-003
5899	1.1487e-003
5900	1.2633e-003
5901	1.4002e-003
5902	4.2403e-003
5903	4.1241e-003
5904	6.2511e-003
5905	6.0716e-003
5906	5.716e-003
5907	5.6269e-003
5908	5.5391e-003
5909	5.4513e-003
5910	5.364e-003
5911	5.2774e-003
5912	5.1912e-003
5913	5.0229e-003
5914	4.9357e-003
5915	4.8468e-003
5916	4.6602e-003
5917	3.7144e-003
5918	2.596e-003
5919	2.1683e-003
5920	1.7854e-003
5921	4.5298e-003
5922	4.2568e-003
5923	3.9223e-003
5924	1.5906e-003
5925	3.4721e-003
5926	6.4317e-003
5927	4.0861e-003
5928	2.8074e-003
5929	2.0935e-003
5930	7.3161e-004
5931	4.456e-003
5932	4.2813e-003
5933	4.2188e-003
5934	1.8013e-003
5935	4.4623e-003
5936	3.0215e-003
5937	3.8056e-003
5938	6.3313e-003
5939	6.3836e-003
5940	6.2168e-003
5941	6.2758e-003
5942	6.0908e-003
5943	5.956e-003
5944	6.0245e-003
5945	5.8148e-003
5946	5.8862e-003
5947	5.5217e-003
5948	5.3733e-003
5949	5.4476e-003
5950	5.2256e-003
5951	5.2994e-003
5952	5.0793e-003
5953	5.1523e-003
5954	4.9353e-003
5955	4.7938e-003
5956	4.724e-003
5957	4.5186e-003
5958	4.5865e-003
5959	4.3847e-003
5960	4.2528e-003
5961	2.4559e-003
5962	3.883e-003
5963	3.9846e-003
5964	3.6788e-003
5965	3.7811e-003
5966	3.4735e-003
5967	3.5763e-003
5968	3.267e-003
5969	3.3704e-003
5970	3.0596e-003
5971	2.8514e-003
5972	2.9556e-003
5973	2.6429e-003
5974	2.4343e-003
5975	2.5386e-003
5976	2.3301e-003
5977	2.0191e-003
5978	2.1225e-003
5979	1.8135e-003
5980	1.6099e-003
5981	1.7115e-003
5982	1.409e-003
5983	1.2111e-003
5984	1.0166e-003
5985	8.2555e-004
5986	7.6742e-004
5987	7.5004e-004
5988	8.0074e-004
5989	7.8446e-004
5990	8.3296e-004
5991	8.1716e-004
5992	8.6542e-004
5993	8.9969e-004
5994	9.3783e-004
5995	9.1899e-004
5996	9.8385e-004
5997	9.6055e-004
5998	1.0408e-003
5999	1.0113e-003
6000	1.1157e-003
6001	1.0761e-003
6002	1.2222e-003
6003	1.1696e-003
6004	1.385e-003
6005	1.308e-003
6006	1.6319e-003
6007	1.9495e-003
6008	3.7115e-003
6009	2.0528e-003
6010	1.8114e-003
6011	4.4352e-003
6012	4.142e-003
6013	4.0296e-003
6014	1.6469e-003
6015	1.7231e-003
6016	6.3862e-003
6017	6.2973e-003
6018	6.1202e-003
6019	5.9449e-003
6020	5.7718e-003
6021	5.6854e-003
6022	5.6012e-003
6023	5.432e-003
6024	5.348e-003
6025	5.2661e-003
6026	5.1038e-003
6027	5.0212e-003
6028	4.9341e-003
6029	4.7742e-003
6030	4.6972e-003
6031	4.6041e-003
6032	3.6334e-003
6033	3.5601e-003
6034	6.4759e-003
6035	4.1873e-003
6036	2.6688e-003
6037	2.2403e-003
6038	1.8667e-003
6039	7.1239e-004
6040	4.2727e-003
6041	4.3862e-003
6042	4.1586e-003
6043	3.8153e-003
6044	1.7757e-003
6045	1.9612e-003
6046	4.4051e-003
6047	2.8856e-003
6048	2.1718e-003
6049	3.3288e-003
6050	4.0917e-003
6051	4.3121e-003
6052	4.189e-003
6053	2.1675e-003
6054	3.1054e-003
6055	2.1049e-003
6056	3.9781e-003
6057	4.2385e-003
6058	2.303e-003
6059	3.8534e-003
6060	2.3073e-003
6061	3.6934e-003
6062	6.5218e-003
6063	6.5654e-003
6064	6.4228e-003
6065	6.4743e-003
6066	6.3681e-003
6067	6.1855e-003
6068	6.2491e-003
6069	6.0522e-003
6070	6.1199e-003
6071	5.9831e-003
6072	5.7681e-003
6073	5.8407e-003
6074	5.695e-003
6075	5.5476e-003
6076	5.4001e-003
6077	5.2534e-003
6078	5.1085e-003
6079	4.8953e-003
6080	4.7564e-003
6081	4.8255e-003
6082	4.6879e-003
6083	4.5526e-003
6084	4.3538e-003
6085	4.4196e-003
6086	4.2884e-003
6087	2.3853e-003
6088	4.0212e-003
6089	4.1222e-003
6090	3.8187e-003
6091	3.9201e-003
6092	3.717e-003
6093	3.513e-003
6094	3.3081e-003
6095	3.1025e-003
6096	2.7931e-003
6097	2.8963e-003
6098	2.6899e-003
6099	2.4836e-003
6100	2.1752e-003
6101	2.2778e-003
6102	2.0734e-003
6103	1.7697e-003
6104	1.8704e-003
6105	1.5701e-003
6106	1.6696e-003
6107	1.3735e-003
6108	1.4715e-003
6109	1.2764e-003
6110	1.0848e-003
6111	8.9677e-004
6112	2.0303e-003
6113	6.2145e-004
6114	6.6928e-004
6115	6.5417e-004
6116	6.9808e-004
6117	6.8401e-004
6118	7.1217e-004
6119	7.5339e-004
6120	7.3978e-004
6121	7.6808e-004
6122	7.986e-004
6123	8.3348e-004
6124	8.7604e-004
6125	9.6658e-004
6126	9.3178e-004
6127	1.0094e-003
6128	1.1298e-003
6129	1.3436e-003
6130	1.8129e-003
6131	4.0268e-003
6132	4.33e-003
6133	4.0405e-003
6134	3.9267e-003
6135	1.8334e-003
6136	1.9019e-003
6137	6.5155e-003
6138	6.3389e-003
6139	6.1641e-003
6140	5.9917e-003
6141	5.8225e-003
6142	5.7386e-003
6143	5.6568e-003
6144	5.5745e-003
6145	5.494e-003
6146	5.4141e-003
6147	5.3361e-003
6148	5.1812e-003
6149	5.1049e-003
6150	5.0292e-003
6151	4.8776e-003
6152	4.7098e-003
6153	4.5571e-003
6154	3.5976e-003
6155	2.7472e-003
6156	2.3187e-003
6157	4.1265e-003
6158	4.2464e-003
6159	4.0585e-003
6160	1.944e-003
6161	2.1248e-003
6162	4.6583e-003
6163	2.5454e-003
6164	3.5734e-003
6165	6.6931e-003
6166	4.1583e-003
6167	2.9683e-003
6168	2.2551e-003
6169	3.191e-003
6170	3.953e-003
6171	4.1649e-003
6172	4.0983e-003
6173	2.3054e-003
6174	3.6831e-003
6175	2.19e-003
6176	5.1573e-004
6177	3.827e-003
6178	3.6987e-003
6179	6.6546e-003
6180	6.5649e-003
6181	6.46e-003
6182	6.2796e-003
6183	6.3425e-003
6184	6.2147e-003
6185	6.0791e-003
6186	5.8659e-003
6187	5.938e-003
6188	5.7933e-003
6189	5.6468e-003
6190	5.4999e-003
6191	5.2811e-003
6192	5.3537e-003
6193	5.2091e-003
6194	4.9962e-003
6195	5.0666e-003
6196	4.8573e-003
6197	4.9265e-003
6198	4.7888e-003
6199	4.5866e-003
6200	4.6535e-003
6201	4.4544e-003
6202	4.5203e-003
6203	4.389e-003
6204	2.4638e-003
6205	3.5002e-003
6206	3.9568e-003
6207	4.0576e-003
6208	3.7547e-003
6209	3.8558e-003
6210	3.6533e-003
6211	3.45e-003
6212	3.1439e-003
6213	3.2461e-003
6214	3.0416e-003
6215	2.8369e-003
6216	2.5301e-003
6217	2.6323e-003
6218	2.4282e-003
6219	1.9232e-003
6220	2.0234e-003
6221	1.7248e-003
6222	1.8237e-003
6223	1.6266e-003
6224	1.3367e-003
6225	1.4325e-003
6226	1.2418e-003
6227	9.6264e-004
6228	1.0548e-003
6229	8.7152e-004
6230	6.9193e-004
6231	5.3112e-004
6232	5.9635e-004
6233	5.8443e-004
6234	6.1961e-004
6235	6.427e-004
6236	6.3132e-004
6237	6.6672e-004
6238	6.5484e-004
6239	6.8e-004
6240	7.0858e-004
6241	7.433e-004
6242	8.1752e-004
6243	7.8882e-004
6244	8.5382e-004
6245	1.5237e-003
6246	1.2101e-003
6247	2.0796e-003
6248	1.8105e-003
6249	2.3342e-003
6250	3.0404e-003
6251	2.8203e-003
6252	3.4571e-003
6253	3.2537e-003
6254	3.6525e-003
6255	4.2221e-003
6256	4.0493e-003
6257	4.3857e-003
6258	4.1476e-003
6259	4.188e-003
6260	3.8139e-003
6261	2.0209e-003
6262	2.0836e-003
6263	6.5507e-003
6264	6.3757e-003
6265	6.2029e-003
6266	6.0333e-003
6267	5.8675e-003
6268	5.786e-003
6269	5.7064e-003
6270	5.5504e-003
6271	5.4e-003
6272	5.2546e-003
6273	5.1841e-003
6274	5.1143e-003
6275	4.9759e-003
6276	4.8325e-003
6277	4.7045e-003
6278	2.1179e-003
6279	2.7685e-003
6280	3.384e-003
6281	6.727e-003
6282	4.2589e-003
6283	2.8311e-003
6284	2.4033e-003
6285	3.2807e-003
6286	3.968e-003
6287	4.0968e-003
6288	3.9598e-003
6289	2.3135e-003
6290	2.5199e-003
6291	3.5015e-003
6292	3.0561e-003
6293	2.3438e-003
6294	4.2866e-004
6295	4.9927e-004
6296	9.4862e-004
6297	3.6542e-003
6298	2.2822e-003
6299	4.0143e-003
6300	3.8138e-003
6301	2.9829e-003
6302	3.1872e-003
6303	6.7015e-003
6304	6.7438e-003
6305	6.6552e-003
6306	6.4949e-003
6307	6.5516e-003
6308	6.3732e-003
6309	6.4354e-003
6310	6.3089e-003
6311	5.9629e-003
6312	5.8908e-003
6313	5.7451e-003
6314	5.5259e-003
6315	5.5989e-003
6316	5.3809e-003
6317	5.4533e-003
6318	5.3091e-003
6319	5.1668e-003
6320	4.9577e-003
6321	5.0269e-003
6322	4.8213e-003
6323	4.8893e-003
6324	4.7539e-003
6325	4.5548e-003
6326	4.6207e-003
6327	4.4894e-003
6328	4.2949e-003
6329	4.3595e-003
6330	3.3738e-003
6331	4.0938e-003
6332	4.1942e-003
6333	3.8926e-003
6334	3.9933e-003
6335	3.6909e-003
6336	3.7918e-003
6337	3.5898e-003
6338	3.3871e-003
6339	3.0823e-003
6340	3.184e-003
6341	2.9806e-003
6342	2.7772e-003
6343	2.473e-003
6344	2.5743e-003
6345	2.3721e-003
6346	2.1712e-003
6347	1.8737e-003
6348	1.9723e-003
6349	1.6785e-003
6350	1.7757e-003
6351	1.4865e-003
6352	1.5821e-003
6353	1.2982e-003
6354	1.3919e-003
6355	1.2055e-003
6356	9.3335e-004
6357	1.0231e-003
6358	7.5697e-004
6359	8.4469e-004
6360	6.7022e-004
6361	4.4148e-004
6362	4.7537e-004
6363	4.6471e-004
6364	4.9548e-004
6365	4.8566e-004
6366	5.1452e-004
6367	5.0517e-004
6368	5.3329e-004
6369	5.2402e-004
6370	5.5265e-004
6371	5.4304e-004
6372	5.7374e-004
6373	5.6321e-004
6374	5.9823e-004
6375	5.8592e-004
6376	6.133e-004
6377	6.7251e-004
6378	6.4908e-004
6379	7.3873e-004
6380	7.0155e-004
6381	7.894e-004
6382	1.2711e-003
6383	2.1095e-003
6384	1.8286e-003
6385	2.3841e-003
6386	2.8856e-003
6387	3.328e-003
6388	3.9053e-003
6389	3.7277e-003
6390	4.2511e-003
6391	4.0783e-003
6392	4.4073e-003
6393	3.9931e-003
6394	4.0387e-003
6395	3.58e-003
6396	3.6988e-003
6397	2.2075e-003
6398	2.2742e-003
6399	6.8439e-003
6400	6.7561e-003
6401	6.6684e-003
6402	6.5809e-003
6403	6.4073e-003
6404	6.0691e-003
6405	5.9065e-003
6406	5.8271e-003
6407	5.7495e-003
6408	5.673e-003
6409	5.5988e-003
6410	5.4553e-003
6411	5.3196e-003
6412	5.2543e-003
6413	5.1921e-003
6414	5.0681e-003
6415	4.9474e-003
