Node Number	Normal Stress (Pa)
21455	0.93788
21456	0.92372
21457	0.92144
21458	0.93743
21459	0.93944
21460	0.91943
21461	0.93788
21462	0.95627
21463	0.94242
21464	0.9201
21465	0.95985
21466	1.4412
21467	1.4572
21468	1.4624
21469	0.92234
21470	0.96482
21471	0.94703
21472	1.0309
21473	1.0313
21474	1.3519
21475	1.3691
21476	1.3635
21477	1.0325
21478	1.0197
21479	1.0118
21480	0.99735
21481	1.1387
21482	1.1643
21483	1.1445
21484	1.425
21485	1.4446
21486	1.4198
21487	1.242
21488	1.2579
21489	1.2505
21490	1.2371
21491	1.5092
21492	1.5067
21493	1.5286
21494	0.90655
21495	0.93302
21496	0.91153
21497	0.88437
21498	0.98006
21499	0.97392
21500	0.98311
21501	0.99642
21502	1.0004
21503	0.99198
21504	1.0156
21505	1.011
21506	1.0083
21507	1.0222
21508	1.0232
21509	1.0281
21510	1.0174
21511	1.0209
21512	1.0328
21513	1.0333
21514	1.0377
21515	1.0397
21516	1.0444
21517	1.0414
21518	1.0439
21519	1.0466
21520	1.0481
21521	1.0456
21522	1.049
21523	1.0493
21524	1.0483
21525	1.0451
21526	1.0491
21527	1.0471
21528	1.0429
21529	1.0454
21530	1.0442
21531	1.0392
21532	1.0434
21533	1.0412
21534	1.0346
21535	1.0359
21536	1.0387
21537	1.0302
21538	1.0294
21539	1.0331
21540	1.0273
21541	1.0277
21542	1.0243
21543	1.0239
21544	1.0266
21545	1.3391
21546	1.3409
21547	1.3253
21548	1.3556
21549	1.0315
21550	1.0354
21551	1.0315
21552	1.0279
21553	1.0393
21554	1.0432
21555	1.0387
21556	1.0351
21557	1.0508
21558	1.0457
21559	1.047
21560	1.0544
21561	1.0578
21562	1.0522
21563	1.0602
21564	1.049
21565	1.061
21566	1.064
21567	1.0578
21568	1.0551
21569	1.0667
21570	1.0691
21571	1.0623
21572	1.0602
21573	1.0708
21574	1.0711
21575	1.0654
21576	1.0727
21577	1.0641
21578	1.0667
21579	1.0745
21580	1.0739
21581	1.0742
21582	1.066
21583	1.0747
21584	1.0732
21585	1.063
21586	1.0716
21587	1.0648
21588	1.0576
21589	1.0665
21590	1.0693
21591	1.0589
21592	1.0498
21593	1.063
21594	1.0542
21595	1.04
21596	1.0492
21597	1.0452
21598	1.0534
21599	1.0628
21600	1.0684
21601	1.0783
21602	1.0287
21603	1.0381
21604	1.0439
21605	1.1295
21606	1.1135
21607	1.1036
21608	1.1561
21609	1.1837
21610	1.1669
21611	1.1399
21612	1.2122
21613	1.2418
21614	1.2242
21615	1.1952
21616	1.2729
21617	1.3053
21618	1.2871
21619	1.255
21620	1.3389
21621	1.3558
21622	1.3736
21623	1.3207
21624	1.4306
21625	1.4463
21626	1.4095
21627	1.5261
21628	1.4841
21629	1.5106
21630	1.4893
21631	1.0651
21632	1.0546
21633	1.0871
21634	1.0952
21635	0.95679
21636	0.96275
21637	0.96453
21638	0.95509
21639	0.9507
21640	0.94821
21641	0.95932
21642	0.94451
21643	0.94119
21644	0.93834
21645	0.93396
21646	0.94875
21647	0.91278
21648	0.92643
21649	0.92087
21650	0.91133
21651	0.89994
21652	0.91582
21653	0.90729
21654	0.89411
21655	0.88891
21656	0.9041
21657	0.90009
21658	0.88078
21659	0.90164
21660	0.90002
21661	0.87823
21662	0.90194
21663	0.8773
21664	0.92663
21665	0.87869
21666	1.5556
21667	1.5455
21668	1.5634
21669	1.3728
21670	1.3901
21671	1.3871
21672	1.0418
21673	1.0046
21674	1.0282
21675	1.1086
21676	1.1348
21677	1.1166
21678	0.96171
21679	0.9685
21680	0.96968
21681	1.0245
21682	1.0212
21683	1.0214
21684	1.427
21685	1.4086
21686	1.4056
21687	1.248
21688	1.229
21689	1.2258
21690	1.3037
21691	1.3146
21692	1.3238
21693	1.3109
21694	1.2639
21695	1.2711
21696	1.2796
21697	1.4868
21698	1.4871
21699	1.507
21700	0.88869
21701	0.8694
21702	0.8343
21703	0.85799
21704	0.98299
21705	0.9776
21706	0.98536
21707	0.99671
21708	0.99286
21709	0.99999
21710	1.0129
21711	1.009
21712	1.0067
21713	1.0185
21714	1.0235
21715	1.0193
21716	1.0144
21717	1.0279
21718	1.0274
21719	1.0317
21720	1.0236
21721	1.0284
21722	1.0332
21723	1.0349
21724	1.0374
21725	1.0368
21726	1.0407
21727	1.0394
21728	1.0418
21729	1.0383
21730	1.0415
21731	1.0416
21732	1.041
21733	1.0379
21734	1.0383
21735	1.0456
21736	1.04
21737	1.0361
21738	1.0386
21739	1.0372
21740	1.033
21741	1.0369
21742	1.035
21743	1.0292
21744	1.0306
21745	1.0329
21746	1.0258
21747	1.0248
21748	1.0283
21749	1.0233
21750	1.0209
21751	1.0203
21752	1.0226
21753	1.3574
21754	1.3568
21755	1.3413
21756	1.3739
21757	1.0278
21758	1.0312
21759	1.0276
21760	1.0245
21761	1.0307
21762	1.0345
21763	1.0409
21764	1.044
21765	1.0394
21766	1.0366
21767	1.0422
21768	1.0378
21769	1.0468
21770	1.0495
21771	1.0444
21772	1.042
21773	1.0519
21774	1.054
21775	1.0484
21776	1.0465
21777	1.0558
21778	1.0573
21779	1.0512
21780	1.05
21781	1.0584
21782	1.059
21783	1.0523
21784	1.052
21785	1.0591
21786	1.0517
21787	1.0588
21788	1.0523
21789	1.0663
21790	1.0566
21791	1.049
21792	1.058
21793	1.0546
21794	1.0441
21795	1.052
21796	1.0468
21797	1.0452
21798	1.0369
21799	1.0489
21800	1.0409
21801	1.0362
21802	1.0276
21803	1.0541
21804	1.0326
21805	1.0309
21806	1.0165
21807	1.0253
21808	1.0223
21809	1.0041
21810	1.0194
21811	1.0133
21812	1.0475
21813	1.0568
21814	1.0725
21815	1.032
21816	1.0227
21817	1.0979
21818	1.1077
21819	1.1239
21820	1.1611
21821	1.1507
21822	1.1784
21823	1.2374
21824	1.2188
21825	1.2072
21826	1.2692
21827	1.3026
21828	1.2827
21829	1.25
21830	1.3377
21831	1.3746
21832	1.3543
21833	1.3175
21834	1.4136
21835	1.4346
21836	1.4544
21837	1.3932
21838	1.3924
21839	1.6213
21840	1.5824
21841	1.5902
21842	1.6117
21843	1.0766
21844	1.0649
21845	1.0997
21846	0.93869
21847	0.93718
21848	0.94651
21849	0.92837
21850	0.93064
21851	0.91418
21852	0.92684
21853	0.92246
21854	0.90998
21855	0.90596
21856	0.90045
21857	0.91962
21858	0.89791
21859	0.89114
21860	0.89012
21861	0.88171
21862	0.906
21863	0.88272
21864	0.8727
21865	0.87574
21866	0.86381
21867	0.8555
21868	0.86937
21869	0.85893
21870	0.8637
21871	0.84065
21872	0.85552
21873	0.83449
21874	0.83024
21875	0.85405
21876	0.96124
21877	0.95383
21878	0.95405
21879	1.0181
21880	1.0184
21881	1.3547
21882	1.35
21883	1.3393
21884	1.3361
21885	1.4268
21886	1.4448
21887	1.4467
21888	1.1259
21889	1.1456
21890	1.1621
21891	1.1605
21892	0.94092
21893	0.91467
21894	0.9146
21895	0.96803
21896	0.97398
21897	0.97462
21898	0.96803
21899	0.96152
21900	0.98586
21901	0.98119
21902	0.98763
21903	0.99713
21904	0.99977
21905	0.99385
21906	1.0105
21907	1.0072
21908	1.0053
21909	1.0152
21910	1.0194
21911	1.0157
21912	1.0117
21913	1.0231
21914	1.0225
21915	1.0263
21916	1.0193
21917	1.0273
21918	1.031
21919	1.0289
21920	1.0338
21921	1.0302
21922	1.0327
21923	1.0345
21924	1.0348
21925	1.0315
21926	1.0311
21927	1.0378
21928	1.0346
21929	1.0312
21930	1.0341
21931	1.0315
21932	1.0297
21933	1.0322
21934	1.0333
21935	1.0292
21936	1.0273
21937	1.0308
21938	1.0275
21939	1.0256
21940	1.0241
21941	1.0258
21942	1.0312
21943	1.0205
21944	1.0236
21945	1.0216
21946	1.0175
21947	1.0168
21948	1.0195
21949	1.0155
21950	1.0159
21951	1.0136
21952	1.0132
21953	1.015
21954	1.3732
21955	1.3697
21956	1.3912
21957	1.3893
21958	1.0186
21959	1.0214
21960	1.0187
21961	1.0161
21962	1.0243
21963	1.0271
21964	1.0239
21965	1.0213
21966	1.0298
21967	1.0325
21968	1.0288
21969	1.0337
21970	1.0264
21971	1.035
21972	1.0374
21973	1.0333
21974	1.0311
21975	1.0395
21976	1.0369
21977	1.0414
21978	1.0352
21979	1.0393
21980	1.043
21981	1.0443
21982	1.0458
21983	1.0404
21984	1.0453
21985	1.0403
21986	1.046
21987	1.0448
21988	1.0435
21989	1.0371
21990	1.0387
21991	1.0456
21992	1.0393
21993	1.0325
21994	1.0417
21995	1.0363
21996	1.0256
21997	1.0329
21998	1.0293
21999	1.0166
22000	1.0288
22001	1.0243
22002	1.0057
22003	1.0138
22004	1.0192
22005	0.99325
22006	1.0079
22007	1.0017
22008	0.97986
22009	0.9888
22010	0.99529
22011	0.96646
22012	0.97591
22013	0.99155
22014	0.98235
22015	1.0413
22016	1.0664
22017	1.0506
22018	1.0258
22019	1.0164
22020	1.0758
22021	1.0821
22022	1.0918
22023	1.1445
22024	1.1546
22025	1.1722
22026	1.1178
22027	1.1277
22028	1.1341
22029	1.2315
22030	1.2123
22031	1.2011
22032	1.2635
22033	1.2976
22034	1.2764
22035	1.2436
22036	1.3341
22037	1.3729
22038	1.35
22039	1.312
22040	1.4143
22041	1.4347
22042	1.4584
22043	1.3908
22044	1.5325
22045	1.555
22046	1.5234
22047	1.5051
22048	1.6466
22049	1.6443
22050	1.6107
22051	1.6679
22052	1.088
22053	1.0753
22054	1.0513
22055	1.1109
22056	0.94617
22057	0.95411
22058	0.9455
22059	0.92644
22060	0.92686
22061	0.93639
22062	0.88562
22063	0.88161
22064	0.89625
22065	0.87494
22066	0.86976
22067	0.8643
22068	0.85753
22069	0.85379
22070	0.84555
22071	0.84357
22072	0.83335
22073	0.83386
22074	0.82174
22075	0.81017
22076	0.84773
22077	0.82468
22078	0.80922
22079	0.78935
22080	0.81622
22081	0.8041
22082	0.78105
22083	0.77523
22084	0.80453
22085	0.82791
22086	0.76331
22087	0.79156
22088	0.80065
22089	0.82434
22090	1.1899
22091	1.2149
22092	1.2114
22093	1.1883
22094	1.3651
22095	1.3573
22096	1.3443
22097	1.4231
22098	1.4084
22099	1.4065
22100	1.5433
22101	1.5639
22102	1.5501
22103	1.568
22104	0.78467
22105	0.75076
22106	0.81497
22107	0.78548
22108	1.0611
22109	1.0465
22110	1.0208
22111	1.0371
22112	1.1306
22113	1.1529
22114	1.6658
22115	1.6346
22116	1.637
22117	1.237
22118	1.258
22119	1.2525
22120	1.2335
22121	0.96871
22122	0.9636
22123	0.9697
22124	0.9622
22125	1.0138
22126	1.0115
22127	1.0117
22128	1.3487
22129	1.3371
22130	1.3265
22131	1.3357
22132	1.4411
22133	1.4582
22134	1.4643
22135	0.95054
22136	0.95999
22137	0.9343
22138	0.94413
22139	0.84943
22140	0.88129
22141	0.81994
22142	0.85271
22143	1.0291
22144	1.0108
22145	1.0034
22146	0.98176
22147	0.76922
22148	0.72148
22149	0.79043
22150	0.77049
22151	0.7169
22152	1.6881
22153	1.6829
22154	1.6537
22155	1.7067
22156	0.75944
22157	0.72553
22158	0.75888
22159	0.71114
22160	0.68963
22161	0.77694
22162	1.325
22163	1.3099
22164	1.3145
22165	1.302
22166	1.1945
22167	0.97398
22168	0.97931
22169	0.9791
22170	0.97435
22171	0.98463
22172	0.9886
22173	0.98984
22174	0.98388
22175	0.97996
22176	0.99971
22177	0.99763
22178	0.99489
22179	1.0042
22180	1.0084
22181	1.0057
22182	1.0018
22183	1.0023
22184	1.0122
22185	1.0126
22186	1.0157
22187	1.0093
22188	1.0252
22189	1.0234
22190	1.0218
22191	1.0265
22192	1.0275
22193	1.0242
22194	1.0232
22195	1.029
22196	1.028
22197	1.0283
22198	1.0253
22199	1.0249
22200	1.0282
22201	1.0278
22202	1.0251
22203	1.0253
22204	1.0271
22205	1.0239
22206	1.0262
22207	1.0238
22208	1.0219
22209	1.0251
22210	1.0207
22211	1.0224
22212	1.0193
22213	1.0176
22214	1.0165
22215	1.018
22216	1.0224
22217	1.0209
22218	1.0143
22219	1.016
22220	1.0136
22221	1.0111
22222	1.0107
22223	1.0127
22224	1.3792
22225	1.3859
22226	1.0161
22227	1.0185
22228	1.016
22229	1.0139
22230	1.0209
22231	1.0232
22232	1.0203
22233	1.0182
22234	1.0254
22235	1.0275
22236	1.0242
22237	1.0223
22238	1.0294
22239	1.0275
22240	1.0311
22241	1.026
22242	1.0337
22243	1.0298
22244	1.0325
22245	1.0346
22246	1.0307
22247	1.035
22248	1.0304
22249	1.0383
22250	1.0348
22251	1.0351
22252	1.0301
22253	1.034
22254	1.0328
22255	1.0276
22256	1.0397
22257	1.0291
22258	1.0257
22259	1.031
22260	1.0259
22261	1.0165
22262	1.0225
22263	1.0201
22264	1.0351
22265	1.0287
22266	1.0141
22267	1.0076
22268	1.0186
22269	1.0092
22270	0.99674
22271	1.0038
22272	1.0025
22273	1.0214
22274	0.98408
22275	0.99162
22276	0.99788
22277	0.98504
22278	0.97011
22279	0.97821
22280	0.96422
22281	0.97124
22282	0.95549
22283	0.95727
22284	0.94106
22285	0.98523
22286	1.0102
22287	0.99474
22288	1.0009
22289	0.96966
22290	1.0351
22291	1.0601
22292	1.0445
22293	1.0197
22294	1.0854
22295	1.1014
22296	1.1113
22297	1.0949
22298	1.0695
22299	1.1476
22300	1.1378
22301	1.1653
22302	1.2243
22303	1.1941
22304	1.2048
22305	1.2564
22306	1.2908
22307	1.2687
22308	1.2358
22309	1.3279
22310	1.3679
22311	1.3428
22312	1.3044
22313	1.4112
22314	1.4583
22315	1.4308
22316	1.3849
22317	1.5095
22318	1.5637
22319	1.5366
22320	1.4813
22321	1.482
22322	1.6199
22323	1.6768
22324	1.6584
22325	1.596
22326	1.5862
22327	1.7291
22328	1.742
22329	1.7816
22330	1.7727
22331	1.7232
22332	1.7004
22333	1.7227
22334	1.7412
22335	1.772
22336	1.7823
22337	1.5137
22338	1.5322
22339	1.5222
22340	1.2
22341	1.1748
22342	1.199
22343	1.6477
22344	1.6132
22345	1.5765
22346	1.5456
22347	1.5996
22348	1.7042
22349	0.81237
22350	1.0981
22351	1.0861
22352	1.1218
22353	1.6812
22354	1.6524
22355	1.6871
22356	1.6557
22357	1.7073
22358	0.94726
22359	0.9566
22360	0.9552
22361	0.94919
22362	0.93888
22363	0.93725
22364	0.91618
22365	0.92663
22366	0.91543
22367	0.89094
22368	0.90478
22369	0.89147
22370	0.90369
22371	0.86575
22372	0.86343
22373	0.87879
22374	0.85234
22375	0.84905
22376	0.83402
22377	0.83878
22378	0.81152
22379	0.80347
22380	0.82511
22381	0.79805
22382	0.78826
22383	0.7726
22384	0.78479
22385	0.76119
22386	0.74339
22387	0.77243
22388	0.75218
22389	0.73033
22390	0.71947
22391	0.74519
22392	0.72801
22393	0.69917
22394	0.73715
22395	0.72154
22396	0.68976
22397	0.75626
22398	0.68565
22399	1.2195
22400	1.2225
22401	1.2412
22402	0.96523
22403	0.95875
22404	1.0093
22405	1.0096
22406	1.3604
22407	1.3714
22408	1.4178
22409	1.4334
22410	1.5527
22411	1.5731
22412	1.5862
22413	0.91804
22414	0.90799
22415	0.92482
22416	0.81918
22417	0.80423
22418	0.84268
22419	0.8779
22420	1.0715
22421	1.0567
22422	1.1441
22423	1.1697
22424	1.6212
22425	1.5963
22426	1.6094
22427	1.6264
22428	1.5954
22429	0.65971
22430	0.66275
22431	1.3487
22432	1.3338
22433	1.4504
22434	1.4662
22435	1.4766
22436	1.2826
22437	1.2765
22438	1.2622
22439	0.83812
22440	0.84038
22441	0.86186
22442	0.90976
22443	0.94088
22444	0.91248
22445	1.0384
22446	1.0186
22447	0.99038
22448	1.5588
22449	1.5251
22450	1.3187
22451	1.3006
22452	1.2945
22453	1.4837
22454	1.4997
22455	1.4941
22456	0.81818
22457	0.87139
22458	0.87612
22459	0.96963
22460	0.99575
22461	0.96756
22462	0.94124
22463	1.4809
22464	1.4942
22465	1.4409
22466	0.81841
22467	0.88362
22468	0.87635
22469	0.81985
22470	1.4118
22471	1.4515
22472	1.5349
22473	0.89313
22474	0.89801
22475	0.83424
22476	0.97133
22477	0.97534
22478	0.97654
22479	0.9731
22480	0.96752
22481	0.97947
22482	0.98367
22483	0.98381
22484	0.98014
22485	0.9875
22486	0.98785
22487	0.99594
22488	0.99973
22489	0.99815
22490	0.99472
22491	0.99196
22492	0.9932
22493	1.0033
22494	1.0066
22495	1.0044
22496	1.0014
22497	1.0072
22498	1.0096
22499	1.0147
22500	1.0168
22501	1.0139
22502	1.018
22503	1.012
22504	1.0123
22505	1.0154
22506	1.0156
22507	1.0201
22508	1.0185
22509	1.018
22510	1.0209
22511	1.0199
22512	1.0193
22513	1.0221
22514	1.0217
22515	1.0196
22516	1.0223
22517	1.0222
22518	1.0191
22519	1.0246
22520	1.0214
22521	1.0219
22522	1.0188
22523	1.017
22524	1.0198
22525	1.0177
22526	1.0165
22527	1.015
22528	1.0194
22529	1.016
22530	1.0139
22531	1.0152
22532	1.0117
22533	1.015
22534	1.0139
22535	1.0126
22536	1.0101
22537	1.0089
22538	1.0083
22539	1.0094
22540	1.0121
22541	1.0113
22542	1.0073
22543	1.0077
22544	1.4087
22545	1.3945
22546	1.4012
22547	1.0099
22548	1.0118
22549	1.01
22550	1.0082
22551	1.008
22552	1.0138
22553	1.0157
22554	1.0135
22555	1.0118
22556	1.0153
22557	1.0176
22558	1.0186
22559	1.0212
22560	1.0195
22561	1.0212
22562	1.0227
22563	1.0241
22564	1.0228
22565	1.026
22566	1.0252
22567	1.0288
22568	1.0266
22569	1.0263
22570	1.0227
22571	1.0231
22572	1.0265
22573	1.0218
22574	1.0306
22575	1.0256
22576	1.0186
22577	1.0227
22578	1.0244
22579	1.0178
22580	1.0145
22581	1.0231
22582	1.0097
22583	1.0205
22584	1.0133
22585	1.0058
22586	1.0107
22587	1.0014
22588	0.99594
22589	0.99024
22590	0.99597
22591	1.0063
22592	1.0123
22593	0.99001
22594	0.98362
22595	0.97731
22596	0.98403
22597	0.97683
22598	0.96971
22599	0.96272
22600	0.97022
22601	0.99063
22602	0.95499
22603	0.97725
22604	0.96232
22605	0.93899
22606	0.95475
22607	0.96286
22608	0.94711
22609	0.923
22610	0.94822
22611	0.93949
22612	0.93202
22613	1.5182
22614	1.5352
22615	0.91172
22616	0.92787
22617	0.90115
22618	0.97918
22619	1.0042
22620	0.98895
22621	0.9638
22622	0.95381
22623	1.029
22624	1.0539
22625	1.0385
22626	1.0138
22627	1.0634
22628	1.079
22629	1.1308
22630	1.1579
22631	1.1404
22632	1.1141
22633	1.1209
22634	1.1046
22635	1.1679
22636	1.1756
22637	1.1863
22638	1.2272
22639	1.2481
22640	1.2162
22641	1.2952
22642	1.2823
22643	1.3194
22644	1.3761
22645	1.3599
22646	1.4046
22647	1.5085
22648	1.5689
22649	1.5349
22650	1.4757
22651	1.4539
22652	1.6014
22653	1.6346
22654	1.7554
22655	1.7757
22656	1.7048
22657	1.8997
22658	1.8299
22659	1.821
22660	1.8314
22661	1.7229
22662	1.6561
22663	1.7638
22664	0.75719
22665	0.86877
22666	0.82987
22667	1.1098
22668	1.0983
22669	1.1358
22670	1.6269
22671	1.6009
22672	1.5996
22673	0.95425
22674	0.95133
22675	0.96103
22676	0.93209
22677	0.9408
22678	0.92949
22679	0.90661
22680	0.90463
22681	0.91742
22682	0.87798
22683	0.89113
22684	0.87697
22685	0.84674
22686	0.84631
22687	0.86215
22688	0.83072
22689	0.82947
22690	0.81425
22691	0.81176
22692	0.79737
22693	0.81901
22694	0.79368
22695	0.78021
22696	0.77476
22697	0.76281
22698	0.75578
22699	0.73594
22700	0.74537
22701	0.71253
22702	0.69732
22703	0.72851
22704	0.69762
22705	0.67897
22706	0.66149
22707	0.68425
22708	0.63127
22709	0.66091
22710	0.67199
22711	0.61228
22712	0.65387
22713	0.64975
22714	0.58953
22715	0.6382
22716	0.60583
22717	1.1938
22718	1.2215
22719	1.2195
22720	1.3586
22721	1.3733
22722	1.4242
22723	1.4382
22724	0.86701
22725	0.88794
22726	0.90399
22727	0.93806
22728	1.0672
22729	1.0835
22730	1.5761
22731	1.5555
22732	1.5686
22733	1.5334
22734	0.54244
22735	0.49754
22736	0.55874
22737	1.2984
22738	1.3718
22739	1.3218
22740	0.87014
22741	0.947
22742	0.9494
22743	0.97543
22744	0.97277
22745	0.97773
22746	0.96986
22747	1.0068
22748	1.0053
22749	1.0055
22750	1.0065
22751	1.3437
22752	1.3255
22753	1.454
22754	1.4677
22755	1.2867
22756	1.3074
22757	0.90942
22758	0.92216
22759	0.96918
22760	0.99871
22761	1.0474
22762	1.0248
22763	1.4998
22764	1.4597
22765	0.95427
22766	0.94657
22767	1.4837
22768	1.4975
22769	0.89492
22770	0.87831
22771	0.86676
22772	0.88435
22773	0.9393
22774	0.92689
22775	1.1614
22776	1.1887
22777	0.98013
22778	0.97831
22779	0.98533
22780	0.98134
22781	0.98447
22782	0.99078
22783	0.99081
22784	0.98764
22785	0.99693
22786	0.99981
22787	0.99865
22788	0.99612
22789	0.99392
22790	1.0011
22791	1.0025
22792	1.0073
22793	1.0054
22794	1.005
22795	1.0112
22796	1.0127
22797	1.0103
22798	1.0094
22799	1.0089
22800	1.0115
22801	1.014
22802	1.0133
22803	1.0159
22804	1.0151
22805	1.0143
22806	1.0164
22807	1.0168
22808	1.0168
22809	1.0166
22810	1.0144
22811	1.0194
22812	1.0145
22813	1.0169
22814	1.0141
22815	1.0162
22816	1.015
22817	1.0142
22818	1.0126
22819	1.0132
22820	1.0157
22821	1.0178
22822	1.0134
22823	1.0125
22824	1.0111
22825	1.0119
22826	1.0103
22827	1.0115
22828	1.0096
22829	1.0086
22830	1.0078
22831	1.0105
22832	1.0086
22833	1.0106
22834	1.0077
22835	1.0067
22836	1.0062
22837	1.007
22838	1.0054
22839	1.0059
22840	1.4109
22841	1.3985
22842	1.2456
22843	1.2442
22844	1.0083
22845	1.0099
22846	1.0083
22847	1.0069
22848	1.0115
22849	1.0131
22850	1.0113
22851	1.0098
22852	1.0127
22853	1.0147
22854	1.0151
22855	1.0161
22856	1.0174
22857	1.0192
22858	1.0198
22859	1.0173
22860	1.0221
22861	1.0169
22862	1.0184
22863	1.0175
22864	1.02
22865	1.0166
22866	1.0198
22867	1.0193
22868	1.0167
22869	1.0147
22870	1.0117
22871	1.0205
22872	1.0138
22873	1.0183
22874	1.009
22875	1.0122
22876	0.99623
22877	0.99081
22878	0.98659
22879	1.0011
22880	0.99228
22881	1.001
22882	0.98483
22883	0.97832
22884	0.97351
22885	0.98033
22886	0.96619
22887	0.97133
22888	0.95611
22889	0.94801
22890	0.94164
22891	0.95019
22892	0.96391
22893	0.93287
22894	0.93969
22895	0.92279
22896	0.91442
22897	0.90601
22898	0.93091
22899	0.91495
22900	0.93125
22901	0.89729
22902	0.90627
22903	0.88089
22904	0.89846
22905	0.89111
22906	0.90602
22907	0.92196
22908	1.0233
22909	1.0329
22910	1.048
22911	1.0084
22912	0.99856
22913	1.098
22914	1.0822
22915	1.0728
22916	1.0884
22917	1.1237
22918	1.1504
22919	1.1333
22920	1.1075
22921	1.1782
22922	1.2076
22923	1.1883
22924	1.1966
22925	1.1602
22926	1.2182
22927	1.2389
22928	1.2848
22929	1.2726
22930	1.3092
22931	1.3648
22932	1.3947
22933	1.3496
22934	1.5021
22935	1.5675
22936	1.5273
22937	1.4655
22938	1.4451
22939	1.5989
22940	1.6418
22941	1.9112
22942	1.802
22943	1.8429
22944	1.8897
22945	1.9866
22946	1.9932
22947	1.9086
22948	1.655
22949	1.5049
22950	1.5583
22951	1.5882
22952	1.729
22953	1.3962
22954	1.3616
22955	1.121
22956	1.0238
22957	1.1094
22958	1.0211
22959	1.2089
22960	1.1266
22961	1.2323
22962	0.9389
22963	0.86534
22964	0.94219
22965	0.85162
22966	1.0205
22967	0.92963
22968	0.78666
22969	0.81125
22970	0.7036
22971	0.65817
22972	0.63957
22973	0.68482
22974	0.75863
22975	0.59567
22976	0.60888
22977	0.89096
22978	0.91447
22979	0.85206
22980	0.93052
22981	1.1523
22982	1.1244
22983	1.5736
22984	1.5503
22985	1.5422
22986	0.95018
22987	0.95719
22988	0.94651
22989	0.92596
22990	0.93489
22991	0.92236
22992	0.89467
22993	0.89793
22994	0.90895
22995	0.86618
22996	0.87954
22997	0.86355
22998	0.82904
22999	0.83064
23000	0.84671
23001	0.81051
23002	0.81148
23003	0.79125
23004	0.7912
23005	0.748
23006	0.75034
23007	0.77107
23008	0.70126
23009	0.70705
23010	0.72891
23011	0.66375
23012	0.65248
23013	0.68529
23014	0.64284
23015	0.62832
23016	0.60414
23017	0.62301
23018	0.56079
23019	0.60505
23020	0.58945
23021	0.52969
23022	0.56857
23023	0.57751
23024	0.55737
23025	0.50638
23026	1.5145
23027	1.5298
23028	1.1972
23029	1.2728
23030	1.0238
23031	1.0208
23032	0.97036
23033	0.96689
23034	0.97555
23035	1.0039
23036	1.0042
23037	1.005
23038	1.3512
23039	1.3696
23040	1.4366
23041	1.4249
23042	1.2677
23043	1.2909
23044	1.2663
23045	0.9354
23046	0.95739
23047	0.96459
23048	0.99839
23049	1.077
23050	1.0958
23051	1.507
23052	1.4706
23053	1.3463
23054	1.4064
23055	1.0232
23056	1.0169
23057	1.333
23058	1.3117
23059	1.4504
23060	1.4616
23061	0.88941
23062	0.86084
23063	0.87307
23064	0.84929
23065	0.83723
23066	0.85587
23067	2.0739
23068	2.046
23069	1.9631
23070	1.0092
23071	0.99763
23072	1.4753
23073	1.4858
23074	1.0544
23075	1.0279
23076	0.97013
23077	0.98522
23078	1.1061
23079	1.1813
23080	1.0976
23081	0.98449
23082	0.98666
23083	0.98802
23084	0.98267
23085	0.98625
23086	0.98243
23087	0.98986
23088	0.9889
23089	0.99345
23090	0.99568
23091	0.99551
23092	0.99348
23093	0.99364
23094	0.99118
23095	0.99784
23096	0.9999
23097	0.9991
23098	0.99734
23099	1.0008
23100	1.0018
23101	1.0091
23102	1.0072
23103	1.008
23104	1.008
23105	1.0101
23106	1.0093
23107	1.0114
23108	1.0108
23109	1.012
23110	1.0121
23111	1.0101
23112	1.0145
23113	1.0099
23114	1.0118
23115	1.0121
23116	1.0119
23117	1.01
23118	1.0101
23119	1.0098
23120	1.0116
23121	1.0091
23122	1.0107
23123	1.0112
23124	1.0096
23125	1.0089
23126	1.0077
23127	1.0082
23128	1.0102
23129	1.0083
23130	1.0076
23131	1.0095
23132	1.0066
23133	1.0071
23134	1.006
23135	1.0069
23136	1.0055
23137	1.0048
23138	1.0043
23139	1.0048
23140	1.0062
23141	1.0038
23142	1.0042
23143	1.003
23144	1.0032
23145	1.0024
23146	1.0022
23147	1.0027
23148	1.0036
23149	1.2691
23150	1.2436
23151	1.0043
23152	1.0056
23153	1.0044
23154	1.0033
23155	1.0068
23156	1.0082
23157	1.0067
23158	1.0055
23159	1.0095
23160	1.0108
23161	1.0092
23162	1.008
23163	1.0103
23164	1.012
23165	1.0121
23166	1.0139
23167	1.013
23168	1.015
23169	1.015
23170	1.0131
23171	1.0131
23172	1.0146
23173	1.0128
23174	1.0147
23175	1.0108
23176	1.0127
23177	1.0139
23178	1.0088
23179	1.0059
23180	1.0038
23181	1.0067
23182	1.011
23183	1.0003
23184	1.0025
23185	0.99849
23186	1.0018
23187	0.99135
23188	0.99381
23189	0.98264
23190	0.97612
23191	0.97295
23192	0.97974
23193	0.98852
23194	0.96902
23195	0.96137
23196	0.95755
23197	0.96555
23198	0.95323
23199	0.94466
23200	0.94
23201	0.95838
23202	0.94902
23203	0.93572
23204	0.9265
23205	0.92083
23206	0.93059
23207	0.91087
23208	0.9171
23209	0.89817
23210	0.88888
23211	0.88068
23212	0.89067
23213	0.90762
23214	0.87988
23215	0.87129
23216	0.88885
