Node Number	Normal Stress (Pa)
5738	1.0807
5739	0.95981
5740	0.95377
5741	0.94764
5742	0.94137
5743	0.92361
5744	0.91352
5745	0.90914
5746	0.90543
5747	0.90051
5748	0.89967
5749	0.90036
5750	0.90351
5751	1.5487
5752	1.3802
5753	1.0238
5754	1.1237
5755	0.96569
5756	1.0229
5757	1.4171
5758	1.2367
5759	1.3136
5760	1.2686
5761	1.4983
5762	0.86152
5763	0.98153
5764	0.99652
5765	1.0099
5766	1.0212
5767	1.0158
5768	1.03
5769	1.0259
5770	1.0363
5771	1.0402
5772	1.0418
5773	1.0414
5774	1.0418
5775	1.0394
5776	1.0406
5777	1.036
5778	1.0318
5779	1.027
5780	1.0221
5781	1.0246
5782	1.3495
5783	1.3654
5784	1.0295
5785	1.0262
5786	1.0329
5787	1.0425
5788	1.0394
5789	1.0482
5790	1.0454
5791	1.053
5792	1.0508
5793	1.0567
5794	1.055
5795	1.0588
5796	1.0579
5797	1.0591
5798	1.0592
5799	1.0574
5800	1.0534
5801	1.0557
5802	1.0472
5803	1.0386
5804	1.0432
5805	1.0282
5806	1.0337
5807	1.0163
5808	1.0599
5809	1.0351
5810	1.1107
5811	1.1642
5812	1.2219
5813	1.2854
5814	1.2529
5815	1.3557
5816	1.3197
5817	1.4336
5818	1.3935
5819	1.6023
5820	1.0598
5821	1.0934
5822	0.94265
5823	0.93473
5824	0.91837
5825	0.90998
5826	0.90195
5827	0.89388
5828	0.88636
5829	0.87909
5830	0.8724
5831	0.86105
5832	0.8568
5833	0.85424
5834	0.95773
5835	1.0196
5836	1.3455
5837	1.4369
5838	1.1458
5839	0.91586
5840	0.97132
5841	0.96475
5842	0.98445
5843	0.99689
5844	1.008
5845	1.0174
5846	1.013
5847	1.0248
5848	1.0214
5849	1.0301
5850	1.0334
5851	1.0347
5852	1.0343
5853	1.0345
5854	1.0348
5855	1.0328
5856	1.0301
5857	1.0266
5858	1.0284
5859	1.0226
5860	1.0185
5861	1.0145
5862	1.0165
5863	1.364
5864	1.3824
5865	1.02
5866	1.0172
5867	1.0257
5868	1.0229
5869	1.0312
5870	1.0285
5871	1.0362
5872	1.0338
5873	1.0405
5874	1.0385
5875	1.0438
5876	1.0456
5877	1.046
5878	1.0442
5879	1.0454
5880	1.0406
5881	1.0347
5882	1.038
5883	1.0267
5884	1.0166
5885	1.0048
5886	0.99201
5887	0.97911
5888	1.0537
5889	1.0288
5890	1.079
5891	1.1581
5892	1.131
5893	1.2158
5894	1.2799
5895	1.2471
5896	1.3528
5897	1.3153
5898	1.4356
5899	1.3929
5900	1.5291
5901	1.6403
5902	1.0701
5903	1.106
5904	0.94993
5905	0.93172
5906	0.89091
5907	0.88034
5908	0.86955
5909	0.85904
5910	0.84853
5911	0.8386
5912	0.82912
5913	0.81219
5914	0.80624
5915	0.80196
5916	0.7942
5917	1.2014
5918	1.3546
5919	1.4167
5920	1.5579
5921	0.78205
5922	1.0416
5923	1.1453
5924	1.6528
5925	1.2457
5926	0.9661
5927	1.0126
5928	1.3375
5929	1.4527
5930	0.94727
5931	0.85096
5932	1.0069
5933	0.75227
5934	1.6822
5935	0.7316
5936	1.3134
5937	1.1783
5938	0.97663
5939	0.97132
5940	0.98727
5941	0.98198
5942	0.99736
5943	1.0064
5944	1.002
5945	1.0141
5946	1.0104
5947	1.0244
5948	1.0271
5949	1.026
5950	1.0282
5951	1.0278
5952	1.028
5953	1.0283
5954	1.0267
5955	1.0245
5956	1.0231
5957	1.0185
5958	1.0201
5959	1.0151
5960	1.0119
5961	1.3755
5962	1.0173
5963	1.0149
5964	1.022
5965	1.0197
5966	1.0264
5967	1.0243
5968	1.0303
5969	1.0285
5970	1.0332
5971	1.0349
5972	1.0342
5973	1.0351
5974	1.0335
5975	1.0345
5976	1.032
5977	1.0243
5978	1.0274
5979	1.0165
5980	1.0066
5981	1.0118
5982	0.99482
5983	0.98166
5984	0.96771
5985	0.95381
5986	0.99774
5987	0.97271
5988	1.0475
5989	1.0227
5990	1.0982
5991	1.0727
5992	1.1512
5993	1.2087
5994	1.2729
5995	1.24
5996	1.3471
5997	1.3087
5998	1.4337
5999	1.3886
6000	1.536
6001	1.483
6002	1.6482
6003	1.5915
6004	1.7529
6005	1.7054
6006	1.7514
6007	1.5287
6008	1.1893
6009	1.6013
6010	1.694
6011	0.78728
6012	1.0805
6013	1.1158
6014	1.6788
6015	1.6836
6016	0.9521
6017	0.94241
6018	0.92116
6019	0.89768
6020	0.87231
6021	0.85918
6022	0.84551
6023	0.81816
6024	0.80488
6025	0.79123
6026	0.76651
6027	0.75587
6028	0.7485
6029	0.73242
6030	0.72361
6031	0.71947
6032	1.2107
6033	1.2284
6034	0.9611
6035	1.0104
6036	1.3599
6037	1.4296
6038	1.5699
6039	0.92133
6040	0.78617
6041	0.8479
6042	1.0513
6043	1.1604
6044	1.6163
6045	1.6251
6046	0.69068
6047	1.3366
6048	1.4637
6049	1.2703
6050	0.82858
6051	0.91163
6052	1.0148
6053	1.5517
6054	1.3064
6055	1.4986
6056	0.84765
6057	0.96914
6058	1.4898
6059	0.84811
6060	1.472
6061	0.87688
6062	0.97329
6063	0.96937
6064	0.98157
6065	0.97738
6066	0.98577
6067	0.99789
6068	0.99399
6069	1.005
6070	1.0016
6071	1.0082
6072	1.0158
6073	1.0136
6074	1.0177
6075	1.0205
6076	1.022
6077	1.0223
6078	1.0217
6079	1.0193
6080	1.0171
6081	1.0183
6082	1.0159
6083	1.0133
6084	1.0095
6085	1.0107
6086	1.0083
6087	1.4061
6088	1.0108
6089	1.0089
6090	1.0147
6091	1.0128
6092	1.0167
6093	1.0204
6094	1.0235
6095	1.0257
6096	1.0266
6097	1.0266
6098	1.0261
6099	1.0237
6100	1.0162
6101	1.0193
6102	1.0127
6103	0.99878
6104	1.004
6105	0.98691
6106	0.9931
6107	0.97333
6108	0.98033
6109	0.96608
6110	0.95095
6111	0.93572
6112	1.5356
6113	0.91475
6114	0.99175
6115	0.96662
6116	1.0414
6117	1.0166
6118	1.0664
6119	1.1441
6120	1.1175
6121	1.1718
6122	1.2317
6123	1.3002
6124	1.3812
6125	1.5373
6126	1.4797
6127	1.6005
6128	1.741
6129	1.8495
6130	1.7144
6131	0.78871
6132	0.83746
6133	1.0917
6134	1.1278
6135	1.626
6136	1.6278
6137	0.9564
6138	0.93534
6139	0.91119
6140	0.8842
6141	0.85456
6142	0.83892
6143	0.82253
6144	0.80596
6145	0.78878
6146	0.77164
6147	0.75398
6148	0.72028
6149	0.70479
6150	0.69044
6151	0.66591
6152	0.65183
6153	0.62873
6154	1.2087
6155	1.3608
6156	1.4372
6157	0.85219
6158	0.90789
6159	1.062
6160	1.5763
6161	1.5658
6162	0.53455
6163	1.3516
6164	0.90938
6165	0.97404
6166	1.006
6167	1.331
6168	1.4688
6169	1.2949
6170	0.89514
6171	0.97013
6172	1.0224
6173	1.4986
6174	0.91913
6175	1.5007
6176	0.88115
6177	0.9046
6178	1.179
6179	0.97683
6180	0.98289
6181	0.98924
6182	0.99841
6183	0.99546
6184	1.0012
6185	1.0062
6186	1.012
6187	1.0103
6188	1.0134
6189	1.0155
6190	1.0167
6191	1.0168
6192	1.0169
6193	1.0164
6194	1.0146
6195	1.0154
6196	1.013
6197	1.0138
6198	1.012
6199	1.0091
6200	1.0101
6201	1.0072
6202	1.0081
6203	1.0063
6204	1.4112
6205	1.2343
6206	1.0091
6207	1.0075
6208	1.0124
6209	1.0107
6210	1.0139
6211	1.0168
6212	1.0196
6213	1.0189
6214	1.02
6215	1.0197
6216	1.0159
6217	1.0176
6218	1.0136
6219	0.99366
6220	0.99881
6221	0.9817
6222	0.98796
6223	0.97495
6224	0.95211
6225	0.9601
6226	0.9439
6227	0.91856
6228	0.92702
6229	0.91029
6230	0.89466
6231	0.9087
6232	1.0356
6233	1.011
6234	1.0852
6235	1.1368
6236	1.1107
6237	1.1925
6238	1.164
6239	1.2227
6240	1.2902
6241	1.3709
6242	1.5325
6243	1.4717
6244	1.6024
6245	1.8726
6246	1.9498
6247	1.5786
6248	1.7314
6249	1.4311
6250	1.0696
6251	1.1725
6252	0.89977
6253	0.97803
6254	0.83091
6255	0.68152
6256	0.72567
6257	0.63482
6258	0.88182
6259	0.90009
6260	1.1438
6261	1.5758
6262	1.5714
6263	0.95209
6264	0.92884
6265	0.90202
6266	0.87175
6267	0.83806
6268	0.82002
6269	0.801
6270	0.76074
6271	0.71789
6272	0.67436
6273	0.65314
6274	0.63254
6275	0.59662
6276	0.57272
6277	0.55033
6278	1.5347
6279	1.2453
6280	0.98462
6281	0.97149
6282	1.0046
6283	1.3564
6284	1.4392
6285	1.2784
6286	0.92369
6287	0.96823
6288	1.0725
6289	1.501
6290	1.3921
6291	0.98942
6292	1.32
6293	1.4667
6294	0.87547
6295	0.85237
6296	2.0234
6297	0.97401
6298	1.4942
6299	1.0273
6300	0.94919
6301	1.1492
6302	1.0629
6303	0.98555
6304	0.98342
6305	0.98777
6306	0.99458
6307	0.99232
6308	0.99889
6309	0.99678
6310	1.0009
6311	1.0086
6312	1.0097
6313	1.0112
6314	1.0121
6315	1.012
6316	1.012
6317	1.0121
6318	1.0118
6319	1.011
6320	1.0093
6321	1.0099
6322	1.0079
6323	1.0086
6324	1.0072
6325	1.0052
6326	1.0058
6327	1.0045
6328	1.0027
6329	1.0033
6330	1.2569
6331	1.0049
6332	1.0037
6333	1.0075
6334	1.0062
6335	1.0102
6336	1.0088
6337	1.0114
6338	1.0135
6339	1.0151
6340	1.0148
6341	1.0149
6342	1.0135
6343	1.0075
6344	1.01
6345	1.0044
6346	0.99632
6347	0.97952
6348	0.98575
6349	0.96532
6350	0.97271
6351	0.94904
6352	0.95742
6353	0.93116
6354	0.94027
6355	0.92184
6356	0.89347
6357	0.90288
6358	0.87546
6359	0.8843
6360	0.86712
6361	0.90335
6362	0.9811
6363	0.95594
6364	1.0303
6365	1.0058
6366	1.0792
6367	1.0547
6368	1.1298
6369	1.1042
6370	1.1842
6371	1.1564
6372	1.2451
6373	1.2136
6374	1.3168
6375	1.2794
6376	1.3586
6377	1.5222
6378	1.4593
6379	1.6822
6380	1.5954
6381	1.7853
6382	2.0367
6383	1.5381
6384	1.7266
6385	1.3613
6386	1.0806
6387	0.88122
6388	0.69283
6389	0.74242
6390	0.59761
6391	0.64398
6392	0.55652
6393	0.94711
6394	0.96094
6395	1.1984
6396	1.1609
6397	1.5249
6398	1.513
6399	0.97798
6400	0.96923
6401	0.9593
6402	0.94827
6403	0.92307
6404	0.86061
6405	0.82322
6406	0.80294
6407	0.78149
6408	0.75902
6409	0.73525
6410	0.68464
6411	0.6306
6412	0.6035
6413	0.57575
6414	0.52497
6415	0.48665
6416	1.3004
6417	1.057
6418	1.3461
6419	1.4341
6420	1.3033
6421	0.84621
6422	2.1244
6423	1.0815
6424	1.4207
6425	1.0445
6426	1.4564
6427	1.002
6428	0.99108
6429	1.0212
6430	0.98548
6431	1.0286
6432	1.2187
6433	1.2133
6434	1.1322
6435	0.98776
6436	0.98655
6437	0.99048
6438	0.98908
6439	0.99195
6440	0.99496
6441	0.99931
6442	0.99791
6443	1.0019
6444	1.0006
6445	1.003
6446	1.0057
6447	1.005
6448	1.0064
6449	1.0074
6450	1.008
6451	1.0079
6452	1.008
6453	1.008
6454	1.0078
6455	1.0069
6456	1.0073
6457	1.0061
6458	1.0065
6459	1.0057
6460	1.0048
6461	1.0034
6462	1.0038
6463	1.0026
6464	1.003
6465	1.0018
6466	1.0022
6467	1.3738
6468	1.4031
6469	1.2532
6470	1.2813
6471	1.0029
6472	1.006
6473	1.0049
6474	1.0071
6475	1.01
6476	1.0091
6477	1.0112
6478	1.0107
6479	1.0114
6480	1.0106
6481	1.0081
6482	1.0002
6483	1.0034
6484	0.99166
6485	0.99626
6486	0.96637
6487	0.97372
6488	0.95838
6489	0.94062
6490	0.9209
6491	0.89989
6492	0.87846
6493	0.85762
6494	0.83846
6495	0.81529
6496	0.8221
6497	0.84102
6498	0.8988
6499	0.97674
6500	1.0256
6501	1.0013
6502	1.0739
6503	1.0497
6504	1.1235
6505	1.0984
6506	1.1494
6507	1.205
6508	1.3049
6509	1.391
6510	1.3454
6511	1.5056
6512	1.4437
6513	1.58
6514	1.7806
6515	2.0686
6516	1.9085
6517	2.0996
6518	1.6813
6519	1.0986
6520	1.2575
6521	0.96738
6522	0.69726
6523	0.77137
6524	0.58998
6525	0.49661
6526	0.53899
6527	0.45968
6528	1.012
6529	1.0238
6530	1.1781
6531	1.4401
6532	0.40015
6533	1.3405
6534	1.1148
6535	1.4209
6536	1.3297
6537	1.0013
6538	1.0914
6539	2.3676
6540	1.2398
6541	1.0873
6542	1.4774
6543	0.9916
6544	0.99106
6545	0.98456
6546	0.97661
6547	0.96731
6548	0.95676
6549	0.94502
6550	0.93214
6551	0.91815
6552	0.90306
6553	0.88686
6554	0.86953
6555	0.85105
6556	0.81043
6557	0.78818
6558	0.76455
6559	0.73947
6560	0.71289
6561	0.68475
6562	0.65505
6563	0.62382
6564	0.59122
6565	0.55696
6566	0.5223
6567	0.48719
6568	0.45324
6569	0.42161
6570	0.39429
6571	0.37344
6572	0.36357
6573	0.3615
6574	0.33843
6575	1.4511
6576	1.4363
6577	1.4097
6578	1.194
6579	0.9755
6580	0.96577
6581	0.95472
6582	0.94241
6583	0.9289
6584	0.9142
6585	0.89831
6586	0.88123
6587	0.86291
6588	0.84332
6589	0.80002
6590	0.77615
6591	0.75066
6592	0.72342
6593	0.6943
6594	0.62989
6595	0.55642
6596	0.51625
6597	0.47463
6598	0.43075
6599	0.38548
6600	0.34103
6601	0.29894
6602	0.26234
6603	0.23832
6604	1.3804
6605	0.2544
6606	0.23801
6607	1.0863
6608	6.2321e-002
6609	0.18593
6610	0.25755
6611	0.29486
6612	0.31854
6613	0.34561
6614	0.37968
6615	0.42172
6616	0.46891
6617	0.51965
6618	0.57894
6619	0.64922
6620	0.73245
6621	0.83387
6622	0.95825
6623	1.1143
6624	1.3123
6625	1.5515
6626	1.8926
6627	2.2862
6628	2.7349
6629	2.5935
6630	2.3302
6631	2.0869
6632	1.9009
6633	1.7591
6634	1.6472
6635	1.5583
6636	1.4864
6637	1.4271
6638	1.3766
6639	1.3326
6640	1.2938
6641	1.2588
6642	1.2269
6643	1.1974
6644	1.1697
6645	1.1434
6646	1.1181
6647	1.0935
6648	1.0694
6649	1.0456
6650	1.0217
6651	0.99767
6652	0.9732
6653	0.94811
6654	0.92217
6655	0.89516
6656	0.86682
6657	0.83687
6658	0.78241
6659	0.79878
6660	0.80846
6661	0.81895
6662	0.83009
6663	0.84172
6664	0.8537
6665	0.89016
6666	0.90203
6667	0.91356
6668	0.92465
6669	0.93519
6670	0.94512
6671	0.95438
6672	0.96292
6673	0.9707
6674	0.97771
6675	0.98393
6676	0.99407
6677	0.99801
6678	1.0013
6679	1.0038
6680	1.0072
6681	1.0081
6682	1.0086
6683	1.0086
6684	1.0084
6685	1.0079
6686	1.0072
6687	1.0064
6688	1.0054
6689	1.0045
6690	1.0036
6691	1.0028
6692	1.002
6693	1.0013
6694	1.2769
6695	1.3064
6696	1.3576
6697	1.3879
6698	1.078
6699	1.001
6700	1.0013
6701	1.0015
6702	1.0017
6703	1.002
6704	1.0022
6705	1.0025
6706	1.0027
6707	1.003
6708	1.0033
6709	1.0035
6710	1.0038
6711	1.004
6712	1.0042
6713	1.0044
6714	1.0045
6715	1.0046
6716	1.0047
6717	1.0047
6718	1.0046
6719	1.0045
6720	1.0043
6721	1.0041
6722	1.0037
6723	1.0034
6724	1.0029
6725	1.0024
6726	1.0018
6727	1.0011
6728	1.0004
6729	0.99964
6730	0.99882
6731	0.99798
6732	0.99711
6733	0.99623
6734	0.99536
6735	0.99451
6736	0.99369
6737	0.99292
6738	1.3683
6739	1.1869
6740	1.0008
6741	1.0008
6742	0.77598
6743	0.98383
6744	1.1601
6745	0.99596
6746	0.99064
6747	0.77085
6748	1.0004
6749	1.2279
6750	0.9962
6751	0.99681
6752	0.99753
6753	0.99831
6754	0.99911
6755	0.99986
6756	1.0008
6757	1.0005
6758	1.0013
6759	1.0011
6760	1.0015
6761	1.0018
6762	1.002
6763	1.0021
6764	1.0021
6765	1.002
6766	1.0021
6767	1.002
6768	1.0018
6769	1.0016
6770	1.0012
6771	1.0013
6772	1.0011
6773	1.0008
6774	1.0009
6775	1.0006
6776	1.0007
6777	1.0005
6778	1.1254
6779	1.3338
6780	0.99577
6781	0.76713
6782	1.
6783	1.0002
6784	1.0003
6785	1.0005
6786	1.0002
6787	1.0015
6788	1.001
6789	1.0023
6790	1.0047
6791	1.0039
6792	1.0061
6793	1.0055
6794	1.0066
6795	1.0065
6796	1.0048
6797	1.0008
6798	0.99396
6799	0.98398
6800	0.97054
6801	0.95355
6802	0.93314
6803	0.89699
6804	0.90968
6805	0.87021
6806	0.88379
6807	0.84243
6808	0.85637
6809	0.81486
6810	0.82853
6811	0.78887
6812	0.80158
6813	0.76587
6814	0.77691
6815	0.75592
6816	0.80167
6817	0.86401
6818	0.94554
6819	0.99497
6820	1.0189
6821	1.0661
6822	1.1388
6823	1.114
6824	1.1915
6825	1.1645
6826	1.322
6827	1.2847
6828	1.3641
6829	1.5364
6830	1.6198
6831	1.867
6832	2.345
6833	3.138
6834	2.1342
6835	1.3641
6836	1.7036
6837	1.1131
6838	0.59075
6839	0.393
6840	0.4514
6841	0.29427
6842	0.34183
6843	0.25117
6844	0.18014
6845	0.13073
6846	0.13441
6847	0.14944
6848	0.26861
6849	0.20822
6850	0.38352
6851	0.32776
6852	0.4846
6853	0.43586
6854	0.57221
6855	0.53004
6856	0.64713
6857	0.61109
6858	0.76729
6859	0.7404
6860	0.81578
6861	0.79236
6862	0.85806
6863	0.92653
6864	0.9113
6865	0.95323
6866	0.94051
6867	0.9747
6868	0.96464
6869	0.99033
6870	0.9833
6871	1.1452
6872	1.1482
6873	1.364
6874	1.399
6875	0.99994
6876	1.3679
6877	1.2097
6878	0.99553
6879	0.99014
6880	0.98298
6881	0.97421
6882	0.96396
