Entity	 X(m)	 Y(m)	 Z(m)	Node ID	
Mesh Node 214	-4.65	-0.79993	0.	29547	
Mesh Node 215	-4.65	-0.69994	0.	28014	
Mesh Node 216	-4.65	-0.89992	0.	28016	
Mesh Node 217	-4.6	0.84987	0.	23545	
Mesh Node 218	-4.6	0.69989	0.	7484	
Mesh Node 219	-4.6	0.74988	0.	23546	
Mesh Node 220	-4.6	0.6499	0.	23551	
Mesh Node 221	-4.6	0.79988	0.	6494	
Mesh Node 222	-4.6	0.49992	0.	6495	
Mesh Node 223	-4.6	0.54991	0.	23547	
Mesh Node 224	-4.6	0.59991	0.	6496	
Mesh Node 225	-4.6	0.44995	0.	23549	
Mesh Node 226	-4.6	2.5377e-017	0.	139	
Mesh Node 227	-4.6	4.9999e-002	0.	10286	
Mesh Node 228	-4.6	9.9998e-002	0.	6960	
Mesh Node 229	-4.6	-5.0001e-002	0.	10287	
Mesh Node 230	-4.6	-0.1	0.	9185	
Mesh Node 231	-4.6	-0.15	0.	28957	
Mesh Node 232	-4.6	0.15	0.	24298	
Mesh Node 233	-4.6	-0.2	0.	9176	
Mesh Node 234	-4.6	0.2	0.	6816	
Mesh Node 235	-4.6	-0.25	0.	28574	
Mesh Node 236	-4.6	0.24999	0.	24300	
Mesh Node 237	-4.6	-0.3	0.	9033	
Mesh Node 238	-4.6	0.29999	0.	7597	
Mesh Node 239	-4.6	-0.34999	0.	28576	
Mesh Node 240	-4.6	0.34998	0.	24774	
Mesh Node 241	-4.6	-0.39999	0.	9416	
Mesh Node 242	-4.6	-0.59995	0.	9722	
Mesh Node 243	-4.6	0.39997	0.	7143	
Mesh Node 244	-4.6	-0.44998	0.	27998	
Mesh Node 245	-4.6	-0.54996	0.	27999	
Mesh Node 246	-4.6	-0.49997	0.	8801	
Mesh Node 247	-4.6	-0.64994	0.	28012	
Mesh Node 248	-4.6	-0.79992	0.	9866	
Mesh Node 249	-4.6	-0.74993	0.	28013	
Mesh Node 250	-4.6	-0.69994	0.	8807	
Mesh Node 251	-4.6	-0.84992	0.	28017	
Mesh Node 252	-4.6	-0.89992	0.	8808	
Mesh Node 253	-4.5501	0.69987	0.	24926	
Mesh Node 254	-4.55	0.79986	0.	23219	
Mesh Node 255	-4.55	0.49993	0.	23366	
Mesh Node 256	-4.55	0.59992	0.	23065	
Mesh Node 257	-4.55	2.8549e-017	0.	10282	
Mesh Node 258	-4.55	9.9998e-002	0.	24554	
Mesh Node 259	-4.55	-0.1	0.	28975	
Mesh Node 260	-4.55	0.2	0.	24299	
Mesh Node 261	-4.55	-0.2	0.	28949	
Mesh Node 262	-4.55	-0.3	0.	28575	
Mesh Node 263	-4.55	0.29999	0.	23924	
Mesh Node 264	-4.55	-0.59994	0.	27687	
Mesh Node 265	-4.55	-0.4	0.	28291	
Mesh Node 266	-4.55	0.39999	0.	23553	
Mesh Node 267	-4.55	-0.79991	0.	29553	
Mesh Node 268	-4.55	-0.69993	0.	27683	
Mesh Node 269	-4.55	-0.5	0.	27956	
Mesh Node 270	-4.55	-0.89991	0.	27689	
Mesh Node 271	-4.5001	0.69985	0.	7282	
Mesh Node 272	-4.5001	0.84983	0.	23215	
Mesh Node 273	-4.5	0.74985	0.	23220	
Mesh Node 274	-4.5	0.79985	0.	6360	
Mesh Node 275	-4.5	0.64989	0.	23066	
Mesh Node 276	-4.5	3.1721e-017	0.	138	
Mesh Node 277	-4.5	4.9999e-002	0.	10283	
Mesh Node 278	-4.5	9.9999e-002	0.	6959	
Mesh Node 279	-4.5	-5.0001e-002	0.	10284	
Mesh Node 280	-4.5	-0.1	0.	9186	
Mesh Node 281	-4.5	0.59992	0.	6295	
Mesh Node 282	-4.5	0.54993	0.	23064	
Mesh Node 283	-4.5	0.49995	0.	6421	
Mesh Node 284	-4.5	0.15	0.	24555	
Mesh Node 285	-4.5	-0.15	0.	28950	
Mesh Node 286	-4.5	0.2	0.	7287	
Mesh Node 287	-4.5	-0.2	0.	9174	
Mesh Node 288	-4.5	-0.25	0.	28951	
Mesh Node 289	-4.5	-0.3	0.	9405	
Mesh Node 290	-4.5	0.25	0.	23923	
Mesh Node 291	-4.5	-0.59993	0.	8669	
Mesh Node 292	-4.5	0.3	0.	6657	
Mesh Node 293	-4.5	0.44997	0.	23367	
Mesh Node 294	-4.5	-0.35001	0.	28290	
Mesh Node 295	-4.5	-0.7999	0.	9739	
Mesh Node 296	-4.5	0.35	0.	23552	
Mesh Node 297	-4.5	-0.64993	0.	27682	
Mesh Node 298	-4.5	-0.74991	0.	27685	
Mesh Node 299	-4.5	-0.40001	0.	8923	
Mesh Node 300	-4.5	0.4	0.	6497	
Mesh Node 301	-4.5	-0.54998	0.	27686	
Mesh Node 302	-4.5	-0.69993	0.	8668	
Mesh Node 303	-4.5	-0.8499	0.	27690	
Mesh Node 304	-4.5	-0.45002	0.	27957	
Mesh Node 305	-4.5	-0.50003	0.	8781	
Mesh Node 306	-4.5	-0.89989	0.	8670	
Mesh Node 307	-4.4501	0.69983	0.	24927	
Mesh Node 308	-4.45	0.79982	0.	22903	
Mesh Node 309	-4.45	3.4893e-017	0.	10279	
Mesh Node 310	-4.45	9.9999e-002	0.	24553	
Mesh Node 311	-4.45	-0.1	0.	28976	
Mesh Node 312	-4.45	-0.2	0.	28952	
Mesh Node 313	-4.45	0.2	0.	24303	
Mesh Node 314	-4.45	0.3	0.	23920	
Mesh Node 315	-4.45	-0.30001	0.	29252	
Mesh Node 316	-4.45	-0.79988	0.	29552	
Mesh Node 317	-4.45	0.49995	0.	23062	
Mesh Node 318	-4.45	0.59992	0.	22771	
Mesh Node 319	-4.45	0.39999	0.	23554	
Mesh Node 320	-4.45	-0.59995	0.	27640	
Mesh Node 321	-4.45	-0.40002	0.	28292	
Mesh Node 322	-4.45	-0.69993	0.	27684	
Mesh Node 323	-4.45	-0.50002	0.	27955	
Mesh Node 324	-4.45	-0.89988	0.	27374	
Mesh Node 325	-4.4001	0.6998	0.	7493	
Mesh Node 326	-4.4001	0.84977	0.	22904	
Mesh Node 327	-4.4001	0.7498	0.	22905	
Mesh Node 328	-4.4	0.7998	0.	6230	
Mesh Node 329	-4.4	0.64986	0.	22772	
Mesh Node 330	-4.4	3.8065e-017	0.	137	
Mesh Node 331	-4.4	4.9999e-002	0.	10280	
Mesh Node 332	-4.4	-5.0001e-002	0.	10281	
Mesh Node 333	-4.4	9.9999e-002	0.	6958	
Mesh Node 334	-4.4	-0.1	0.	9187	
Mesh Node 335	-4.4	-0.15	0.	28978	
Mesh Node 336	-4.4	0.15	0.	24301	
Mesh Node 337	-4.4	-0.2	0.	9506	
Mesh Node 338	-4.4	0.2	0.	6817	
Mesh Node 339	-4.4	0.25	0.	23921	
Mesh Node 340	-4.4	-0.25001	0.	29366	
Mesh Node 341	-4.4	0.29999	0.	6656	
Mesh Node 342	-4.4	-0.79986	0.	9846	
Mesh Node 343	-4.4	-0.30002	0.	9720	
Mesh Node 344	-4.4	0.34999	0.	23922	
Mesh Node 345	-4.4	-0.35002	0.	29339	
Mesh Node 346	-4.4	0.39999	0.	7500	
Mesh Node 347	-4.4	0.44997	0.	23063	
Mesh Node 348	-4.4	-0.40002	0.	9487	
Mesh Node 349	-4.4	0.49996	0.	6294	
Mesh Node 350	-4.4	0.54994	0.	22770	
Mesh Node 351	-4.4	-0.7499	0.	29376	
Mesh Node 352	-4.4	0.59992	0.	6176	
Mesh Node 353	-4.4	-0.45002	0.	27958	
Mesh Node 354	-4.4	-0.84986	0.	27375	
Mesh Node 355	-4.4	-0.59996	0.	8650	
Mesh Node 356	-4.4	-0.54999	0.	27641	
Mesh Node 357	-4.4	-0.50002	0.	8782	
Mesh Node 358	-4.4	-0.64995	0.	27642	
Mesh Node 359	-4.4	-0.69993	0.	9519	
Mesh Node 360	-4.4	-0.89986	0.	8541	
Mesh Node 361	-4.35	4.1237e-017	0.	10276	
Mesh Node 362	-4.35	9.9999e-002	0.	24551	
Mesh Node 363	-4.35	-0.1	0.	28977	
Mesh Node 364	-4.35	-0.2	0.	28947	
Mesh Node 365	-4.35	0.2	0.	24302	
Mesh Node 366	-4.35	0.29999	0.	23918	
Mesh Node 367	-4.35	-0.79984	0.	29373	
Mesh Node 368	-4.35	-0.30002	0.	28338	
Mesh Node 369	-4.35	0.39999	0.	23557	
Mesh Node 370	-4.35	-0.40003	0.	28288	
Mesh Node 371	-4.35	0.79983	0.	22414	
Mesh Node 372	-4.35	0.49997	0.	23061	
Mesh Node 373	-4.35	0.6999	0.	22617	
Mesh Node 374	-4.35	-0.50004	0.	27951	
Mesh Node 375	-4.3499	-0.89983	0.	27041	
Mesh Node 376	-4.3499	0.59996	0.	22769	
Mesh Node 377	-4.3499	-0.60002	0.	27614	
Mesh Node 378	-4.3499	-0.70001	0.	29375	
Mesh Node 379	-4.3	0.84975	0.	22415	
Mesh Node 380	-4.3	4.4409e-017	0.	136	
Mesh Node 381	-4.3	4.9999e-002	0.	10277	
Mesh Node 382	-4.3	-5.0001e-002	0.	10278	
Mesh Node 383	-4.3	9.9998e-002	0.	6957	
Mesh Node 384	-4.3	-0.1	0.	9188	
Mesh Node 385	-4.3	0.15	0.	24552	
Mesh Node 386	-4.3	-0.15	0.	28946	
Mesh Node 387	-4.3	0.2	0.	7261	
Mesh Node 388	-4.3	-0.20001	0.	9173	
Mesh Node 389	-4.3	0.24999	0.	23919	
Mesh Node 390	-4.3	-0.79981	0.	9509	
Mesh Node 391	-4.3	-0.25002	0.	28337	
Mesh Node 392	-4.3	0.29999	0.	6655	
Mesh Node 393	-4.3	-0.30003	0.	8944	
Mesh Node 394	-4.3	0.34999	0.	23555	
Mesh Node 395	-4.3	-0.35003	0.	28287	
Mesh Node 396	-4.3	0.39999	0.	6498	
Mesh Node 397	-4.3	-0.40004	0.	8922	
Mesh Node 398	-4.3	-0.84981	0.	27043	
Mesh Node 399	-4.3	0.44999	0.	23221	
Mesh Node 400	-4.3	-0.45005	0.	27952	
Mesh Node 401	-4.2999	0.49999	0.	6361	
Mesh Node 402	-4.2999	-0.89981	0.	8410	
Mesh Node 403	-4.2999	-0.50005	0.	8779	
Mesh Node 404	-4.2999	-0.55006	0.	27615	
Mesh Node 405	-4.2999	-0.74995	0.	29371	
Mesh Node 406	-4.2999	0.54999	0.	22906	
Mesh Node 407	-4.2999	-0.60007	0.	8637	
Mesh Node 408	-4.2999	0.79986	0.	6039	
Mesh Node 409	-4.2999	0.59999	0.	6231	
Mesh Node 410	-4.2999	-0.65007	0.	27616	
Mesh Node 411	-4.2999	0.74992	0.	22413	
Mesh Node 412	-4.2999	0.64999	0.	22615	
Mesh Node 413	-4.2998	-0.70008	0.	9530	
Mesh Node 414	-4.2998	0.69999	0.	6113	
Mesh Node 415	-4.25	4.7581e-017	0.	10273	
Mesh Node 416	-4.25	9.9998e-002	0.	24549	
Mesh Node 417	-4.25	-0.1	0.	28979	
Mesh Node 418	-4.25	-0.20001	0.	28948	
Mesh Node 419	-4.25	0.2	0.	24904	
Mesh Node 420	-4.25	0.29999	0.	23915	
Mesh Node 421	-4.25	-0.30003	0.	28336	
Mesh Node 422	-4.25	0.39998	0.	23556	
Mesh Node 423	-4.25	-0.40004	0.	28289	
Mesh Node 424	-4.2499	-0.50004	0.	27950	
Mesh Node 425	-4.2499	0.49997	0.	23222	
Mesh Node 426	-4.2499	-0.79985	0.	29372	
Mesh Node 427	-4.2499	-0.89981	0.	27042	
Mesh Node 428	-4.2499	-0.60005	0.	27613	
Mesh Node 429	-4.2499	0.59997	0.	22907	
Mesh Node 430	-4.2499	0.79985	0.	22137	
Mesh Node 431	-4.2498	-0.70006	0.	27287	
Mesh Node 432	-4.2498	0.69996	0.	22616	
Mesh Node 433	-4.2	5.0753e-017	0.	135	
Mesh Node 434	-4.2	4.9999e-002	0.	10274	
Mesh Node 435	-4.2	-5.0002e-002	0.	10275	
Mesh Node 436	-4.2	9.9998e-002	0.	6956	
Mesh Node 437	-4.2	-0.1	0.	9189	
Mesh Node 438	-4.2	-0.15	0.	28981	
Mesh Node 439	-4.2	0.15	0.	24550	
Mesh Node 440	-4.2	-0.2	0.	9656	
Mesh Node 441	-4.2	0.2	0.	7576	
Mesh Node 442	-4.2	0.24999	0.	23917	
Mesh Node 443	-4.2	-0.25002	0.	28340	
Mesh Node 444	-4.2	0.29998	0.	6654	
Mesh Node 445	-4.2	0.84969	0.	22135	
Mesh Node 446	-4.2	-0.30003	0.	8945	
Mesh Node 447	-4.2	0.34998	0.	23916	
Mesh Node 448	-4.2	-0.35003	0.	28341	
Mesh Node 449	-4.2	0.39997	0.	7262	
Mesh Node 450	-4.2	-0.40003	0.	9758	
Mesh Node 451	-4.1999	0.44996	0.	24876	
Mesh Node 452	-4.1999	-0.45003	0.	27954	
Mesh Node 453	-4.1999	-0.50003	0.	8780	
Mesh Node 454	-4.1999	0.49996	0.	7234	
Mesh Node 455	-4.1999	-0.55003	0.	27617	
Mesh Node 456	-4.1999	0.54995	0.	24877	
Mesh Node 457	-4.1999	-0.60003	0.	8638	
Mesh Node 458	-4.1999	0.59994	0.	7571	
Mesh Node 459	-4.1999	-0.79989	0.	9721	
Mesh Node 460	-4.1999	-0.84985	0.	29238	
Mesh Node 461	-4.1999	-0.89981	0.	9393	
Mesh Node 462	-4.1999	-0.65003	0.	27285	
Mesh Node 463	-4.1999	-0.74996	0.	27288	
Mesh Node 464	-4.1999	0.64994	0.	24967	
Mesh Node 465	-4.1998	-0.70003	0.	8510	
Mesh Node 466	-4.1998	0.69993	0.	7329	
Mesh Node 467	-4.1998	0.74989	0.	22138	
Mesh Node 468	-4.1998	0.79985	0.	5930	
Mesh Node 469	-4.15	5.3925e-017	0.	10270	
Mesh Node 470	-4.15	9.9998e-002	0.	24548	
Mesh Node 471	-4.15	-0.1	0.	28980	
Mesh Node 472	-4.15	-0.20001	0.	28942	
Mesh Node 473	-4.15	0.2	0.	24306	
Mesh Node 474	-4.15	0.29998	0.	23912	
Mesh Node 475	-4.15	-0.30004	0.	28339	
Mesh Node 476	-4.15	0.39997	0.	24905	
Mesh Node 477	-4.15	-0.40005	0.	28285	
Mesh Node 478	-4.1499	0.49997	0.	23227	
Mesh Node 479	-4.1499	-0.50006	0.	27953	
Mesh Node 480	-4.1499	-0.60007	0.	27609	
Mesh Node 481	-4.1499	0.59996	0.	24938	
Mesh Node 482	-4.1498	-0.70008	0.	27286	
Mesh Node 483	-4.1498	0.69995	0.	22622	
Mesh Node 484	-4.1498	-0.80002	0.	26985	
Mesh Node 485	-4.1497	0.79991	0.	22136	
Mesh Node 486	-4.1497	-0.89999	0.	26731	
Mesh Node 487	-4.1	5.7097e-017	0.	134	
Mesh Node 488	-4.1	4.9999e-002	0.	10271	
Mesh Node 489	-4.1	-5.0003e-002	0.	10272	
Mesh Node 490	-4.1	9.9997e-002	0.	6955	
Mesh Node 491	-4.1	-0.10001	0.	9190	
Mesh Node 492	-4.1	0.14999	0.	24304	
Mesh Node 493	-4.1	-0.15001	0.	28940	
Mesh Node 494	-4.1	0.19999	0.	6818	
Mesh Node 495	-4.1	-0.20001	0.	9171	
Mesh Node 496	-4.1	0.24998	0.	23913	
Mesh Node 497	-4.1	-0.25003	0.	28941	
Mesh Node 498	-4.1	0.29998	0.	6653	
Mesh Node 499	-4.1	-0.30004	0.	9594	
Mesh Node 500	-4.1	0.34998	0.	23914	
Mesh Node 501	-4.1	-0.35006	0.	28283	
Mesh Node 502	-4.0999	0.39998	0.	7554	
Mesh Node 503	-4.0999	-0.40007	0.	8920	
Mesh Node 504	-4.0999	0.44998	0.	23229	
Mesh Node 505	-4.0999	-0.45008	0.	28284	
Mesh Node 506	-4.0999	0.49998	0.	6363	
Mesh Node 507	-4.0999	-0.50009	0.	9705	
Mesh Node 508	-4.0999	0.54998	0.	23228	
Mesh Node 509	-4.0999	-0.5501	0.	27611	
Mesh Node 510	-4.0998	0.59998	0.	7295	
Mesh Node 511	-4.0998	-0.60011	0.	8635	
Mesh Node 512	-4.0998	0.64998	0.	22621	
Mesh Node 513	-4.0998	-0.65012	0.	27610	
Mesh Node 514	-4.0997	-0.70013	0.	9500	
Mesh Node 515	-4.0997	0.69998	0.	6115	
Mesh Node 516	-4.0997	-0.75015	0.	26984	
Mesh Node 517	-4.0997	0.74998	0.	22289	
Mesh Node 518	-4.0996	-0.80016	0.	8389	
Mesh Node 519	-4.0996	0.79998	0.	5987	
