Entity	 X(m)	 Y(m)	 Z(m)	Node ID	
Mesh Node 520	-4.0996	-0.85017	0.	26730	
Mesh Node 521	-4.0995	0.84998	0.	22012	
Mesh Node 522	-4.0995	-0.90018	0.	8286	
Mesh Node 523	-4.05	6.0269e-017	0.	10267	
Mesh Node 524	-4.05	9.9997e-002	0.	24546	
Mesh Node 525	-4.05	-0.10001	0.	28982	
Mesh Node 526	-4.05	-0.20001	0.	28939	
Mesh Node 527	-4.05	0.19999	0.	24305	
Mesh Node 528	-4.05	0.29997	0.	23910	
Mesh Node 529	-4.05	-0.30005	0.	29219	
Mesh Node 530	-4.0499	0.39996	0.	23560	
Mesh Node 531	-4.0499	-0.40006	0.	28282	
Mesh Node 532	-4.0499	0.49995	0.	23223	
Mesh Node 533	-4.0499	-0.50007	0.	27949	
Mesh Node 534	-4.0498	0.59994	0.	24939	
Mesh Node 535	-4.0498	-0.60008	0.	27608	
Mesh Node 536	-4.0497	-0.70009	0.	27283	
Mesh Node 537	-4.0497	0.69993	0.	22618	
Mesh Node 538	-4.0496	-0.80011	0.	26983	
Mesh Node 539	-4.0496	0.79992	0.	22285	
Mesh Node 540	-4.0495	-0.90012	0.	26732	
Mesh Node 541	-4.	6.3441e-017	0.	133	
Mesh Node 542	-4.	4.9998e-002	0.	10268	
Mesh Node 543	-4.	-5.0003e-002	0.	10269	
Mesh Node 544	-4.	9.9997e-002	0.	6954	
Mesh Node 545	-4.	-0.10001	0.	9191	
Mesh Node 546	-4.	-0.15001	0.	28943	
Mesh Node 547	-4.	0.15	0.	24547	
Mesh Node 548	-4.	-0.20001	0.	9172	
Mesh Node 549	-4.	0.2	0.	7069	
Mesh Node 550	-4.	0.24998	0.	23911	
Mesh Node 551	-4.	-0.25003	0.	28944	
Mesh Node 552	-4.	0.29997	0.	6652	
Mesh Node 553	-4.	-0.30005	0.	9379	
Mesh Node 554	-4.	0.34996	0.	23559	
Mesh Node 555	-4.	-0.35005	0.	28286	
Mesh Node 556	-3.9999	0.39995	0.	6499	
Mesh Node 557	-3.9999	-0.40005	0.	8921	
Mesh Node 558	-3.9999	0.44994	0.	23225	
Mesh Node 559	-3.9999	-0.45005	0.	27948	
Mesh Node 560	-3.9999	0.49993	0.	6362	
Mesh Node 561	-3.9999	-0.50005	0.	8778	
Mesh Node 562	-3.9999	0.54992	0.	23226	
Mesh Node 563	-3.9999	-0.55005	0.	27612	
Mesh Node 564	-3.9998	-0.60005	0.	8636	
Mesh Node 565	-3.9998	0.59991	0.	7621	
Mesh Node 566	-3.9998	-0.65005	0.	27282	
Mesh Node 567	-3.9998	0.64989	0.	22620	
Mesh Node 568	-3.9997	-0.70005	0.	8509	
Mesh Node 569	-3.9997	0.69988	0.	6114	
Mesh Node 570	-3.9997	-0.75005	0.	26986	
Mesh Node 571	-3.9997	0.74987	0.	22287	
Mesh Node 572	-3.9996	-0.80005	0.	8390	
Mesh Node 573	-3.9996	0.79986	0.	5986	
Mesh Node 574	-3.9995	-0.85005	0.	26987	
Mesh Node 575	-3.9995	0.84984	0.	22288	
Mesh Node 576	-3.9995	-0.90005	0.	9434	
Mesh Node 577	-3.95	6.6613e-017	0.	10264	
Mesh Node 578	-3.95	9.9996e-002	0.	24545	
Mesh Node 579	-3.95	-0.10001	0.	28983	
Mesh Node 580	-3.95	0.19999	0.	24309	
Mesh Node 581	-3.95	-0.20001	0.	28945	
Mesh Node 582	-3.95	0.29997	0.	23908	
Mesh Node 583	-3.95	-0.30006	0.	29220	
Mesh Node 584	-3.9499	0.39996	0.	23558	
Mesh Node 585	-3.9499	-0.40008	0.	28279	
Mesh Node 586	-3.9499	0.49995	0.	23224	
Mesh Node 587	-3.9499	-0.5001	0.	27945	
Mesh Node 588	-3.9498	0.59993	0.	22912	
Mesh Node 589	-3.9498	-0.60012	0.	27604	
Mesh Node 590	-3.9497	-0.70013	0.	27284	
Mesh Node 591	-3.9497	0.69992	0.	22619	
Mesh Node 592	-3.9495	-0.80015	0.	26980	
Mesh Node 593	-3.9495	0.79991	0.	22286	
Mesh Node 594	-3.9493	-0.90016	0.	26728	
Mesh Node 595	-3.9	6.9785e-017	0.	132	
Mesh Node 596	-3.9	4.9998e-002	0.	10265	
Mesh Node 597	-3.9	-5.0004e-002	0.	10266	
Mesh Node 598	-3.9	9.9996e-002	0.	6953	
Mesh Node 599	-3.9	-0.10001	0.	9192	
Mesh Node 600	-3.9	0.14999	0.	24308	
Mesh Node 601	-3.9	-0.15001	0.	28985	
Mesh Node 602	-3.9	0.19999	0.	6819	
Mesh Node 603	-3.9	-0.20002	0.	9397	
Mesh Node 604	-3.9	0.24997	0.	23909	
Mesh Node 605	-3.9	-0.25005	0.	29242	
Mesh Node 606	-3.9	0.29996	0.	6651	
Mesh Node 607	-3.9	-0.30007	0.	9600	
Mesh Node 608	-3.8999	0.34996	0.	23564	
Mesh Node 609	-3.8999	-0.35009	0.	28280	
Mesh Node 610	-3.8999	0.39996	0.	6501	
Mesh Node 611	-3.8999	-0.40011	0.	8919	
Mesh Node 612	-3.8999	0.44996	0.	23233	
Mesh Node 613	-3.8999	-0.45013	0.	27946	
Mesh Node 614	-3.8998	0.49996	0.	6365	
Mesh Node 615	-3.8998	-0.50015	0.	8777	
Mesh Node 616	-3.8998	0.54996	0.	22911	
Mesh Node 617	-3.8998	-0.55016	0.	27605	
Mesh Node 618	-3.8997	0.59996	0.	6233	
Mesh Node 619	-3.8997	-0.60018	0.	8633	
Mesh Node 620	-3.8997	0.64996	0.	22626	
Mesh Node 621	-3.8997	-0.6502	0.	27606	
Mesh Node 622	-3.8996	0.69996	0.	6117	
Mesh Node 623	-3.8996	-0.70021	0.	9524	
Mesh Node 624	-3.8995	-0.75023	0.	26981	
Mesh Node 625	-3.8995	0.74996	0.	22293	
Mesh Node 626	-3.8994	-0.80025	0.	8387	
Mesh Node 627	-3.8994	0.79996	0.	5989	
Mesh Node 628	-3.8993	-0.85026	0.	26727	
Mesh Node 629	-3.8993	0.84996	0.	22018	
Mesh Node 630	-3.8992	-0.90028	0.	8284	
Mesh Node 631	-3.85	7.2958e-017	0.	10261	
Mesh Node 632	-3.85	9.9995e-002	0.	24544	
Mesh Node 633	-3.85	-0.10001	0.	28984	
Mesh Node 634	-3.85	-0.20001	0.	29243	
Mesh Node 635	-3.85	0.19999	0.	24307	
Mesh Node 636	-3.85	0.29996	0.	23906	
Mesh Node 637	-3.85	-0.30008	0.	29453	
Mesh Node 638	-3.8499	0.39994	0.	23561	
Mesh Node 639	-3.8499	-0.4001	0.	28281	
Mesh Node 640	-3.8498	0.49992	0.	23230	
Mesh Node 641	-3.8498	-0.50012	0.	27947	
Mesh Node 642	-3.8497	0.59991	0.	22908	
Mesh Node 643	-3.8497	-0.60013	0.	27603	
Mesh Node 644	-3.8496	-0.70015	0.	27281	
Mesh Node 645	-3.8496	0.69989	0.	22623	
Mesh Node 646	-3.8494	-0.80017	0.	26979	
Mesh Node 647	-3.8494	0.79987	0.	22290	
Mesh Node 648	-3.8492	-0.90018	0.	26726	
Mesh Node 649	-3.8	7.613e-017	0.	131	
Mesh Node 650	-3.8	4.9997e-002	0.	10262	
Mesh Node 651	-3.8	-5.0005e-002	0.	10263	
Mesh Node 652	-3.8	9.9994e-002	0.	6952	
Mesh Node 653	-3.8	-0.10001	0.	9193	
Mesh Node 654	-3.8	-0.15001	0.	28987	
Mesh Node 655	-3.8	0.14999	0.	24310	
Mesh Node 656	-3.8	-0.20001	0.	9860	
Mesh Node 657	-3.8	0.19999	0.	6820	
Mesh Node 658	-3.8	0.24997	0.	23907	
Mesh Node 659	-3.8	-0.25005	0.	29459	
Mesh Node 660	-3.8	0.29996	0.	6650	
Mesh Node 661	-3.7999	-0.30009	0.	9607	
Mesh Node 662	-3.7999	0.34994	0.	23563	
Mesh Node 663	-3.7999	-0.35009	0.	29460	
Mesh Node 664	-3.7999	0.39992	0.	6500	
Mesh Node 665	-3.7999	-0.40009	0.	9890	
Mesh Node 666	-3.7999	0.4499	0.	23232	
Mesh Node 667	-3.7999	-0.45009	0.	29461	
Mesh Node 668	-3.7998	0.49989	0.	6364	
Mesh Node 669	-3.7998	-0.50009	0.	9608	
Mesh Node 670	-3.7998	0.54987	0.	22909	
Mesh Node 671	-3.7998	-0.55009	0.	27607	
Mesh Node 672	-3.7997	-0.60009	0.	8634	
Mesh Node 673	-3.7997	0.59985	0.	6232	
Mesh Node 674	-3.7996	-0.65009	0.	27279	
Mesh Node 675	-3.7996	0.64983	0.	22625	
Mesh Node 676	-3.7996	-0.70009	0.	8508	
Mesh Node 677	-3.7996	0.69981	0.	6116	
Mesh Node 678	-3.7995	-0.75009	0.	26982	
Mesh Node 679	-3.7995	0.74979	0.	22292	
Mesh Node 680	-3.7994	-0.80009	0.	8388	
Mesh Node 681	-3.7994	0.79977	0.	5988	
Mesh Node 682	-3.7993	-0.85009	0.	26729	
Mesh Node 683	-3.7993	0.84976	0.	22017	
Mesh Node 684	-3.7992	-0.90009	0.	8285	
Mesh Node 685	-3.75	7.9302e-017	0.	10258	
Mesh Node 686	-3.75	9.9993e-002	0.	24542	
Mesh Node 687	-3.75	-0.10001	0.	28986	
Mesh Node 688	-3.75	-0.20002	0.	28938	
Mesh Node 689	-3.75	0.19999	0.	24311	
Mesh Node 690	-3.75	0.29995	0.	23904	
Mesh Node 691	-3.7499	-0.3001	0.	28344	
Mesh Node 692	-3.7499	0.39993	0.	23562	
Mesh Node 693	-3.7499	-0.40013	0.	28275	
Mesh Node 694	-3.7498	0.49991	0.	23231	
Mesh Node 695	-3.7498	-0.50016	0.	27943	
Mesh Node 696	-3.7496	-0.60018	0.	27599	
Mesh Node 697	-3.7496	0.59989	0.	22910	
Mesh Node 698	-3.7495	-0.70021	0.	27280	
Mesh Node 699	-3.7495	0.69987	0.	22624	
Mesh Node 700	-3.7492	-0.80023	0.	26976	
Mesh Node 701	-3.7492	0.79985	0.	22291	
Mesh Node 702	-3.749	-0.90025	0.	26723	
Mesh Node 703	-3.7	8.2474e-017	0.	130	
Mesh Node 704	-3.7	4.9996e-002	0.	10259	
Mesh Node 705	-3.7	-5.0007e-002	0.	10260	
Mesh Node 706	-3.7	9.9992e-002	0.	6951	
Mesh Node 707	-3.7	-0.10001	0.	9194	
Mesh Node 708	-3.7	-0.15002	0.	28936	
Mesh Node 709	-3.7	0.14998	0.	24543	
Mesh Node 710	-3.7	-0.20003	0.	9170	
Mesh Node 711	-3.7	0.19998	0.	7349	
Mesh Node 712	-3.7	0.24996	0.	23905	
Mesh Node 713	-3.7	-0.25007	0.	28343	
Mesh Node 714	-3.6999	0.29994	0.	6649	
Mesh Node 715	-3.6999	-0.30011	0.	8946	
Mesh Node 716	-3.6999	0.34994	0.	23568	
Mesh Node 717	-3.6999	-0.35014	0.	28274	
Mesh Node 718	-3.6999	0.39994	0.	6503	
Mesh Node 719	-3.6999	-0.40017	0.	8917	
Mesh Node 720	-3.6998	0.44994	0.	23237	
Mesh Node 721	-3.6998	-0.4502	0.	27942	
Mesh Node 722	-3.6997	0.49994	0.	6367	
Mesh Node 723	-3.6997	-0.50023	0.	8776	
Mesh Node 724	-3.6997	0.54994	0.	23238	
Mesh Node 725	-3.6997	-0.55025	0.	27600	
Mesh Node 726	-3.6996	-0.60028	0.	8632	
Mesh Node 727	-3.6996	0.59994	0.	7074	
Mesh Node 728	-3.6995	-0.65031	0.	27601	
Mesh Node 729	-3.6995	0.64994	0.	22627	
Mesh Node 730	-3.6994	-0.70033	0.	9452	
Mesh Node 731	-3.6993	0.69994	0.	6118	
Mesh Node 732	-3.6992	-0.75035	0.	26977	
Mesh Node 733	-3.6992	0.74994	0.	22298	
Mesh Node 734	-3.6991	-0.80038	0.	8386	
Mesh Node 735	-3.6991	0.79994	0.	5991	
Mesh Node 736	-3.6989	-0.8504	0.	26724	
Mesh Node 737	-3.6989	0.84994	0.	22020	
Mesh Node 738	-3.6988	-0.90042	0.	8283	
Mesh Node 739	-3.65	8.5646e-017	0.	10255	
Mesh Node 740	-3.65	-0.10002	0.	28988	
Mesh Node 741	-3.65	9.999e-002	0.	24541	
Mesh Node 742	-3.65	-0.20002	0.	28937	
Mesh Node 743	-3.65	0.19998	0.	24314	
Mesh Node 744	-3.6499	0.29993	0.	23902	
Mesh Node 745	-3.6499	-0.30012	0.	28342	
Mesh Node 746	-3.6499	0.3999	0.	23565	
Mesh Node 747	-3.6498	-0.40016	0.	28273	
Mesh Node 748	-3.6497	0.49988	0.	23234	
Mesh Node 749	-3.6497	-0.50018	0.	27944	
Mesh Node 750	-3.6496	-0.60021	0.	27602	
Mesh Node 751	-3.6496	0.59985	0.	22915	
Mesh Node 752	-3.6493	-0.70023	0.	29300	
Mesh Node 753	-3.6493	0.69982	0.	22628	
Mesh Node 754	-3.6491	-0.80026	0.	26978	
Mesh Node 755	-3.649	0.79979	0.	22294	
Mesh Node 756	-3.6488	-0.90028	0.	26725	
Mesh Node 757	-3.6	8.8818e-017	0.	129	
Mesh Node 758	-3.6	-5.0009e-002	0.	10257	
Mesh Node 759	-3.6	4.9994e-002	0.	10256	
Mesh Node 760	-3.6	-0.10002	0.	9195	
Mesh Node 761	-3.6	9.9988e-002	0.	6950	
Mesh Node 762	-3.6	-0.15002	0.	28990	
Mesh Node 763	-3.6	0.14999	0.	24312	
Mesh Node 764	-3.6	-0.20002	0.	9411	
Mesh Node 765	-3.6	0.19999	0.	6821	
Mesh Node 766	-3.5999	-0.25008	0.	28345	
Mesh Node 767	-3.5999	0.24996	0.	23903	
Mesh Node 768	-3.5999	0.29992	0.	6648	
Mesh Node 769	-3.5999	-0.30014	0.	8947	
Mesh Node 770	-3.5999	0.3499	0.	23567	
Mesh Node 771	-3.5999	-0.35014	0.	28276	
Mesh Node 772	-3.5998	0.39987	0.	6502	
Mesh Node 773	-3.5998	-0.40014	0.	8918	
Mesh Node 774	-3.5998	-0.45014	0.	28277	
Mesh Node 775	-3.5998	0.44984	0.	23236	
Mesh Node 776	-3.5997	-0.50014	0.	9704	
Mesh Node 777	-3.5997	0.49982	0.	6366	
Mesh Node 778	-3.5996	-0.55014	0.	29532	
Mesh Node 779	-3.5996	0.54979	0.	22914	
Mesh Node 780	-3.5995	-0.60014	0.	9862	
Mesh Node 781	-3.5995	0.59976	0.	6234	
Mesh Node 782	-3.5994	-0.65014	0.	29469	
Mesh Node 783	-3.5994	0.64974	0.	22916	
Mesh Node 784	-3.5993	-0.70014	0.	9616	
Mesh Node 785	-3.5993	0.69971	0.	7443	
Mesh Node 786	-3.5992	-0.75014	0.	29468	
Mesh Node 787	-3.5992	0.74968	0.	22297	
Mesh Node 788	-3.5991	-0.80014	0.	9786	
Mesh Node 789	-3.599	0.79965	0.	5990	
Mesh Node 790	-3.5989	-0.85014	0.	29415	
Mesh Node 791	-3.5988	0.84963	0.	22295	
Mesh Node 792	-3.5987	-0.90014	0.	9562	
Mesh Node 793	-3.55	9.199e-017	0.	10252	
Mesh Node 794	-3.55	-0.10002	0.	28989	
Mesh Node 795	-3.55	9.9985e-002	0.	24539	
Mesh Node 796	-3.55	-0.20003	0.	28933	
Mesh Node 797	-3.55	0.19997	0.	24313	
Mesh Node 798	-3.5499	0.29991	0.	23900	
Mesh Node 799	-3.5499	-0.30016	0.	28346	
Mesh Node 800	-3.5498	0.39988	0.	23566	
Mesh Node 801	-3.5498	-0.40021	0.	28278	
Mesh Node 802	-3.5497	0.49986	0.	23235	
Mesh Node 803	-3.5497	-0.50025	0.	27939	
Mesh Node 804	-3.5494	-0.60029	0.	27597	
Mesh Node 805	-3.5494	0.59983	0.	22913	
Mesh Node 806	-3.5492	-0.70032	0.	27277	
Mesh Node 807	-3.5492	0.6998	0.	22634	
Mesh Node 808	-3.5488	-0.80036	0.	26974	
Mesh Node 809	-3.5488	0.79977	0.	22296	
Mesh Node 810	-3.5485	-0.90039	0.	29414	
Mesh Node 811	-3.5	9.5162e-017	0.	128	
Mesh Node 812	-3.5	-5.0011e-002	0.	10254	
Mesh Node 813	-3.5	4.9991e-002	0.	10253	
Mesh Node 814	-3.5	-0.10002	0.	9196	
Mesh Node 815	-3.5	9.9983e-002	0.	6949	
Mesh Node 816	-3.5	-0.15004	0.	28932	
Mesh Node 817	-3.5	0.14997	0.	24540	
Mesh Node 818	-3.5	-0.20005	0.	9168	
Mesh Node 819	-3.5	0.19996	0.	7088	
Mesh Node 820	-3.4999	0.24993	0.	23901	
Mesh Node 821	-3.4999	-0.25012	0.	28934	
Mesh Node 822	-3.4999	0.29989	0.	6647	
Mesh Node 823	-3.4999	-0.30018	0.	9622	
Mesh Node 824	-3.4998	0.34989	0.	23572	
Mesh Node 825	-3.4998	-0.35023	0.	29474	
Mesh Node 826	-3.4998	0.39989	0.	6505	
Mesh Node 827	-3.4998	-0.40028	0.	9919	
Mesh Node 828	-3.4997	0.44989	0.	23242	
Mesh Node 829	-3.4997	-0.45032	0.	27940	
Mesh Node 830	-3.4996	0.49989	0.	6369	
Mesh Node 831	-3.4996	-0.50036	0.	8774	
Mesh Node 832	-3.4995	0.54989	0.	22920	
Mesh Node 833	-3.4995	-0.5504	0.	27596	
Mesh Node 834	-3.4993	0.59989	0.	6236	
Mesh Node 835	-3.4993	-0.60043	0.	8630	
Mesh Node 836	-3.4992	-0.65047	0.	27276	
Mesh Node 837	-3.4992	0.64989	0.	22632	
Mesh Node 838	-3.499	-0.70051	0.	8506	
Mesh Node 839	-3.499	0.69989	0.	6120	
Mesh Node 840	-3.4988	-0.75054	0.	26972	
Mesh Node 841	-3.4988	0.74989	0.	22633	
Mesh Node 842	-3.4986	-0.80058	0.	8384	
Mesh Node 843	-3.4986	0.79989	0.	7296	
Mesh Node 844	-3.4984	-0.85061	0.	26973	
Mesh Node 845	-3.4984	0.84989	0.	22027	
Mesh Node 846	-3.4982	-0.90064	0.	9652	
Mesh Node 847	-3.45	9.8334e-017	0.	10249	
Mesh Node 848	-3.45	-0.10003	0.	28991	
Mesh Node 849	-3.45	9.998e-002	0.	24538	
Mesh Node 850	-3.45	-0.20004	0.	28931	
Mesh Node 851	-3.45	0.19997	0.	24319	
Mesh Node 852	-3.4499	0.29989	0.	23898	
Mesh Node 853	-3.4499	-0.3002	0.	28349	
Mesh Node 854	-3.4498	0.39984	0.	23569	
Mesh Node 855	-3.4498	-0.40025	0.	28272	
Mesh Node 856	-3.4496	0.49981	0.	23239	
Mesh Node 857	-3.4496	-0.50029	0.	27938	
Mesh Node 858	-3.4493	-0.60033	0.	27595	
Mesh Node 859	-3.4493	0.59977	0.	22917	
Mesh Node 860	-3.449	-0.70036	0.	27275	
Mesh Node 861	-3.449	0.69973	0.	22629	
Mesh Node 862	-3.4486	-0.8004	0.	26971	
Mesh Node 863	-3.4486	0.79969	0.	22300	
Mesh Node 864	-3.4481	-0.90043	0.	26722	
Mesh Node 865	-3.4	1.0151e-016	0.	127	
Mesh Node 866	-3.4	-5.0015e-002	0.	10251	
Mesh Node 867	-3.4	4.9989e-002	0.	10250	
Mesh Node 868	-3.4	-0.10003	0.	9197	
Mesh Node 869	-3.4	9.9978e-002	0.	6948	
Mesh Node 870	-3.4	-0.15003	0.	28935	
Mesh Node 871	-3.4	0.14998	0.	24318	
Mesh Node 872	-3.4	-0.20003	0.	9169	
Mesh Node 873	-3.4	0.19998	0.	6823	
Mesh Node 874	-3.3999	0.24993	0.	23899	
Mesh Node 875	-3.3999	-0.25012	0.	28347	
Mesh Node 876	-3.3999	0.29988	0.	6646	
Mesh Node 877	-3.3999	-0.30022	0.	8948	
Mesh Node 878	-3.3998	0.34984	0.	23571	
Mesh Node 879	-3.3998	-0.35022	0.	28271	
Mesh Node 880	-3.3998	0.3998	0.	6504	
Mesh Node 881	-3.3997	-0.40022	0.	8916	
Mesh Node 882	-3.3997	0.44976	0.	23241	
Mesh Node 883	-3.3997	-0.45022	0.	27941	
Mesh Node 884	-3.3996	-0.50022	0.	8775	
Mesh Node 885	-3.3996	0.49972	0.	6368	
Mesh Node 886	-3.3994	-0.55022	0.	27598	
Mesh Node 887	-3.3994	0.54968	0.	22919	
Mesh Node 888	-3.3993	-0.60022	0.	8631	
Mesh Node 889	-3.3993	0.59964	0.	6235	
Mesh Node 890	-3.3991	-0.65022	0.	27278	
Mesh Node 891	-3.3991	0.6496	0.	22631	
Mesh Node 892	-3.399	-0.70022	0.	8507	
Mesh Node 893	-3.3989	0.69956	0.	6119	
Mesh Node 894	-3.3988	-0.75022	0.	26975	
Mesh Node 895	-3.3987	0.74952	0.	22299	
Mesh Node 896	-3.3986	-0.80022	0.	8385	
Mesh Node 897	-3.3985	0.79948	0.	5992	
Mesh Node 898	-3.3983	-0.85022	0.	26721	
Mesh Node 899	-3.3983	0.84945	0.	22024	
Mesh Node 900	-3.3981	-0.90022	0.	8282	
Mesh Node 901	-3.35	1.0468e-016	0.	10246	
Mesh Node 902	-3.35	9.9976e-002	0.	24537	
Mesh Node 903	-3.35	-0.10003	0.	28992	
Mesh Node 904	-3.35	-0.20006	0.	28926	
Mesh Node 905	-3.35	0.19996	0.	24315	
Mesh Node 906	-3.3499	0.29986	0.	23896	
Mesh Node 907	-3.3498	-0.30025	0.	28348	
Mesh Node 908	-3.3497	0.39982	0.	23570	
Mesh Node 909	-3.3497	-0.40033	0.	28268	
Mesh Node 910	-3.3495	0.49978	0.	23240	
Mesh Node 911	-3.3495	-0.50039	0.	27935	
Mesh Node 912	-3.3492	0.59974	0.	22918	
Mesh Node 913	-3.3491	-0.60045	0.	27592	
Mesh Node 914	-3.3487	0.6997	0.	22630	
Mesh Node 915	-3.3487	-0.7005	0.	27271	
Mesh Node 916	-3.3483	0.79966	0.	22301	
Mesh Node 917	-3.3483	-0.80055	0.	26968	
Mesh Node 918	-3.3477	-0.90059	0.	26718	
Mesh Node 919	-3.3	1.0785e-016	0.	126	
Mesh Node 920	-3.3	4.9988e-002	0.	10247	
Mesh Node 921	-3.3	-5.0019e-002	0.	10248	
Mesh Node 922	-3.3	9.9975e-002	0.	6947	
Mesh Node 923	-3.3	-0.10004	0.	9198	
Mesh Node 924	-3.3	0.14996	0.	24317	
Mesh Node 925	-3.3	-0.15006	0.	28927	
Mesh Node 926	-3.2999	-0.20008	0.	9166	
Mesh Node 927	-3.2999	0.19994	0.	6822	
Mesh Node 928	-3.2999	0.24989	0.	23897	
Mesh Node 929	-3.2999	-0.25019	0.	28928	
Mesh Node 930	-3.2999	0.29984	0.	6645	
Mesh Node 931	-3.2998	-0.30029	0.	9467	
Mesh Node 932	-3.2998	0.34984	0.	23573	
Mesh Node 933	-3.2997	-0.35036	0.	28269	
Mesh Node 934	-3.2997	0.39984	0.	6506	
Mesh Node 935	-3.2996	-0.40044	0.	8915	
Mesh Node 936	-3.2995	0.44984	0.	23246	
Mesh Node 937	-3.2995	-0.4505	0.	27936	
Mesh Node 938	-3.2994	0.49984	0.	6371	
Mesh Node 939	-3.2994	-0.50056	0.	8773	
Mesh Node 940	-3.2992	0.54984	0.	22925	
Mesh Node 941	-3.2992	-0.55062	0.	27593	
Mesh Node 942	-3.299	0.59984	0.	6238	
Mesh Node 943	-3.299	-0.60067	0.	8629	
Mesh Node 944	-3.2988	0.64984	0.	22635	
Mesh Node 945	-3.2987	-0.65073	0.	27272	
Mesh Node 946	-3.2986	0.69984	0.	6121	
Mesh Node 947	-3.2985	-0.70078	0.	8504	
Mesh Node 948	-3.2983	0.74983	0.	22636	
Mesh Node 949	-3.2982	-0.75083	0.	26969	
Mesh Node 950	-3.298	0.79983	0.	7418	
Mesh Node 951	-3.2979	-0.80088	0.	8383	
Mesh Node 952	-3.2976	0.84983	0.	24921	
Mesh Node 953	-3.2976	-0.85092	0.	26719	
Mesh Node 954	-3.2973	-0.90097	0.	8280	
Mesh Node 955	-3.25	1.1102e-016	0.	10243	
Mesh Node 956	-3.25	9.9974e-002	0.	24536	
Mesh Node 957	-3.25	-0.10004	0.	28993	
Mesh Node 958	-3.2499	-0.20006	0.	28925	
Mesh Node 959	-3.2499	0.19996	0.	24316	
Mesh Node 960	-3.2498	0.29983	0.	23893	
Mesh Node 961	-3.2498	-0.30032	0.	28351	
Mesh Node 962	-3.2497	0.39977	0.	23574	
Mesh Node 963	-3.2496	-0.40039	0.	28270	
Mesh Node 964	-3.2494	0.49971	0.	23243	
Mesh Node 965	-3.2493	-0.50046	0.	27937	
Mesh Node 966	-3.249	0.59965	0.	22921	
Mesh Node 967	-3.249	-0.60051	0.	27594	
Mesh Node 968	-3.2485	0.6996	0.	22637	
Mesh Node 969	-3.2485	-0.70056	0.	27270	
Mesh Node 970	-3.2479	0.79954	0.	22303	
Mesh Node 971	-3.2479	-0.80061	0.	26970	
Mesh Node 972	-3.2468	-0.90119	0.	26717	
Mesh Node 973	-3.2	1.1419e-016	0.	125	
Mesh Node 974	-3.2	4.9986e-002	0.	10244	
Mesh Node 975	-3.2	-5.0024e-002	0.	10245	
Mesh Node 976	-3.2	9.9972e-002	0.	6946	
Mesh Node 977	-3.2	-0.10005	0.	9199	
Mesh Node 978	-3.2	-0.15005	0.	28929	
Mesh Node 979	-3.2	0.14997	0.	24323	
Mesh Node 980	-3.1999	-0.20005	0.	9167	
Mesh Node 981	-3.1999	0.19997	0.	6825	
Mesh Node 982	-3.1999	0.2499	0.	23894	
Mesh Node 983	-3.1999	-0.2502	0.	28350	
Mesh Node 984	-3.1998	0.29982	0.	6644	
Mesh Node 985	-3.1998	-0.30035	0.	8949	
Mesh Node 986	-3.1997	0.34976	0.	23895	
Mesh Node 987	-3.1997	-0.35035	0.	28352	
Mesh Node 988	-3.1996	0.3997	0.	7438	
Mesh Node 989	-3.1996	-0.40035	0.	9702	
Mesh Node 990	-3.1995	0.44964	0.	23245	
Mesh Node 991	-3.1995	-0.45035	0.	29374	
Mesh Node 992	-3.1994	0.49958	0.	6370	
Mesh Node 993	-3.1993	-0.50035	0.	9510	
Mesh Node 994	-3.1992	0.54952	0.	22923	
Mesh Node 995	-3.1991	-0.55035	0.	29241	
Mesh Node 996	-3.199	0.59947	0.	6237	
Mesh Node 997	-3.1989	-0.60035	0.	9396	
Mesh Node 998	-3.1987	0.64941	0.	22924	
Mesh Node 999	-3.1987	-0.65035	0.	27273	
Mesh Node 1000	-3.1985	0.69935	0.	7581	
Mesh Node 1001	-3.1984	-0.70035	0.	8505	
Mesh Node 1002	-3.1982	0.7493	0.	22304	
Mesh Node 1003	-3.1981	-0.75035	0.	27274	
Mesh Node 1004	-3.1979	0.79925	0.	5993	
Mesh Node 1005	-3.1978	-0.80035	0.	9585	
Mesh Node 1006	-3.1975	0.8492	0.	22030	
Mesh Node 1007	-3.1971	-0.85088	0.	26720	
Mesh Node 1008	-3.1963	-0.90141	0.	8281	
Mesh Node 1009	-3.15	1.1737e-016	0.	10240	
Mesh Node 1010	-3.15	9.997e-002	0.	24535	
Mesh Node 1011	-3.15	-0.10005	0.	28994	
Mesh Node 1012	-3.1499	0.19994	0.	24320	
Mesh Node 1013	-3.1499	-0.20009	0.	28930	
Mesh Node 1014	-3.1498	0.29979	0.	23891	
Mesh Node 1015	-3.1497	-0.30041	0.	28353	
Mesh Node 1016	-3.1496	0.39973	0.	23577	
Mesh Node 1017	-3.1495	-0.40053	0.	28265	
Mesh Node 1018	-3.1493	0.49967	0.	23244	
Mesh Node 1019	-3.1492	-0.50062	0.	27932	
Mesh Node 1020	-3.1488	0.59962	0.	22922	
Mesh Node 1021	-3.1487	-0.60071	0.	27590	
Mesh Node 1022	-3.1482	0.69956	0.	22640	
Mesh Node 1023	-3.1481	-0.70078	0.	27267	
Mesh Node 1024	-3.1475	0.7995	0.	22302	
Mesh Node 1025	-3.1473	-0.80085	0.	26966	
Mesh Node 1026	-3.1457	-0.90175	0.	26713	
